id_partido,fecha,temporada,liga,jornada,id_equipo_local,id_equipo_visitante,finalizado
7,2021-08-13,2022,primera,1,8,14,1
0,2021-08-14,2022,primera,1,19,0,1
3,2021-08-14,2022,primera,1,15,4,1
4,2021-08-14,2022,primera,1,16,18,1
5,2021-08-14,2022,primera,1,9,13,1
1,2021-08-15,2022,primera,1,1,5,1
2,2021-08-15,2022,primera,1,10,2,1
6,2021-08-15,2022,primera,1,3,11,1
9,2021-08-16,2022,primera,1,12,7,1
8,2021-08-16,2022,primera,1,6,17,1
13,2021-08-20,2022,primera,2,4,16,1
10,2021-08-21,2022,primera,2,19,15,1
11,2021-08-21,2022,primera,2,7,1,1
15,2021-08-21,2022,primera,2,17,8,1
16,2021-08-21,2022,primera,2,13,6,1
12,2021-08-22,2022,primera,2,2,12,1
19,2021-08-22,2022,primera,2,5,11,1
17,2021-08-22,2022,primera,2,18,0,1
18,2021-08-23,2022,primera,2,9,10,1
14,2021-08-23,2022,primera,2,14,3,1
27,2021-08-27,2022,primera,3,8,19,1
24,2021-08-27,2022,primera,3,15,13,1
29,2021-08-28,2022,primera,3,12,3,1
22,2021-08-28,2022,primera,3,4,0,1
23,2021-08-28,2022,primera,3,10,7,1
26,2021-08-28,2022,primera,3,5,18,1
28,2021-08-29,2022,primera,3,11,17,1
21,2021-08-29,2022,primera,3,1,14,1
20,2021-08-29,2022,primera,3,2,6,1
25,2021-08-29,2022,primera,3,16,9,1
30,2021-09-11,2022,primera,4,7,15,1
35,2021-09-11,2022,primera,4,18,11,1
36,2021-09-12,2022,primera,4,9,8,1
32,2021-09-12,2022,primera,4,16,5,1
34,2021-09-12,2022,primera,4,13,2,1
37,2021-09-12,2022,primera,4,0,10,1
31,2021-09-13,2022,primera,4,14,12,1
33,2021-09-13,2022,primera,4,17,4,1
44,2021-09-17,2022,primera,5,10,16,1
40,2021-09-18,2022,primera,5,19,9,1
41,2021-09-18,2022,primera,5,2,7,1
48,2021-09-18,2022,primera,5,11,14,1
49,2021-09-18,2022,primera,5,12,18,1
43,2021-09-19,2022,primera,5,4,13,1
45,2021-09-19,2022,primera,5,15,6,1
46,2021-09-19,2022,primera,5,5,3,1
47,2021-09-19,2022,primera,5,8,0,1
42,2021-09-20,2022,primera,5,1,17,1
51,2021-09-21,2022,primera,6,14,2,1
50,2021-09-21,2022,primera,6,7,11,1
55,2021-09-21,2022,primera,6,18,10,1
58,2021-09-22,2022,primera,6,3,8,1
57,2021-09-22,2022,primera,6,0,15,1
54,2021-09-22,2022,primera,6,13,19,1
59,2021-09-22,2022,primera,6,6,12,1
52,2021-09-23,2022,primera,6,16,1,1
56,2021-09-23,2022,primera,6,9,4,1
53,2021-09-23,2022,primera,6,17,5,1
68,2021-09-25,2022,primera,7,8,7,1
60,2021-09-25,2022,primera,7,19,2,1
67,2021-09-25,2022,primera,7,3,13,1
65,2021-09-25,2022,primera,7,0,6,1
66,2021-09-26,2022,primera,7,5,12,1
69,2021-09-26,2022,primera,7,11,16,1
64,2021-09-26,2022,primera,7,15,9,1
62,2021-09-26,2022,primera,7,4,14,1
61,2021-09-26,2022,primera,7,1,18,1
63,2021-09-27,2022,primera,7,10,17,1
70,2021-10-01,2022,primera,8,7,19,1
71,2021-10-02,2022,primera,8,2,1,1
72,2021-10-02,2022,primera,8,15,18,1
74,2021-10-02,2022,primera,8,16,8,1
77,2021-10-02,2022,primera,8,9,11,1
79,2021-10-03,2022,primera,8,12,10,1
73,2021-10-03,2022,primera,8,14,5,1
75,2021-10-03,2022,primera,8,17,3,1
76,2021-10-03,2022,primera,8,13,0,1
78,2021-10-03,2022,primera,8,6,4,1
87,2021-10-16,2022,primera,9,5,15,1
85,2021-10-16,2022,primera,9,18,14,1
82,2021-10-17,2022,primera,9,10,3,1
89,2021-10-17,2022,primera,9,6,9,1
88,2021-10-17,2022,primera,9,11,12,1
81,2021-10-17,2022,primera,9,1,8,1
80,2021-10-18,2022,primera,9,19,4,1
84,2021-10-18,2022,primera,9,13,16,1
96,2021-10-22,2022,primera,10,9,17,1
99,2021-10-23,2022,primera,10,12,13,1
95,2021-10-23,2022,primera,10,16,19,1
98,2021-10-23,2022,primera,10,8,15,1
91,2021-10-23,2022,primera,10,7,6,1
92,2021-10-24,2022,primera,10,2,5,1
93,2021-10-24,2022,primera,10,4,11,1
97,2021-10-24,2022,primera,10,3,18,1
90,2021-10-24,2022,primera,10,1,0,1
94,2021-10-25,2022,primera,10,14,10,1
109,2021-10-26,2022,primera,11,6,16,1
105,2021-10-26,2022,primera,11,13,7,1
100,2021-10-26,2022,primera,11,19,12,1
108,2021-10-27,2022,primera,11,11,1,1
107,2021-10-27,2022,primera,11,0,9,1
103,2021-10-27,2022,primera,11,15,3,1
101,2021-10-27,2022,primera,11,4,8,1
104,2021-10-28,2022,primera,11,17,14,1
106,2021-10-28,2022,primera,11,18,2,1
102,2021-10-28,2022,primera,11,10,5,1
115,2021-10-30,2022,primera,12,3,9,1
116,2021-10-30,2022,primera,12,8,6,1
118,2021-10-30,2022,primera,12,12,0,1
112,2021-10-30,2022,primera,12,1,19,1
113,2021-10-31,2022,primera,12,14,13,1
114,2021-10-31,2022,primera,12,16,15,1
111,2021-10-31,2022,primera,12,2,4,1
110,2021-10-31,2022,primera,12,5,7,1
117,2021-11-01,2022,primera,12,11,10,1
119,2021-11-01,2022,primera,12,18,17,1
122,2021-11-05,2022,primera,13,7,16,1
127,2021-11-06,2022,primera,13,0,11,1
121,2021-11-06,2022,primera,13,19,18,1
123,2021-11-06,2022,primera,13,10,1,1
125,2021-11-06,2022,primera,13,13,17,1
124,2021-11-07,2022,primera,13,15,12,1
128,2021-11-07,2022,primera,13,8,2,1
129,2021-11-07,2022,primera,13,6,14,1
120,2021-11-07,2022,primera,13,4,3,1
