id_jugador,nombre,posicion,id_equipo
0,Andriy Lunin,Portero,0
1,T. Courtois,Portero,0
2,Dani Carvajal,Defensa,0
3,David Alaba,Defensa,0
4,Éder Militão,Defensa,0
5,Ferland Mendy,Defensa,0
6,Jesús Vallejo,Defensa,0
7,Lucas Vázquez,Defensa,0
8,Marcelo,Defensa,0
9,Nacho,Defensa,0
10,Casemiro,Centrocampista,0
11,Dani Ceballos,Centrocampista,0
12,E. Camavinga,Centrocampista,0
13,F. Valverde,Centrocampista,0
14,Isco,Centrocampista,0
15,Luka Modrić,Centrocampista,0
16,Toni Kroos,Centrocampista,0
17,E. Hazard,Delantero,0
18,G. Bale,Delantero,0
19,K. Benzema,Delantero,0
20,Luka Jović,Delantero,0
21,M. Asensio,Delantero,0
22,Mariano,Delantero,0
23,Rodrygo,Delantero,0
24,Vinícius Júnior,Delantero,0
25,Arnau Tenas,Portero,1
26,M. Ter Stegen,Portero,1
27,Neto,Portero,1
28,Álex Balde,Defensa,1
29,C. Lenglet,Defensa,1
30,D. Alves,Defensa,1
31,Eric García,Defensa,1
32,G. Piqué,Defensa,1
33,Jordi Alba,Defensa,1
34,M. Wagué,Defensa,1
35,Ó. Mingueza,Defensa,1
36,Ronald Araujo,Defensa,1
37,Samuel Umtiti,Defensa,1
38,Sergiño Dest,Defensa,1
39,F. De Jong,Centrocampista,1
40,Gavi,Centrocampista,1
41,Nico González,Centrocampista,1
42,Pedri,Centrocampista,1
43,Riqui Puig,Centrocampista,1
44,Sergi Roberto,Centrocampista,1
45,Sergio Busquets,Centrocampista,1
46,Adama Traoré,Delantero,1
47,Ansu Fati,Delantero,1
48,Ferran Torres,Delantero,1
49,Luuk De Jong,Delantero,1
50,M. Braithwaite,Delantero,1
51,Memphis,Delantero,1
52,O. Dembélé,Delantero,1
53,P. Aubameyang,Delantero,1
54,B. Lecomte,Portero,2
55,Jan Oblak,Portero,2
56,Felipe,Defensa,2
57,J. Giménez,Defensa,2
58,M. Hermoso,Defensa,2
59,Reinildo,Defensa,2
60,Renan Lodi,Defensa,2
61,Š. Vrsaljko,Defensa,2
62,Stefan Savić,Defensa,2
63,Daniel Wass,Centrocampista,2
64,G. Kondogbia,Centrocampista,2
