id_datos_partido_jugado,id_partido,resultado_local,resultado_visitante,cambios_local,cambios_visitante,amarillas_local,amarillas_visitante,rojas_local,rojas_visitante,corners_local,corners_visitante,posesion_local,posesion_visitante,total_tiros_local,total_tiros_visitante
0,0,2,2,2,3,3,3,0,0,12,0,70,30,16,6
1,1,5,1,3,3,0,0,0,0,9,0,77,23,19,5
2,2,3,2,3,3,2,0,0,0,6,6,74,26,12,11
3,3,0,0,3,3,3,2,0,0,8,3,60,40,16,8
4,4,2,1,3,3,1,3,0,0,2,6,47,53,13,10
5,5,1,3,3,3,0,2,0,0,14,5,67,33,22,12
6,6,3,0,3,3,1,3,0,0,5,5,52,48,19,18
7,7,0,4,3,3,1,0,0,0,3,6,36,64,14,13
8,8,1,0,3,3,3,1,0,0,9,5,31,69,15,10
9,16,1,3,3,3,2,1,0,0,7,8,26,74,13,14
10,17,1,3,3,3,3,1,0,0,9,5,54,46,16,9
11,15,1,1,3,3,3,1,0,1,3,4,53,47,10,11
12,14,0,3,3,3,0,0,0,0,3,4,33,67,9,8
13,10,3,2,3,3,1,6,0,1,3,6,54,46,9,19
14,11,1,3,3,3,3,2,0,0,1,5,31,69,12,13
15,13,1,3,3,3,2,2,0,0,3,5,47,53,20,13
16,12,0,3,3,3,1,0,0,0,2,5,57,43,9,10
17,9,2,1,3,3,2,3,0,0,4,1,44,56,12,9
18,20,1,3,3,3,3,2,0,0,9,5,49,51,11,14
19,26,1,1,3,3,0,3,0,0,8,3,62,38,16,8
20,24,3,1,3,3,0,0,0,0,7,4,26,74,14,11
21,23,3,0,3,3,1,1,0,0,5,3,57,43,9,10
22,19,6,1,3,3,3,3,0,0,10,1,73,27,17,8
23,18,0,0,3,3,2,2,0,0,19,0,75,25,20,6
24,22,1,2,3,3,0,2,0,0,5,6,52,48,14,10
25,21,2,1,3,3,2,4,0,0,4,1,59,41,15,14
26,25,3,2,3,3,1,4,0,1,4,2,66,34,15,12
27,29,1,1,3,2,0,2,0,0,3,8,41,59,11,15
28,35,1,2,3,3,3,4,1,1,7,4,44,56,9,16
29,27,2,1,3,2,2,1,0,0,2,11,30,70,9,22
30,28,4,0,3,3,0,3,0,0,3,3,33,67,9,12
31,30,0,1,3,3,2,2,0,0,4,7,51,49,14,15
32,32,2,1,3,3,2,2,0,0,6,3,52,48,12,16
33,34,1,1,3,3,4,2,0,0,3,6,32,68,13,12
34,31,0,3,3,3,0,2,0,0,12,3,68,32,20,17
35,33,1,5,3,3,2,1,0,0,3,5,46,54,10,18
36,42,2,1,3,3,1,1,0,0,5,5,51,49,19,14
37,41,2,1,3,3,4,4,0,0,1,8,38,62,6,18
38,43,0,3,3,3,0,3,0,1,4,7,46,54,8,14
39,40,1,1,2,3,1,1,0,0,7,4,61,39,16,13
40,37,4,0,3,3,4,0,0,1,12,4,60,40,25,13
41,36,2,0,3,3,0,1,0,1,8,1,66,34,20,5
42,38,2,1,3,3,2,3,0,0,10,4,58,42,21,17
43,39,2,2,3,3,2,2,0,0,4,8,38,62,18,16
44,44,1,1,3,3,2,4,0,0,4,6,51,49,13,8
45,53,1,2,3,3,1,1,0,0,4,5,53,47,11,17
46,45,0,3,3,3,4,0,0,0,1,3,25,75,6,9
47,46,2,2,3,3,1,0,0,0,9,2,65,35,19,10
48,49,0,3,3,3,2,2,0,0,2,5,51,49,13,12
49,50,0,1,3,3,2,3,0,0,10,1,52,48,10,4
50,51,2,3,3,3,1,1,0,0,11,5,34,66,8,16
51,52,1,3,3,3,1,1,0,0,8,4,63,37,10,10
52,47,1,2,2,3,2,2,0,0,5,1,55,45,16,7
53,48,0,4,2,3,1,0,1,0,8,4,56,44,8,10
54,59,3,1,3,3,3,3,0,0,9,2,53,47,17,10
55,61,1,1,2,3,4,4,0,0,6,4,54,46,13,8
56,60,1,2,3,3,1,4,0,0,7,10,64,36,15,16
57,58,2,2,3,3,0,3,0,0,3,11,34,66,7,7
58,55,1,2,2,3,2,0,0,0,9,3,64,36,21,8
59,54,1,1,3,3,2,2,0,0,4,0,64,36,11,11
60,56,5,1,3,3,1,2,0,0,2,6,63,37,10,12
61,57,2,2,1,3,2,1,0,0,10,1,62,38,26,11
62,62,1,0,3,3,2,2,0,0,3,4,50,50,13,13
63,66,3,0,3,3,1,1,0,0,4,1,36,64,10,17
64,64,1,0,3,3,1,2,0,0,10,8,54,46,16,15
65,65,1,0,3,3,2,4,0,1,8,1,55,45,20,7
66,69,1,1,3,3,1,3,0,0,3,3,56,44,14,13
67,70,2,0,3,3,3,0,0,0,3,4,38,62,7,11
68,71,1,1,3,3,1,1,0,0,7,5,51,49,14,12
69,63,2,2,3,3,3,3,0,0,3,7,21,79,9,22
70,67,3,0,3,3,0,0,0,0,6,9,42,58,17,9
71,68,2,0,3,3,2,2,0,0,3,8,41,59,9,10
72,77,3,1,3,3,2,2,0,0,5,10,47,53,18,17
73,79,0,0,3,3,3,2,0,0,8,2,43,57,14,8
74,78,2,0,3,3,5,4,0,0,4,7,49,51,13,16
75,76,2,3,3,3,3,3,1,0,4,4,43,57,12,17
76,73,2,1,3,3,0,1,0,0,8,2,66,34,20,6
77,75,2,1,3,3,3,1,0,0,4,4,39,61,13,23
78,72,2,2,3,3,2,1,0,0,10,1,63,37,25,10
79,80,0,0,3,3,0,0,0,0,5,3,53,47,12,7
80,74,4,2,3,3,1,1,0,0,5,6,48,52,13,15
81,86,3,0,3,3,0,1,0,0,4,4,63,37,12,10
82,82,1,2,3,3,2,1,1,0,13,0,52,48,9,6
83,83,3,0,3,3,1,3,0,0,7,2,66,34,15,11
84,85,5,1,3,3,1,2,0,1,3,0,41,59,16,6
85,87,8,0,3,3,0,1,0,0,3,3,68,32,18,9
86,88,1,0,3,3,1,1,0,0,1,4,54,46,15,6
87,89,2,2,3,3,3,4,0,1,5,0,45,55,19,13
88,81,2,3,3,3,3,5,0,0,1,6,32,68,11,10
89,84,2,0,3,3,1,3,0,0,3,4,39,61,9,8
90,92,1,2,3,2,4,3,0,0,5,7,45,55,11,14
91,97,3,3,2,3,2,4,0,0,2,4,56,44,11,9
92,96,0,1,3,3,1,3,0,0,5,7,60,40,10,12
93,94,2,4,3,3,2,1,0,0,0,5,38,62,7,9
94,95,2,3,3,3,1,4,0,0,3,2,55,45,17,14
95,90,4,0,3,3,2,1,0,0,2,1,61,39,16,1
96,91,3,1,3,2,5,4,1,0,3,8,53,47,17,14
97,98,0,2,3,3,2,2,0,0,9,0,46,54,8,7
98,93,1,0,3,3,1,3,1,2,8,10,51,49,12,17
99,101,3,3,3,3,3,1,0,0,10,2,67,33,17,8
100,100,1,1,3,3,0,3,0,0,13,3,71,29,27,7
101,102,0,4,3,3,1,1,0,0,8,6,29,71,10,17
102,103,0,2,3,3,3,5,0,1,12,1,69,31,15,9
103,105,4,1,3,3,0,3,0,0,13,3,69,31,20,6
104,106,2,0,3,3,1,1,0,0,2,6,36,64,11,9
105,107,1,2,3,3,3,2,0,0,1,3,49,51,18,11
106,99,4,0,3,3,0,2,0,1,3,3,52,48,14,5
107,104,1,5,3,3,1,3,0,1,14,3,64,36,18,10
108,115,2,1,2,3,1,4,0,0,7,4,54,46,17,17
109,114,2,3,3,3,3,3,0,0,6,6,51,49,7,17
110,112,1,1,3,3,2,4,0,0,2,5,51,49,10,9
111,111,1,2,3,3,3,2,0,1,2,2,48,52,12,7
112,110,1,1,3,3,8,3,1,1,3,8,54,46,15,13
113,108,1,2,3,3,1,3,0,1,8,2,74,26,20,11
114,116,2,3,3,3,1,4,0,0,9,3,59,41,16,7
115,109,4,2,3,3,3,2,0,0,2,3,49,51,21,11
116,113,2,1,3,2,1,2,0,1,7,4,54,46,17,13
117,121,2,2,2,3,3,4,0,0,16,1,63,37,24,9
118,117,2,1,3,3,2,2,0,0,8,2,51,49,16,10
119,118,2,1,3,3,2,2,0,0,9,0,56,44,20,5
120,119,2,1,3,2,3,5,0,1,3,5,37,63,5,17
121,122,1,0,3,3,0,2,0,0,2,7,49,51,10,7
122,123,3,1,3,2,3,1,0,0,8,6,41,59,24,10
123,120,5,0,3,3,0,3,0,0,6,0,73,27,23,2
124,124,2,0,3,3,1,3,0,0,3,4,55,45,9,7
125,125,0,1,3,3,1,4,0,0,13,6,53,47,9,13
126,130,2,4,3,3,1,0,0,0,11,1,76,24,21,6
127,131,0,4,3,3,1,0,0,0,3,5,37,63,3,18
128,132,1,1,3,3,2,4,0,0,1,3,56,44,13,13
129,129,1,0,3,2,2,0,0,0,4,7,38,62,12,9
130,127,0,3,3,3,2,1,0,0,3,9,30,70,5,20
131,126,6,1,3,3,2,2,0,0,8,2,72,28,28,11
132,128,2,0,3,3,2,3,0,2,3,4,38,62,13,6
133,133,1,0,3,3,1,4,1,0,7,5,50,50,11,16
134,134,2,1,3,3,3,3,0,0,5,2,48,52,17,6
135,142,0,5,3,3,2,2,0,0,8,5,60,40,15,16
136,141,0,2,3,3,2,6,0,0,6,1,49,51,15,7
137,138,3,3,2,3,0,0,0,0,12,3,56,44,14,13
138,135,3,0,3,3,3,4,0,0,4,2,46,54,12,6
139,136,0,1,2,3,2,3,0,0,5,4,71,29,15,10
140,139,2,4,3,3,2,4,0,0,7,10,44,56,17,21
141,140,1,3,3,2,0,3,0,0,6,8,34,66,16,21
142,143,1,1,2,3,1,1,0,0,12,5,54,46,29,8
143,137,2,0,3,3,2,3,0,0,8,4,60,40,17,12
144,148,2,1,3,3,0,1,0,0,0,8,48,52,10,12
145,149,0,1,2,3,0,2,0,1,6,6,39,61,20,14
