id_partido,fecha,temporada,liga,jornada,id_equipo_local,id_equipo_visitante,finalizado
8,2019-08-16,2020,primera,1,10,1,1
0,2019-08-17,2020,primera,1,16,0,1
1,2019-08-17,2020,primera,1,18,13,1
5,2019-08-17,2020,primera,1,8,5,1
7,2019-08-17,2020,primera,1,17,9,1
9,2019-08-17,2020,primera,1,4,6,1
2,2019-08-18,2020,primera,1,2,7,1
3,2019-08-18,2020,primera,1,19,3,1
4,2019-08-18,2020,primera,1,15,11,1
6,2019-08-18,2020,primera,1,14,12,1
16,2019-08-23,2020,primera,2,11,4,1
14,2019-08-23,2020,primera,2,6,3,1
19,2019-08-24,2020,primera,2,0,12,1
18,2019-08-24,2020,primera,2,9,13,1
13,2019-08-24,2020,primera,2,7,10,1
12,2019-08-24,2020,primera,2,16,8,1
15,2019-08-25,2020,primera,2,17,2,1
17,2019-08-25,2020,primera,2,18,5,1
11,2019-08-25,2020,primera,2,1,14,1
10,2019-08-25,2020,primera,2,15,19,1
20,2019-08-30,2020,primera,3,10,5,1
27,2019-08-30,2020,primera,3,3,16,1
22,2019-08-31,2020,primera,3,14,17,1
24,2019-08-31,2020,primera,3,7,15,1
25,2019-08-31,2020,primera,3,11,12,1
26,2019-08-31,2020,primera,3,9,1,1
29,2019-09-01,2020,primera,3,4,0,1
28,2019-09-01,2020,primera,3,8,18,1
23,2019-09-01,2020,primera,3,19,6,1
21,2019-09-01,2020,primera,3,2,13,1
36,2019-09-13,2020,primera,4,18,10,1
38,2019-09-14,2020,primera,4,5,2,1
35,2019-09-14,2020,primera,4,17,4,1
37,2019-09-14,2020,primera,4,0,11,1
31,2019-09-14,2020,primera,4,1,8,1
34,2019-09-15,2020,primera,4,13,19,1
32,2019-09-15,2020,primera,4,14,7,1
30,2019-09-15,2020,primera,4,15,3,1
39,2019-09-15,2020,primera,4,12,9,1
33,2019-09-15,2020,primera,4,16,6,1
46,2019-09-20,2020,primera,5,9,14,1
45,2019-09-21,2020,primera,5,11,13,1
49,2019-09-21,2020,primera,5,4,12,1
41,2019-09-21,2020,primera,5,2,16,1
44,2019-09-21,2020,primera,5,6,1,1
48,2019-09-22,2020,primera,5,8,17,1
47,2019-09-22,2020,primera,5,3,0,1
43,2019-09-22,2020,primera,5,7,18,1
42,2019-09-22,2020,primera,5,19,5,1
40,2019-09-22,2020,primera,5,10,15,1
50,2019-09-24,2020,primera,6,1,4,1
51,2019-09-24,2020,primera,6,14,11,1
59,2019-09-24,2020,primera,6,12,6,1
58,2019-09-25,2020,primera,6,8,7,1
55,2019-09-25,2020,primera,6,18,2,1
56,2019-09-25,2020,primera,6,0,9,1
54,2019-09-25,2020,primera,6,17,10,1
57,2019-09-26,2020,primera,6,5,15,1
53,2019-09-26,2020,primera,6,13,3,1
52,2019-09-26,2020,primera,6,16,19,1
