id_jugador,nombre,posicion,id_equipo
0,A. Aréola,Portero,0
1,Diego Altube,Portero,0
2,Luis López,Portero,0
3,T. Courtois,Portero,0
4,Toni Fuidias,Portero,0
5,Dani Carvajal,Defensa,0
6,Éder Militão,Defensa,0
7,Ferland Mendy,Defensa,0
8,Javi Hernández,Defensa,0
9,Lucas Vázquez,Defensa,0
10,Marcelo,Defensa,0
11,Miguel Gutiérrez,Defensa,0
12,Nacho,Defensa,0
13,R. Varane,Defensa,0
14,Sergio Ramos,Defensa,0
15,Brahim Díaz,Centrocampista,0
16,Casemiro,Centrocampista,0
17,F. Valverde,Centrocampista,0
18,Isco,Centrocampista,0
19,James,Centrocampista,0
20,Luka Modrić,Centrocampista,0
21,Toni Kroos,Centrocampista,0
22,E. Hazard,Delantero,0
23,G. Bale,Delantero,0
24,K. Benzema,Delantero,0
25,Luka Jović,Delantero,0
26,M. Asensio,Delantero,0
27,Mariano,Delantero,0
28,Rodrygo,Delantero,0
29,Vinícius Júnior,Delantero,0
30,Arnau Tenas,Portero,1
31,Iñaki Peña,Portero,1
32,M. Ter Stegen,Portero,1
33,Neto,Portero,1
34,Arnau Comas,Defensa,1
35,C. Lenglet,Defensa,1
36,Chumi,Defensa,1
37,Dani Morer,Defensa,1
38,G. Piqué,Defensa,1
39,Jordi Alba,Defensa,1
40,Jorge Cuenca,Defensa,1
41,Junior Firpo,Defensa,1
42,Nélson Semedo,Defensa,1
43,Ronald Araujo,Defensa,1
44,Samuel Umtiti,Defensa,1
45,Sergio Akieme,Defensa,1
46,Arthur,Centrocampista,1
47,Arturo Vidal,Centrocampista,1
48,F. De Jong,Centrocampista,1
49,Ivan Rakitić,Centrocampista,1
50,Monchu,Centrocampista,1
51,Riqui Puig,Centrocampista,1
52,Sergi Roberto,Centrocampista,1
53,Sergio Busquets,Centrocampista,1
54,A. Griezmann,Delantero,1
55,Álex Collado,Delantero,1
56,Ansu Fati,Delantero,1
57,Kike Saverio,Delantero,1
58,L. Messi,Delantero,1
59,Luis Suárez,Delantero,1
60,M. Braithwaite,Delantero,1
61,O. Dembélé,Delantero,1
62,Rey Manaj,Delantero,1
63,Antonio Adán,Portero,2
64,Jan Oblak,Portero,2
65,Álvaro García,Defensa,2
66,Caio Henrique,Defensa,2
67,Felipe,Defensa,2
68,J. Giménez,Defensa,2
69,K. Trippier,Defensa,2
70,M. Hermoso,Defensa,2
71,Manu Sánchez,Defensa,2
72,Renan Lodi,Defensa,2
73,Ricard Sánchez,Defensa,2
74,S. Arias,Defensa,2
75,Š. Vrsaljko,Defensa,2
76,Stefan Savić,Defensa,2
77,Héctor Herrera,Centrocampista,2
78,Koke,Centrocampista,2
79,M. Llorente,Centrocampista,2
80,Óscar Clemente,Centrocampista,2
81,Saúl,Centrocampista,2
82,Thomas,Centrocampista,2
83,Thomas Lemar,Centrocampista,2
84,Toni Moya,Centrocampista,2
85,Á. Morata,Delantero,2
86,Ángel Correa,Delantero,2
87,Darío Poveda,Delantero,2
88,Diego Costa,Delantero,2
89,Germán Valera,Delantero,2
90,Ivan Šaponjić,Delantero,2
91,João Félix,Delantero,2
92,R. Riquelme,Delantero,2
93,Sergio Camello,Delantero,2
94,Vitolo,Delantero,2
95,Y. Carrasco,Delantero,2
96,Alfonso Pastor,Portero,3
97,Bono,Portero,3
98,Javi Díaz,Portero,3
99,Tomáš Vaclík,Portero,3
100,Diego Carlos,Defensa,3
101,Jesús Navas,Defensa,3
102,Juanlu Sánchez,Defensa,3
103,Jules Koundé,Defensa,3
104,N. Gudelj,Defensa,3
105,Pablo Pérez,Defensa,3
106,S. Escudero,Defensa,3
107,Sergi Gómez,Defensa,3
108,Sergio Reguilón,Defensa,3
109,É. Banega,Centrocampista,3
110,F. Vázquez,Centrocampista,3
111,Fernando,Centrocampista,3
112,Genaro,Centrocampista,3
113,Joan Jordán,Centrocampista,3
114,Óliver Torres,Centrocampista,3
115,Pepe Mena,Centrocampista,3
116,José Lara,Delantero,3
117,Lucas Ocampos,Delantero,3
118,Luuk De Jong,Delantero,3
119,Munir,Delantero,3
120,Rony Lopes,Delantero,3
121,Suso,Delantero,3
122,Y. En-Nesyri,Delantero,3
123,Andrés Fernández,Portero,4
124,F. Jörgensen,Portero,4
125,M. Barbosa,Portero,4
126,S. Asenjo,Portero,4
127,Alberto Moreno,Defensa,4
128,Andrei Rațiu,Defensa,4
129,Mario Gaspar,Defensa,4
130,Migue Leal,Defensa,4
131,Pau Torres,Defensa,4
132,R. Funes Mori,Defensa,4
133,Raúl Albiol,Defensa,4
134,Rubén Peña,Defensa,4
135,Sofian Chakla,Defensa,4
136,Xavi Quintillà,Defensa,4
137,Álex Baena,Centrocampista,4
138,Bruno,Centrocampista,4
139,Iván Martín,Centrocampista,4
140,Manu Morlanes,Centrocampista,4
141,Manu Trigueros,Centrocampista,4
142,R. Guerra,Centrocampista,4
143,Santi Cazorla,Centrocampista,4
144,Sergio Lozano,Centrocampista,4
145,V. Iborra,Centrocampista,4
146,Zambo Anguissa,Centrocampista,4
147,C. Bacca,Delantero,4
148,Fer Niño,Delantero,4
149,Gerard Moreno,Delantero,4
150,Javi Ontiveros,Delantero,4
151,Moi Gómez,Delantero,4
152,P. Alcácer,Delantero,4
153,S. Chukwueze,Delantero,4
154,A. Zubiaurre,Portero,5
155,Álex Remiro,Portero,5
156,Miguel Ángel Moyá,Portero,5
157,A. Arambarri,Defensa,5
158,A. Elustondo,Defensa,5
159,A. Gorosabel,Defensa,5
160,Aihen Muñoz,Defensa,5
161,Diego Llorente,Defensa,5
162,I. Monreal,Defensa,5
163,Igor Zubeldia,Defensa,5
164,J. Zaldua,Defensa,5
165,Jon Pacheco,Defensa,5
166,R. Le Normand,Defensa,5
167,A. Illarramendi,Centrocampista,5
168,Ander Guevara,Centrocampista,5
169,D. Zurutuza,Centrocampista,5
170,Luca Sangalli,Centrocampista,5
171,M. Zubimendi,Centrocampista,5
172,M. Ødegaard,Centrocampista,5
173,Mikel Merino,Centrocampista,5
174,Roberto López,Centrocampista,5
175,A. Barrenetxea,Delantero,5
176,Adnan Januzaj,Delantero,5
177,Alexander Isak,Delantero,5
178,Julen Lobete,Delantero,5
179,M. Oyarzabal,Delantero,5
180,Näis Djouahra,Delantero,5
181,Portu,Delantero,5
182,Robert Navarro,Delantero,5
183,Willian José,Delantero,5
184,Xeber Alkain,Delantero,5
185,Aarón Escandell,Portero,6
186,Etxebarria,Portero,6
187,Joao Costa,Portero,6
188,Rui Silva,Portero,6
189,Álex Martínez,Defensa,6
190,Carlos Neva,Defensa,6
191,D. Duarte,Defensa,6
192,D. Foulquier,Defensa,6
193,Germán,Defensa,6
194,Gil Dias,Defensa,6
195,I. Köybaşı,Defensa,6
196,J. Martínez,Defensa,6
197,Jesús Vallejo,Defensa,6
198,Pepe Sánchez,Defensa,6
199,Quini,Defensa,6
200,Víctor Díaz,Defensa,6
201,Ángel Montoro,Centrocampista,6
202,Fede Vico,Centrocampista,6
203,M. Gonalons,Centrocampista,6
204,R. Azeez,Centrocampista,6
205,Y. Herrera,Centrocampista,6
206,Yan Eteki,Centrocampista,6
207,Antoñín,Delantero,6
208,Antonio Puertas,Delantero,6
209,C. Fernández,Delantero,6
210,Darwin Machís,Delantero,6
211,Mario Rodríguez,Delantero,6
212,R. Soldado,Delantero,6
213,David Soria,Portero,7
214,F. Manojlović,Portero,7
215,L. Chichizola,Portero,7
216,Marcos Lavín,Portero,7
217,A. Nyom,Defensa,7
218,Chema Rodríguez,Defensa,7
219,D. Djené,Defensa,7
220,Damián Suárez,Defensa,7
221,E. Cabaco,Defensa,7
222,Etxeita,Defensa,7
223,F. Poulolo,Defensa,7
224,M. Cucurella,Defensa,7
225,M. Olivera,Defensa,7
226,David Timor,Centrocampista,7
227,F. Fajr,Centrocampista,7
228,F. Portillo,Centrocampista,7
229,M. Arambarri,Centrocampista,7
230,N. Maksimović,Centrocampista,7
231,O. Etebo,Centrocampista,7
232,Amath Ndiaye,Delantero,7
233,Ángel,Delantero,7
234,Hugo Duro,Delantero,7
235,J. Mata,Delantero,7
236,Jason,Delantero,7
237,Jorge Molina,Delantero,7
238,Cristian Rivero,Portero,8
239,Jasper Cillessen,Portero,8
240,Jaume Doménech,Portero,8
241,A. Florenzi,Defensa,8
242,A. Guerrero,Defensa,8
243,C. Piccini,Defensa,8
244,E. Mangala,Defensa,8
245,Gabriel Paulista,Defensa,8
246,Jaume Costa,Defensa,8
247,Javi Jiménez,Defensa,8
248,José Gayà,Defensa,8
249,M. Diakhaby,Defensa,8
250,Thierry Correia,Defensa,8
251,Carlos Soler,Centrocampista,8
252,Dani Parejo,Centrocampista,8
253,Daniel Wass,Centrocampista,8
254,F. Coquelin,Centrocampista,8
255,G. Kondogbia,Centrocampista,8
256,Hugo Guillamón,Centrocampista,8
257,Kang-In Lee,Centrocampista,8
258,Koba Lein,Centrocampista,8
259,Pablo Gozálbez,Centrocampista,8
260,V. Esquerdo,Centrocampista,8
261,D. Cheryshev,Delantero,8
262,Ferran Torres,Delantero,8
263,Gonçalo Guedes,Delantero,8
264,Kévin Gameiro,Delantero,8
265,Manu Vallejo,Delantero,8
266,Maxi Gómez,Delantero,8
267,Rodrigo Moreno,Delantero,8
268,Rubén Sobrino,Delantero,8
269,Iñaki,Portero,9
270,Juan Pérez,Portero,9
271,Rubén,Portero,9
272,Sergio Herrera,Portero,9
273,Aridane,Defensa,9
274,David García,Defensa,9
275,F. Roncaglia,Defensa,9
276,Nacho Vidal,Defensa,9
277,P. Estupiñán,Defensa,9
278,Raúl Navas,Defensa,9
279,Toni Lato,Defensa,9
280,Unai García,Defensa,9
281,Aimar Oroz,Centrocampista,9
282,D. Brašanac,Centrocampista,9
283,Fran Mérida,Centrocampista,9
284,Íñigo Pérez,Centrocampista,9
285,J. Moncayola,Centrocampista,9
286,Javi Martínez,Centrocampista,9
287,Oier,Centrocampista,9
288,Roberto Torres,Centrocampista,9
