id_partido,fecha,temporada,liga,jornada,id_equipo_local,id_equipo_visitante,finalizado
7,2018-08-10,2019,premier,1,5,8,1
1,2018-08-11,2019,premier,1,13,17,1
2,2018-08-11,2019,premier,1,18,11,1
3,2018-08-11,2019,premier,1,6,7,1
4,2018-08-11,2019,premier,1,10,16,1
9,2018-08-11,2019,premier,1,19,2,1
6,2018-08-11,2019,premier,1,12,3,1
0,2018-08-12,2019,premier,1,4,0,1
8,2018-08-12,2019,premier,1,1,9,1
5,2018-08-12,2019,premier,1,15,14,1
19,2018-08-18,2019,premier,2,9,13,1
18,2018-08-18,2019,premier,2,3,18,1
12,2018-08-18,2019,premier,2,17,12,1
13,2018-08-18,2019,premier,2,2,4,1
15,2018-08-18,2019,premier,2,7,15,1
16,2018-08-18,2019,premier,2,8,6,1
17,2018-08-19,2019,premier,2,0,19,1
11,2018-08-19,2019,premier,2,14,10,1
10,2018-08-19,2019,premier,2,16,5,1
14,2018-08-20,2019,premier,2,11,1,1
27,2018-08-25,2019,premier,3,15,8,1
29,2018-08-25,2019,premier,3,6,0,1
24,2018-08-25,2019,premier,3,1,16,1
21,2018-08-25,2019,premier,3,13,7,1
20,2018-08-25,2019,premier,3,4,9,1
23,2018-08-25,2019,premier,3,19,17,1
22,2018-08-26,2019,premier,3,18,14,1
26,2018-08-26,2019,premier,3,12,2,1
28,2018-08-26,2019,premier,3,10,11,1
25,2018-08-27,2019,premier,3,5,3,1
39,2018-09-01,2019,premier,4,9,6,1
37,2018-09-01,2019,premier,4,0,12,1
36,2018-09-01,2019,premier,4,8,1,1
35,2018-09-01,2019,premier,4,7,19,1
33,2018-09-01,2019,premier,4,2,13,1
30,2018-09-01,2019,premier,4,16,18,1
34,2018-09-01,2019,premier,4,11,15,1
32,2018-09-02,2019,premier,4,17,4,1
31,2018-09-02,2019,premier,4,14,5,1
38,2018-09-02,2019,premier,4,10,3,1
45,2018-09-15,2019,premier,5,12,4,1
48,2018-09-15,2019,premier,5,10,5,1
44,2018-09-15,2019,premier,5,0,18,1
47,2018-09-15,2019,premier,5,3,1,1
41,2018-09-15,2019,premier,5,2,17,1
43,2018-09-15,2019,premier,5,19,11,1
40,2018-09-15,2019,premier,5,13,8,1
42,2018-09-16,2019,premier,5,7,9,1
49,2018-09-16,2019,premier,5,6,14,1
46,2018-09-17,2019,premier,5,15,16,1
58,2018-09-22,2019,premier,6,5,6,1
57,2018-09-22,2019,premier,6,1,15,1
56,2018-09-22,2019,premier,6,8,19,1
55,2018-09-22,2019,premier,6,18,10,1
53,2018-09-22,2019,premier,6,17,0,1
52,2018-09-22,2019,premier,6,14,13,1
51,2018-09-22,2019,premier,6,16,3,1
54,2018-09-22,2019,premier,6,11,12,1
50,2018-09-23,2019,premier,6,4,7,1
59,2018-09-23,2019,premier,6,9,2,1
66,2018-09-29,2019,premier,7,0,16,1
