epocas,batch,optimizador,callbacks,red,accuracy
50,16,SGD,0,0,0.3534482717514038
50,16,SGD,0,1,0.3103448152542114
50,16,SGD,0,2,0.4137931168079376
50,16,SGD,0,3,0.3362068831920624
50,16,SGD,0,4,0.3534482717514038
50,16,SGD,0,5,0.31896552443504333
50,16,SGD,0,6,0.32758620381355286
50,16,SGD,1,0,0.31896552443504333
50,16,SGD,1,1,0.3534482717514038
50,16,SGD,1,2,0.38793104887008667
50,16,SGD,1,3,0.38793104887008667
50,16,SGD,1,4,0.37068966031074524
50,16,SGD,1,5,0.32758620381355286
50,16,SGD,1,6,0.4396551847457886
50,16,adam,0,0,0.37931033968925476
50,16,adam,0,1,0.2931034564971924
50,16,adam,0,2,0.42241379618644714
50,16,adam,0,3,0.3965517282485962
50,16,adam,0,4,0.37931033968925476
50,16,adam,0,5,0.2931034564971924
50,16,adam,0,6,0.37068966031074524
50,16,adam,1,0,0.4482758641242981
50,16,adam,1,1,0.4396551847457886
50,16,adam,1,2,0.43103447556495667
50,16,adam,1,3,0.4051724076271057
50,16,adam,1,4,0.38793104887008667
50,16,adam,1,5,0.37931033968925476
50,16,adam,1,6,0.4137931168079376
50,48,SGD,0,0,0.3965517282485962
50,48,SGD,0,1,0.38793104887008667
50,48,SGD,0,2,0.32758620381355286
50,48,SGD,0,3,0.3103448152542114
50,48,SGD,0,4,0.32758620381355286
50,48,SGD,0,5,0.3965517282485962
50,48,SGD,0,6,0.3362068831920624
50,48,SGD,1,0,0.3534482717514038
50,48,SGD,1,1,0.3362068831920624
50,48,SGD,1,2,0.27586206793785095
50,48,SGD,1,3,0.37068966031074524
50,48,SGD,1,4,0.32758620381355286
50,48,SGD,1,5,0.3448275923728943
50,48,SGD,1,6,0.38793104887008667
50,48,adam,0,0,0.4137931168079376
50,48,adam,0,1,0.3362068831920624
50,48,adam,0,2,0.3448275923728943
50,48,adam,0,3,0.37068966031074524
50,48,adam,0,4,0.4051724076271057
50,48,adam,0,5,0.36206895112991333
50,48,adam,0,6,0.32758620381355286
50,48,adam,1,0,0.5
50,48,adam,1,1,0.36206895112991333
50,48,adam,1,2,0.4051724076271057
50,48,adam,1,3,0.4137931168079376
50,48,adam,1,4,0.3965517282485962
50,48,adam,1,5,0.37068966031074524
50,48,adam,1,6,0.3965517282485962
80,16,SGD,0,0,0.4051724076271057
80,16,SGD,0,1,0.3965517282485962
80,16,SGD,0,2,0.38793104887008667
80,16,SGD,0,3,0.3103448152542114
80,16,SGD,0,4,0.38793104887008667
80,16,SGD,0,5,0.42241379618644714
80,16,SGD,0,6,0.3534482717514038
80,16,SGD,1,0,0.4137931168079376
80,16,SGD,1,1,0.2844827473163605
80,16,SGD,1,2,0.3103448152542114
80,16,SGD,1,3,0.32758620381355286
80,16,SGD,1,4,0.4051724076271057
80,16,SGD,1,5,0.3965517282485962
80,16,SGD,1,6,0.37068966031074524
80,16,adam,0,0,0.3965517282485962
80,16,adam,0,1,0.32758620381355286
80,16,adam,0,2,0.3534482717514038
80,16,adam,0,3,0.3103448152542114
80,16,adam,0,4,0.31896552443504333
80,16,adam,0,5,0.37931033968925476
80,16,adam,0,6,0.4051724076271057
80,16,adam,1,0,0.42241379618644714
80,16,adam,1,1,0.3448275923728943
80,16,adam,1,2,0.4396551847457886
80,16,adam,1,3,0.4137931168079376
80,16,adam,1,4,0.3448275923728943
80,16,adam,1,5,0.43103447556495667
80,16,adam,1,6,0.4568965435028076
80,48,SGD,0,0,0.4051724076271057
80,48,SGD,0,1,0.3534482717514038
80,48,SGD,0,2,0.37068966031074524
80,48,SGD,0,3,0.3965517282485962
80,48,SGD,0,4,0.37068966031074524
80,48,SGD,0,5,0.38793104887008667
80,48,SGD,0,6,0.36206895112991333
80,48,SGD,1,0,0.42241379618644714
80,48,SGD,1,1,0.4396551847457886
80,48,SGD,1,2,0.4137931168079376
80,48,SGD,1,3,0.2931034564971924
80,48,SGD,1,4,0.3362068831920624
80,48,SGD,1,5,0.42241379618644714
80,48,SGD,1,6,0.4396551847457886
80,48,adam,0,0,0.3965517282485962
80,48,adam,0,1,0.37068966031074524
80,48,adam,0,2,0.26724138855934143
80,48,adam,0,3,0.38793104887008667
80,48,adam,0,4,0.3362068831920624
80,48,adam,0,5,0.3103448152542114
80,48,adam,0,6,0.32758620381355286
80,48,adam,1,0,0.43103447556495667
80,48,adam,1,1,0.42241379618644714
80,48,adam,1,2,0.38793104887008667
80,48,adam,1,3,0.37931033968925476
80,48,adam,1,4,0.4482758641242981
80,48,adam,1,5,0.4051724076271057
80,48,adam,1,6,0.4137931168079376
