epocas,batch,optimizador,callbacks,red,accuracy
50,16,SGD,0,0,0.4683544337749481
50,16,SGD,0,1,0.3670886158943176
50,16,SGD,0,2,0.3417721390724182
50,16,SGD,0,3,0.4430379867553711
50,16,SGD,0,4,0.3670886158943176
50,16,SGD,0,5,0.37974682450294495
50,16,SGD,0,6,0.3417721390724182
50,16,SGD,1,0,0.3291139304637909
50,16,SGD,1,1,0.3417721390724182
50,16,SGD,1,2,0.3291139304637909
50,16,SGD,1,3,0.4556961953639984
50,16,SGD,1,4,0.4430379867553711
50,16,SGD,1,5,0.27848100662231445
50,16,SGD,1,6,0.4177215099334717
50,16,adam,0,0,0.3670886158943176
50,16,adam,0,1,0.4683544337749481
50,16,adam,0,2,0.4810126721858978
50,16,adam,0,3,0.4177215099334717
50,16,adam,0,4,0.3164556920528412
50,16,adam,0,5,0.4430379867553711
50,16,adam,0,6,0.4303797483444214
50,16,adam,1,0,0.37974682450294495
50,16,adam,1,1,0.27848100662231445
50,16,adam,1,2,0.4430379867553711
50,16,adam,1,3,0.4683544337749481
50,16,adam,1,4,0.40506330132484436
50,16,adam,1,5,0.3670886158943176
50,16,adam,1,6,0.4303797483444214
50,48,SGD,0,0,0.4810126721858978
50,48,SGD,0,1,0.4177215099334717
50,48,SGD,0,2,0.49367088079452515
50,48,SGD,0,3,0.37974682450294495
50,48,SGD,0,4,0.4177215099334717
50,48,SGD,0,5,0.4303797483444214
50,48,SGD,0,6,0.4430379867553711
50,48,SGD,1,0,0.2531645596027374
50,48,SGD,1,1,0.4683544337749481
50,48,SGD,1,2,0.2151898741722107
50,48,SGD,1,3,0.37974682450294495
50,48,SGD,1,4,0.2405063360929489
50,48,SGD,1,5,0.4556961953639984
50,48,SGD,1,6,0.3291139304637909
50,48,adam,0,0,0.40506330132484436
50,48,adam,0,1,0.3670886158943176
50,48,adam,0,2,0.4177215099334717
50,48,adam,0,3,0.4430379867553711
50,48,adam,0,4,0.3417721390724182
50,48,adam,0,5,0.4177215099334717
50,48,adam,0,6,0.37974682450294495
50,48,adam,1,0,0.4177215099334717
50,48,adam,1,1,0.49367088079452515
50,48,adam,1,2,0.40506330132484436
50,48,adam,1,3,0.49367088079452515
50,48,adam,1,4,0.4556961953639984
50,48,adam,1,5,0.4303797483444214
50,48,adam,1,6,0.2405063360929489
80,16,SGD,0,0,0.39240506291389465
80,16,SGD,0,1,0.37974682450294495
80,16,SGD,0,2,0.37974682450294495
80,16,SGD,0,3,0.39240506291389465
80,16,SGD,0,4,0.39240506291389465
80,16,SGD,0,5,0.39240506291389465
80,16,SGD,0,6,0.40506330132484436
80,16,SGD,1,0,0.40506330132484436
80,16,SGD,1,1,0.3417721390724182
80,16,SGD,1,2,0.40506330132484436
80,16,SGD,1,3,0.40506330132484436
80,16,SGD,1,4,0.3291139304637909
80,16,SGD,1,5,0.3164556920528412
80,16,SGD,1,6,0.37974682450294495
80,16,adam,0,0,0.3164556920528412
80,16,adam,0,1,0.37974682450294495
80,16,adam,0,2,0.40506330132484436
80,16,adam,0,3,0.4430379867553711
80,16,adam,0,4,0.3417721390724182
80,16,adam,0,5,0.4303797483444214
80,16,adam,0,6,0.39240506291389465
80,16,adam,1,0,0.3291139304637909
80,16,adam,1,1,0.2531645596027374
80,16,adam,1,2,0.4430379867553711
80,16,adam,1,3,0.4303797483444214
80,16,adam,1,4,0.4810126721858978
80,16,adam,1,5,0.4810126721858978
80,16,adam,1,6,0.3291139304637909
80,48,SGD,0,0,0.4430379867553711
80,48,SGD,0,1,0.40506330132484436
80,48,SGD,0,2,0.3670886158943176
80,48,SGD,0,3,0.3291139304637909
80,48,SGD,0,4,0.3164556920528412
80,48,SGD,0,5,0.4683544337749481
80,48,SGD,0,6,0.37974682450294495
80,48,SGD,1,0,0.40506330132484436
80,48,SGD,1,1,0.4177215099334717
80,48,SGD,1,2,0.26582279801368713
80,48,SGD,1,3,0.3670886158943176
80,48,SGD,1,4,0.3544303774833679
80,48,SGD,1,5,0.49367088079452515
80,48,SGD,1,6,0.4683544337749481
80,48,adam,0,0,0.39240506291389465
80,48,adam,0,1,0.4430379867553711
80,48,adam,0,2,0.37974682450294495
80,48,adam,0,3,0.4683544337749481
80,48,adam,0,4,0.4556961953639984
80,48,adam,0,5,0.4303797483444214
80,48,adam,0,6,0.3670886158943176
80,48,adam,1,0,0.3037974536418915
80,48,adam,1,1,0.3670886158943176
80,48,adam,1,2,0.29113924503326416
80,48,adam,1,3,0.49367088079452515
80,48,adam,1,4,0.5569620132446289
80,48,adam,1,5,0.39240506291389465
80,48,adam,1,6,0.17721518874168396
