epocas,batch,optimizador,callbacks,red,mae
80,48,SGD,0,4,1.0890939235687256
80,48,SGD,0,5,1.177006721496582
80,48,SGD,0,6,1.2990474700927734
80,48,SGD,1,0,1.1085035800933838
80,48,SGD,1,1,1.0904285907745361
80,48,SGD,1,2,1.104201078414917
80,48,SGD,1,3,1.1067285537719727
80,48,SGD,1,4,1.054009199142456
80,48,SGD,1,5,1.0780885219573975
80,48,SGD,1,6,1.1079953908920288
80,48,adam,0,0,1.2351785898208618
80,48,adam,0,1,1.3205015659332275
80,48,adam,0,2,1.304158091545105
80,48,adam,0,3,1.2533564567565918
80,48,adam,0,4,1.2062301635742188
80,48,adam,0,5,1.420070767402649
80,48,adam,0,6,1.1539580821990967
80,48,adam,1,0,1.055575966835022
80,48,adam,1,1,1.0959047079086304
80,48,adam,1,2,1.092888355255127
80,48,adam,1,3,1.4193906784057617
80,48,adam,1,4,1.0880967378616333
80,48,adam,1,5,1.0846257209777832
80,48,adam,1,6,1.1418194770812988
50,16,SGD,0,0,1.1178051233291626
50,16,SGD,0,1,1.1161139011383057
50,16,SGD,0,2,1.0964605808258057
50,16,SGD,0,3,1.1029919385910034
50,16,SGD,0,4,1.122873067855835
50,16,SGD,0,5,1.14471435546875
50,16,SGD,0,6,1.2116026878356934
50,16,SGD,1,0,1.065316081047058
50,16,SGD,1,1,1.048687219619751
50,16,SGD,1,2,1.058139681816101
50,16,SGD,1,3,1.1354354619979858
50,16,SGD,1,4,1.0769628286361694
50,16,SGD,1,5,1.0739614963531494
50,16,SGD,1,6,1.1247401237487793
50,16,adam,0,0,1.1079338788986206
50,16,adam,0,1,1.3569183349609375
50,16,adam,0,2,1.2483261823654175
50,16,adam,0,3,1.1996995210647583
50,16,adam,0,4,1.1321525573730469
50,16,adam,0,5,1.1884169578552246
50,16,adam,0,6,1.093724250793457
50,16,adam,1,0,1.0230963230133057
50,16,adam,1,1,1.074528694152832
50,16,adam,1,2,1.0383490324020386
50,16,adam,1,3,1.0818798542022705
50,16,adam,1,4,1.138892650604248
50,16,adam,1,5,1.0405054092407227
50,16,adam,1,6,1.0977712869644165
50,48,SGD,0,0,1.0737743377685547
50,48,SGD,0,1,1.137711763381958
50,48,SGD,0,2,1.0813647508621216
50,48,SGD,0,3,1.180773377418518
50,48,SGD,0,4,1.1487985849380493
50,48,SGD,0,5,1.0430617332458496
50,48,SGD,0,6,1.1785919666290283
50,48,SGD,1,0,1.0701855421066284
50,48,SGD,1,1,1.0558198690414429
50,48,SGD,1,2,1.0637856721878052
50,48,SGD,1,3,1.172282338142395
50,48,SGD,1,4,1.1998379230499268
50,48,SGD,1,5,1.0751307010650635
50,48,SGD,1,6,1.1871994733810425
50,48,adam,0,0,1.0597279071807861
50,48,adam,0,1,1.2385497093200684
50,48,adam,0,2,1.1532906293869019
50,48,adam,0,3,1.1418788433074951
50,48,adam,0,4,1.1856439113616943
50,48,adam,0,5,1.1971385478973389
50,48,adam,0,6,1.1502012014389038
50,48,adam,1,0,1.0430573225021362
50,48,adam,1,1,1.0683836936950684
50,48,adam,1,2,1.0383424758911133
50,48,adam,1,3,1.1458113193511963
50,48,adam,1,4,1.1167221069335938
50,48,adam,1,5,1.0541727542877197
50,48,adam,1,6,1.1131842136383057
80,16,SGD,0,0,1.0967175960540771
80,16,SGD,0,1,1.0566068887710571
80,16,SGD,0,2,1.1054366827011108
80,16,SGD,0,3,1.1857850551605225
80,16,SGD,0,4,1.1858402490615845
80,16,SGD,0,5,1.1370656490325928
80,16,SGD,0,6,1.250441312789917
80,16,SGD,1,0,1.0362080335617065
80,16,SGD,1,1,1.0657179355621338
80,16,SGD,1,2,1.0419580936431885
80,16,SGD,1,3,1.1196801662445068
80,16,SGD,1,4,1.1142455339431763
80,16,SGD,1,5,1.0265672206878662
80,16,SGD,1,6,1.1603573560714722
80,16,adam,0,0,1.3075392246246338
80,16,adam,0,1,1.2869040966033936
80,16,adam,0,2,1.188735008239746
80,16,adam,0,3,1.2913576364517212
80,16,adam,0,4,1.1852893829345703
80,16,adam,0,5,1.3764959573745728
80,16,adam,0,6,1.2104798555374146
80,16,adam,1,0,1.0292121171951294
80,16,adam,1,1,1.0203197002410889
80,16,adam,1,2,1.0563164949417114
80,16,adam,1,3,1.1230772733688354
80,16,adam,1,4,1.0490731000900269
80,16,adam,1,5,1.052561640739441
80,16,adam,1,6,1.141235589981079
80,48,SGD,0,0,1.0842688083648682
80,48,SGD,0,1,1.0843794345855713
80,48,SGD,0,2,1.090696096420288
80,48,SGD,0,3,1.1834255456924438
80,48,SGD,0,4,1.2052702903747559
80,48,SGD,0,5,1.1359655857086182
80,48,SGD,0,6,1.1863473653793335
80,48,SGD,1,0,1.038488745689392
80,48,SGD,1,1,1.0313471555709839
80,48,SGD,1,2,1.0689971446990967
80,48,SGD,1,3,1.0372302532196045
80,48,SGD,1,4,1.0738368034362793
80,48,SGD,1,5,1.0713045597076416
80,48,SGD,1,6,1.212975263595581
80,48,adam,0,0,1.0725789070129395
80,48,adam,0,1,1.3749456405639648
80,48,adam,0,2,1.2667964696884155
80,48,adam,0,3,1.145721673965454
80,48,adam,0,4,1.1359522342681885
80,48,adam,0,5,1.3048288822174072
80,48,adam,0,6,1.101247787475586
80,48,adam,1,0,1.0543502569198608
80,48,adam,1,1,1.0465589761734009
80,48,adam,1,2,1.0641758441925049
80,48,adam,1,3,1.162911057472229
80,48,adam,1,4,1.0850095748901367
80,48,adam,1,5,1.0651159286499023
80,48,adam,1,6,1.1183632612228394
