epocas,batch,optimizador,callbacks,red,accuracy
50,16,SGD,0,0,0.4047619104385376
50,16,SGD,0,1,0.4047619104385376
50,16,SGD,0,2,0.5476190447807312
50,16,SGD,0,3,0.4047619104385376
50,16,SGD,0,4,0.4047619104385376
50,16,SGD,0,5,0.4285714328289032
50,16,SGD,0,6,0.3333333432674408
50,16,SGD,1,0,0.4285714328289032
50,16,SGD,1,1,0.5476190447807312
50,16,SGD,1,2,0.4285714328289032
50,16,SGD,1,3,0.4761904776096344
50,16,SGD,1,4,0.4285714328289032
50,16,SGD,1,5,0.4047619104385376
50,16,SGD,1,6,0.523809552192688
50,16,adam,0,0,0.3571428656578064
50,16,adam,0,1,0.4047619104385376
50,16,adam,0,2,0.3095238208770752
50,16,adam,0,3,0.4523809552192688
50,16,adam,0,4,0.4761904776096344
50,16,adam,0,5,0.380952388048172
50,16,adam,0,6,0.380952388048172
50,16,adam,1,0,0.4047619104385376
50,16,adam,1,1,0.4047619104385376
50,16,adam,1,2,0.4285714328289032
50,16,adam,1,3,0.3571428656578064
50,16,adam,1,4,0.3333333432674408
50,16,adam,1,5,0.5476190447807312
50,16,adam,1,6,0.5476190447807312
50,48,SGD,0,0,0.3095238208770752
50,48,SGD,0,1,0.4047619104385376
50,48,SGD,0,2,0.380952388048172
50,48,SGD,0,3,0.3571428656578064
50,48,SGD,0,4,0.4047619104385376
50,48,SGD,0,5,0.4047619104385376
50,48,SGD,0,6,0.2142857164144516
50,48,SGD,1,0,0.4523809552192688
50,48,SGD,1,1,0.523809552192688
50,48,SGD,1,2,0.380952388048172
50,48,SGD,1,3,0.190476194024086
50,48,SGD,1,4,0.380952388048172
50,48,SGD,1,5,0.4285714328289032
50,48,SGD,1,6,0.4285714328289032
50,48,adam,0,0,0.4047619104385376
50,48,adam,0,1,0.4761904776096344
50,48,adam,0,2,0.380952388048172
50,48,adam,0,3,0.4285714328289032
50,48,adam,0,4,0.4523809552192688
50,48,adam,0,5,0.380952388048172
50,48,adam,0,6,0.4761904776096344
50,48,adam,1,0,0.4047619104385376
50,48,adam,1,1,0.380952388048172
50,48,adam,1,2,0.4761904776096344
50,48,adam,1,3,0.5714285969734192
50,48,adam,1,4,0.3571428656578064
50,48,adam,1,5,0.5
50,48,adam,1,6,0.4285714328289032
80,16,SGD,0,0,0.4047619104385376
80,16,SGD,0,1,0.4285714328289032
80,16,SGD,0,2,0.4285714328289032
80,16,SGD,0,3,0.380952388048172
80,16,SGD,0,4,0.523809552192688
80,16,SGD,0,5,0.380952388048172
80,16,SGD,0,6,0.3333333432674408
80,16,SGD,1,0,0.3333333432674408
80,16,SGD,1,1,0.3095238208770752
80,16,SGD,1,2,0.5476190447807312
80,16,SGD,1,3,0.4285714328289032
80,16,SGD,1,4,0.523809552192688
80,16,SGD,1,5,0.4285714328289032
80,16,SGD,1,6,0.4285714328289032
80,16,adam,0,0,0.4047619104385376
80,16,adam,0,1,0.4047619104385376
80,16,adam,0,2,0.3571428656578064
80,16,adam,0,3,0.4285714328289032
80,16,adam,0,4,0.4285714328289032
80,16,adam,0,5,0.4285714328289032
80,16,adam,0,6,0.4285714328289032
80,16,adam,1,0,0.4047619104385376
80,16,adam,1,1,0.4047619104385376
80,16,adam,1,2,0.4523809552192688
80,16,adam,1,3,0.380952388048172
80,16,adam,1,4,0.4047619104385376
80,16,adam,1,5,0.4285714328289032
80,16,adam,1,6,0.2857142984867096
80,48,SGD,0,0,0.4761904776096344
80,48,SGD,0,1,0.3571428656578064
80,48,SGD,0,2,0.3571428656578064
80,48,SGD,0,3,0.4523809552192688
80,48,SGD,0,4,0.380952388048172
80,48,SGD,0,5,0.5
80,48,SGD,0,6,0.4285714328289032
80,48,SGD,1,0,0.4523809552192688
80,48,SGD,1,1,0.3571428656578064
80,48,SGD,1,2,0.3095238208770752
80,48,SGD,1,3,0.4285714328289032
80,48,SGD,1,4,0.3571428656578064
80,48,SGD,1,5,0.4285714328289032
80,48,SGD,1,6,0.3571428656578064
80,48,adam,0,0,0.4285714328289032
80,48,adam,0,1,0.4047619104385376
80,48,adam,0,2,0.4047619104385376
80,48,adam,0,3,0.380952388048172
80,48,adam,0,4,0.4047619104385376
80,48,adam,0,5,0.4047619104385376
80,48,adam,0,6,0.4285714328289032
80,48,adam,1,0,0.2857142984867096
80,48,adam,1,1,0.523809552192688
80,48,adam,1,2,0.3571428656578064
80,48,adam,1,3,0.4285714328289032
80,48,adam,1,4,0.2380952388048172
80,48,adam,1,5,0.4761904776096344
80,48,adam,1,6,0.4047619104385376
