id_datos_partido_jugado,id_partido,resultado_local,resultado_visitante,cambios_local,cambios_visitante,amarillas_local,amarillas_visitante,rojas_local,rojas_visitante,corners_local,corners_visitante,posesion_local,posesion_visitante,total_tiros_local,total_tiros_visitante
0,0,1,1,4,4,2,0,0,0,3,8,42,58,11,20
1,1,5,2,5,5,0,0,0,0,7,3,60,40,12,12
2,2,1,0,4,3,0,2,0,1,5,2,57,43,21,7
3,3,1,1,5,3,0,1,0,0,1,6,36,64,8,16
4,4,5,1,4,4,0,1,0,0,9,2,62,38,30,8
5,6,0,4,5,5,1,2,0,0,6,5,46,54,7,15
6,7,0,0,5,5,3,4,0,0,4,9,48,52,10,14
7,5,1,0,3,4,1,2,0,0,5,11,36,64,7,15
8,8,3,1,5,4,4,2,0,0,4,5,59,41,15,10
9,10,4,0,5,5,0,3,0,0,6,2,54,46,26,11
10,17,1,1,3,4,4,2,0,1,5,0,64,36,20,9
11,16,2,0,4,5,4,3,0,0,2,7,44,56,9,16
12,15,1,2,5,4,1,2,0,0,4,4,41,59,12,12
13,12,4,0,5,4,4,2,0,0,7,3,48,52,13,11
14,11,0,0,3,5,3,3,0,0,6,1,58,42,20,4
15,13,2,1,5,5,1,4,0,0,0,10,31,69,8,19
16,14,2,2,4,4,1,3,0,1,6,5,61,39,7,11
17,9,3,2,5,4,1,1,0,0,3,4,55,45,18,10
18,19,3,2,4,4,2,3,0,0,4,7,57,43,23,9
19,23,3,0,5,3,2,2,0,0,7,4,52,48,17,8
20,18,5,0,5,5,0,0,0,0,8,3,60,40,17,8
21,26,2,1,5,3,2,1,0,0,5,5,67,33,21,10
22,25,1,1,3,3,0,3,0,0,4,4,38,62,14,12
23,22,2,3,3,5,2,1,0,0,8,5,61,39,17,14
24,24,1,4,5,5,0,1,0,0,4,4,44,56,13,13
25,20,1,0,3,5,4,2,0,0,7,7,49,51,8,12
26,21,2,1,5,4,2,0,0,0,4,8,33,67,12,18
27,27,1,4,5,5,0,0,0,0,2,6,51,49,10,19
28,29,3,4,3,3,4,3,0,0,4,3,44,56,12,15
29,30,0,0,5,5,1,2,0,0,6,4,55,45,15,13
30,32,1,1,5,5,1,3,0,1,4,2,55,45,12,15
31,33,0,2,5,5,2,1,0,0,4,5,62,38,12,11
32,35,0,2,4,4,2,3,0,0,3,5,33,67,7,10
33,28,1,1,5,5,1,4,0,1,6,6,56,44,18,10
34,31,3,1,4,3,1,1,0,0,3,4,62,38,17,18
35,34,1,3,4,5,0,3,0,0,7,2,65,35,18,5
36,42,2,1,5,4,1,2,0,0,9,4,55,45,16,10
37,40,0,0,4,5,2,1,0,0,4,4,48,52,10,6
38,36,7,0,5,4,1,1,0,0,2,2,63,37,23,5
39,44,1,1,5,4,3,1,0,0,4,10,50,50,14,18
40,43,0,0,4,3,2,1,0,0,5,6,45,55,9,16
41,41,1,0,5,3,1,2,0,0,2,6,37,63,8,11
42,37,4,2,4,5,2,3,0,0,3,6,63,37,14,10
43,38,1,1,3,4,2,6,0,0,7,4,58,42,15,6
44,39,1,3,5,4,2,3,0,1,2,6,59,41,17,7
45,53,1,3,5,4,4,1,0,1,6,3,38,62,11,12
46,45,6,0,5,4,1,3,0,0,2,1,59,41,18,5
47,46,1,1,4,5,2,3,0,0,7,6,48,52,10,15
48,47,1,0,5,5,4,3,0,0,6,3,65,35,16,14
49,48,1,0,5,5,1,0,0,0,5,4,52,48,17,8
50,49,1,0,3,5,4,4,0,1,5,1,55,45,14,8
51,51,3,1,5,3,2,2,0,0,5,2,51,49,12,12
52,50,3,0,5,5,0,1,0,0,6,3,57,43,19,8
53,52,0,0,4,5,2,5,0,0,7,2,47,53,14,8
54,62,3,1,5,4,1,1,0,0,8,1,63,37,18,7
55,60,1,2,5,5,3,0,0,0,4,9,44,56,12,10
56,57,1,3,5,3,7,3,1,0,4,6,53,47,10,19
57,58,3,1,5,5,0,1,0,0,9,4,42,58,12,12
58,55,3,0,5,5,1,1,0,0,2,3,56,44,15,9
59,56,2,1,5,5,1,3,0,0,7,3,67,33,17,6
60,59,1,2,5,3,2,4,1,0,2,5,51,49,11,15
61,54,1,2,3,4,2,1,0,0,10,1,68,32,21,5
62,61,0,4,5,5,4,1,0,0,2,4,41,59,10,19
63,69,5,0,5,5,1,1,0,0,3,3,50,50,13,10
64,71,0,1,4,4,2,4,0,0,4,3,56,44,12,9
65,68,1,1,5,3,0,4,0,0,8,5,52,48,15,13
66,67,1,1,4,3,3,3,0,0,9,1,58,42,31,5
67,66,2,0,4,4,3,1,0,0,3,3,42,58,6,13
68,64,1,2,4,4,1,2,0,0,7,4,56,44,13,12
69,63,3,1,5,5,2,4,0,0,6,2,67,33,11,5
70,70,1,1,5,4,3,1,0,0,9,5,50,50,14,10
71,65,1,5,5,5,0,0,0,0,4,7,44,56,7,27
72,76,4,1,5,5,1,3,0,0,6,2,52,48,19,6
73,77,1,0,5,3,2,2,0,0,2,6,42,58,10,10
74,78,1,3,5,5,1,0,0,0,7,2,34,66,13,14
75,73,4,1,5,4,2,0,0,0,3,4,52,48,13,8
76,74,0,2,4,5,3,0,0,0,7,1,54,46,17,11
77,72,4,0,5,5,0,4,0,0,4,2,58,42,15,9
78,75,1,1,5,4,3,1,1,0,1,2,56,44,8,11
79,79,2,2,4,5,1,3,0,0,6,6,58,42,17,9
80,80,2,0,4,4,0,2,0,0,4,7,45,55,19,14
81,87,2,0,5,5,2,1,0,1,9,4,55,45,14,5
82,89,1,2,5,4,2,3,0,0,6,6,52,48,15,16
83,84,2,5,5,5,1,1,0,0,6,1,40,60,9,14
84,86,3,1,5,4,0,2,0,0,5,2,51,49,12,8
85,82,1,1,4,4,1,1,0,0,5,5,49,51,12,15
86,81,2,0,4,5,2,3,0,0,4,3,45,55,7,19
87,83,0,2,4,5,3,2,0,1,10,2,61,39,12,13
88,85,2,1,3,5,1,1,0,0,9,1,59,41,14,11
89,88,4,1,5,5,3,4,0,0,7,5,38,62,20,12
90,94,1,1,4,4,3,3,0,0,9,1,49,51,19,11
91,90,2,1,5,4,0,0,0,0,6,4,62,38,29,14
92,91,2,1,4,4,3,5,0,0,5,6,52,48,15,9
93,92,1,0,5,5,2,3,0,0,0,8,60,40,9,13
94,93,0,1,5,5,0,3,0,0,8,4,62,38,9,15
95,97,2,0,4,4,1,5,0,0,2,4,41,59,14,9
96,98,1,2,3,5,4,1,0,0,6,3,57,43,20,14
97,95,1,1,5,5,1,3,0,0,5,6,44,56,15,8
98,96,2,2,3,3,2,2,0,0,5,2,66,34,16,9
99,106,2,1,5,4,2,1,0,0,1,10,30,70,6,18
100,99,2,1,3,4,0,2,0,0,2,3,63,37,20,12
101,100,1,0,4,4,3,2,0,0,7,7,58,42,11,19
102,101,2,0,5,5,1,1,0,0,7,6,45,55,16,6
103,102,4,0,5,5,1,3,0,0,7,7,51,49,19,4
104,104,2,0,5,5,2,2,0,0,7,2,45,55,24,4
105,107,2,2,5,4,4,1,0,0,6,5,43,57,10,13
106,103,0,2,5,4,0,4,0,0,10,4,58,42,20,13
107,105,1,1,4,4,2,1,0,0,5,7,44,56,11,11
108,112,2,1,4,4,2,2,0,0,5,6,50,50,8,18
109,116,3,6,4,5,1,0,0,0,4,10,52,48,14,20
110,113,1,1,4,5,2,3,0,0,5,6,47,53,10,20
111,115,2,1,4,3,2,1,0,0,4,7,47,53,13,22
112,108,1,0,2,4,1,1,0,0,13,4,70,30,23,8
113,110,1,3,4,4,4,1,0,0,7,7,44,56,15,16
114,114,4,1,5,4,1,3,0,0,4,4,46,54,15,15
115,111,2,1,2,5,0,4,0,0,7,2,56,44,17,7
116,109,1,3,5,5,1,3,0,0,7,2,56,44,14,11
117,119,2,1,3,4,1,1,0,0,5,7,44,56,14,11
118,117,2,3,4,4,2,2,0,0,4,6,48,52,11,16
119,118,7,1,5,5,0,1,0,0,4,3,58,42,13,8
120,122,3,2,5,4,2,2,0,0,4,6,49,51,8,17
121,123,3,0,4,5,1,1,0,0,6,5,44,56,12,16
122,124,2,3,5,5,0,2,0,0,13,6,51,49,16,12
123,125,1,1,3,4,1,1,0,0,7,1,41,59,18,9
124,120,0,6,3,5,2,1,0,0,3,3,62,38,19,15
125,121,2,2,3,4,0,1,0,0,7,5,57,43,10,15
126,132,0,2,3,4,2,4,0,0,9,4,61,39,14,12
127,131,2,0,5,5,1,1,0,0,6,4,55,45,18,9
128,133,1,1,5,2,0,3,0,0,0,15,38,62,4,24
129,130,1,2,5,5,4,3,0,0,6,7,45,55,14,14
130,128,0,2,5,4,2,2,0,0,5,3,52,48,19,12
131,127,4,1,4,2,3,2,0,0,6,0,52,48,19,12
132,126,2,1,4,5,3,3,0,0,7,2,65,35,21,9
133,134,1,0,4,4,3,0,0,0,3,7,41,59,5,14
134,129,5,2,5,5,0,3,0,0,7,4,49,51,15,11
135,143,2,0,5,5,2,2,0,0,6,2,52,48,13,5
136,136,2,3,2,5,3,2,0,0,9,5,41,59,19,19
137,140,0,5,4,5,1,1,0,0,1,3,44,56,13,25
138,141,4,0,5,5,0,2,0,0,4,1,64,36,20,7
139,135,3,0,5,5,2,2,0,0,5,8,40,60,11,7
140,137,2,2,5,5,5,3,1,0,6,3,33,67,17,14
141,138,0,0,3,4,1,1,0,0,4,3,45,55,18,8
142,139,2,3,4,4,2,5,0,1,7,1,54,46,19,12
143,142,1,1,5,4,2,0,0,0,6,8,38,62,9,13
144,144,4,0,5,3,0,0,0,0,5,3,61,39,24,7
145,149,3,2,5,5,0,1,0,0,1,5,43,57,14,9
146,151,0,1,3,5,2,0,0,0,1,5,56,44,13,9
147,148,1,1,3,2,2,2,0,0,15,3,61,39,21,11
148,152,0,0,2,4,2,3,0,0,6,5,48,52,4,14
149,146,1,0,4,5,0,1,0,0,8,6,55,45,13,11
150,145,0,2,4,4,0,2,0,1,10,1,70,30,15,4
151,147,2,1,4,5,2,3,0,0,4,8,47,53,14,6
152,150,1,0,5,5,3,1,0,0,2,1,53,47,8,6
153,153,1,2,2,5,0,1,0,0,6,6,59,41,19,9
154,154,2,3,4,2,3,2,0,0,4,11,40,60,12,21
155,156,2,2,3,5,1,2,0,0,11,5,60,40,17,15
156,157,0,0,5,3,0,1,0,0,1,5,43,57,9,14
157,158,4,1,4,5,0,2,0,1,6,1,64,36,16,2
158,159,3,1,4,5,1,0,0,0,2,4,58,42,12,9
159,160,2,2,4,5,2,1,0,0,7,12,52,48,18,13
160,155,1,0,3,3,1,2,0,0,4,2,53,47,12,12
161,161,1,3,4,4,3,1,0,0,10,4,51,49,10,14
162,166,5,1,5,5,2,0,0,0,9,2,64,36,20,4
163,169,1,0,4,4,3,3,0,0,7,3,56,44,20,12
164,168,0,0,3,3,1,1,0,0,3,2,51,49,7,6
165,167,2,1,5,4,0,3,0,0,0,8,43,57,6,12
166,165,1,2,5,4,2,3,0,0,5,7,52,48,16,29
167,163,0,2,4,3,3,1,0,0,5,1,50,50,16,7
168,162,0,4,5,5,1,0,0,0,5,12,54,46,11,19
169,164,1,1,5,3,3,3,0,0,4,3,47,53,12,14
170,170,2,2,5,5,4,1,0,0,3,5,43,57,13,6
171,178,0,2,4,5,4,2,0,0,10,1,65,35,17,8
172,172,2,3,4,5,2,2,0,0,7,3,57,43,14,4
173,174,1,2,3,5,1,2,0,0,4,1,56,44,12,7
174,175,2,0,5,4,1,1,0,0,6,3,50,50,16,7
175,176,2,1,4,5,1,1,0,0,7,8,48,52,11,16
176,177,5,1,5,5,1,2,0,0,9,5,62,38,22,14
177,179,2,2,5,5,0,3,0,0,1,5,56,44,17,7
178,171,1,4,5,5,1,0,0,0,4,9,37,63,5,29
179,173,2,0,5,3,5,1,0,0,4,3,55,45,12,9
180,187,1,1,4,4,3,1,0,0,4,7,49,51,13,9
181,181,2,3,5,5,0,0,0,0,3,14,55,45,15,15
182,185,1,0,5,4,2,2,0,0,8,8,48,52,14,18
183,183,2,0,5,5,0,2,0,0,4,6,50,50,14,14
184,184,1,1,5,1,3,3,0,0,5,11,43,57,10,22
185,180,3,2,4,5,1,3,0,0,2,0,57,43,25,13
186,186,2,0,5,5,0,2,0,0,5,3,44,56,9,12
187,188,4,1,5,5,1,2,0,0,2,3,55,45,11,8
188,182,2,5,4,5,1,1,0,0,7,6,60,40,14,10
189,197,3,1,5,5,1,2,0,0,5,6,51,49,6,9
190,189,4,2,5,3,2,1,0,0,4,9,46,54,12,22
191,191,0,2,5,4,1,2,0,0,10,1,60,40,16,12
192,192,4,2,5,3,3,2,0,0,10,0,64,36,20,8
193,193,1,1,4,4,0,2,0,0,7,3,59,41,16,20
194,194,3,2,5,5,2,2,0,0,3,2,57,43,14,14
195,195,2,1,4,4,2,4,0,0,8,8,47,53,19,24
196,190,0,3,5,5,4,1,0,0,2,5,41,59,12,10
197,196,2,0,5,5,2,0,0,0,13,3,53,47,25,8
198,200,3,2,5,3,2,2,0,0,6,2,43,57,17,8
199,205,1,1,4,4,0,4,0,0,6,0,56,44,15,13
200,199,1,0,5,5,1,2,0,0,5,6,58,42,13,10
201,201,1,0,4,5,0,2,0,0,6,4,42,58,11,11
202,204,1,2,4,5,1,2,0,0,5,2,55,45,14,10
203,203,1,2,5,5,1,1,0,0,11,4,54,46,18,15
204,206,4,1,5,4,2,1,0,0,6,4,69,31,22,8
205,198,1,6,3,5,2,3,1,0,3,10,38,62,8,16
206,202,6,0,5,3,2,1,0,0,5,5,51,49,16,8
207,211,2,1,4,4,3,2,0,0,9,3,54,46,19,13
208,214,3,0,5,5,0,1,0,0,6,3,68,32,21,8
209,213,3,0,5,4,1,2,0,0,6,6,60,40,16,17
210,212,3,1,5,5,4,4,0,1,2,6,53,47,7,14
211,215,1,1,2,5,1,2,0,0,7,11,43,57,13,17
212,207,0,1,4,3,1,2,0,0,2,8,36,64,7,20
213,210,2,2,3,4,2,4,0,1,7,4,62,38,23,6
214,209,1,1,5,3,2,1,0,0,5,5,39,61,8,11
215,208,0,1,4,5,1,1,0,0,5,0,53,47,13,6
216,223,0,1,5,5,3,5,0,0,6,1,50,50,6,7
217,224,2,1,5,5,2,4,0,0,3,6,49,51,15,10
218,217,1,4,3,5,2,2,0,0,3,8,48,52,10,12
219,218,1,1,4,4,1,2,0,0,7,2,65,35,20,9
220,219,1,0,4,5,0,1,0,0,6,10,49,51,9,17
221,220,3,2,3,2,1,2,0,0,5,2,57,43,18,9
222,221,1,1,4,5,1,0,0,0,4,1,65,35,14,4
223,222,0,1,5,4,1,4,0,0,4,1,54,46,10,13
224,228,1,1,4,3,3,2,0,0,3,3,44,56,11,11
225,230,2,0,3,4,3,0,0,0,3,6,53,47,12,12
226,227,3,2,4,5,2,0,0,0,7,5,45,55,16,11
227,225,1,1,5,2,4,1,0,0,3,8,42,58,9,18
228,226,1,6,5,5,2,0,0,0,0,2,50,50,7,12
229,231,1,0,4,2,1,1,0,0,4,5,59,41,20,11
230,232,0,1,5,4,2,2,0,0,7,0,51,49,15,6
231,233,2,1,4,4,3,4,0,0,9,3,51,49,14,8
232,216,0,1,3,3,3,4,0,0,5,5,43,57,10,11
233,238,0,2,1,0,2,1,0,0,7,3,54,46,15,8
234,242,4,0,5,3,1,0,0,0,6,1,54,46,14,6
235,241,3,2,3,5,2,3,0,0,8,0,60,40,24,10
236,240,3,0,5,5,2,1,0,0,1,6,32,68,13,8
237,239,0,0,3,3,1,0,0,0,1,11,44,56,8,13
238,237,4,0,5,4,2,1,0,0,3,2,68,32,16,9
239,236,0,2,5,5,2,3,0,0,7,7,55,45,18,17
240,235,0,0,4,5,1,5,0,0,3,2,54,46,14,5
241,234,1,1,4,5,2,3,0,0,7,5,57,43,10,9
242,249,1,0,4,5,3,3,0,0,2,4,42,58,13,6
243,250,1,2,5,4,3,2,0,0,5,6,56,44,14,20
244,243,1,4,5,5,1,1,0,0,1,6,41,59,8,21
245,244,1,4,4,5,3,1,0,0,7,5,61,39,10,11
246,251,0,0,3,4,1,0,0,0,9,0,63,37,20,4
247,246,1,1,5,2,1,5,0,0,6,2,53,47,10,14
248,248,2,1,4,5,0,0,0,0,3,3,66,34,18,7
249,245,3,0,5,4,1,0,0,0,3,5,43,57,13,17
250,247,1,1,4,3,2,1,0,0,3,7,53,47,17,22
251,229,2,1,5,4,3,2,0,0,5,7,45,55,14,17
252,252,0,2,4,4,2,1,0,0,4,5,45,55,13,10
253,254,1,4,5,5,4,0,0,0,2,8,52,48,12,17
254,255,0,2,5,5,1,0,0,0,3,5,54,46,10,18
255,258,3,2,4,5,2,2,0,0,8,5,57,43,13,9
256,259,1,0,5,5,1,2,0,0,3,3,64,36,13,6
257,260,4,0,5,5,0,1,0,0,3,2,50,50,11,6
258,253,0,0,4,5,0,0,0,0,2,3,46,54,11,9
259,256,1,2,4,5,1,2,0,0,2,4,54,46,17,12
260,257,3,0,5,3,1,2,0,0,2,1,51,49,11,4
261,268,3,0,5,5,0,0,0,1,3,4,61,39,14,10
262,267,1,3,5,5,3,2,0,0,5,5,56,44,18,17
263,265,0,0,2,4,0,1,0,0,5,3,56,44,9,6
264,266,0,1,5,4,4,4,0,0,1,7,58,42,13,11
265,263,6,1,5,5,0,2,0,0,4,6,59,41,12,9
266,262,0,1,4,5,2,1,0,0,7,1,47,53,12,4
267,261,0,3,4,5,1,2,0,0,5,4,33,67,8,24
268,264,2,0,5,5,2,1,0,0,4,3,45,55,14,10
269,269,0,0,5,4,3,3,0,0,10,1,55,45,16,7
270,276,5,0,5,5,0,2,0,1,2,3,59,41,15,5
271,278,3,1,5,3,2,3,0,0,5,10,56,44,19,16
272,275,2,2,5,5,1,3,0,0,9,7,52,48,17,11
273,273,3,3,5,4,1,4,0,0,8,0,60,40,19,7
274,272,1,2,5,5,2,2,0,0,2,5,54,46,5,12
275,271,1,4,3,4,0,0,0,0,6,3,52,48,9,10
276,270,3,1,5,3,0,1,0,0,3,1,59,41,13,7
277,274,2,0,5,4,1,1,0,0,4,6,44,56,7,12
278,277,0,2,5,5,1,3,0,0,10,4,59,41,18,12
279,287,1,1,5,4,2,2,0,0,2,4,50,50,6,7
280,286,3,4,5,4,4,3,0,0,10,3,63,37,19,13
281,284,1,1,4,5,3,1,0,0,2,6,56,44,6,9
282,283,3,4,5,5,1,0,0,0,4,5,54,46,17,9
283,285,1,4,5,5,2,4,0,0,5,7,45,55,14,18
284,281,1,1,3,4,3,2,0,0,7,9,56,44,18,15
285,279,3,1,5,5,0,4,0,0,7,8,35,65,24,4
286,280,3,1,4,5,4,2,1,0,3,8,49,51,9,10
287,282,2,0,5,5,0,0,0,0,4,4,56,44,11,9
288,296,2,1,5,5,0,0,0,0,6,2,72,28,16,14
289,291,1,4,3,4,1,2,0,0,4,6,64,36,18,13
290,294,1,2,4,3,3,1,0,0,3,8,40,60,10,13
291,289,0,1,5,4,0,2,0,0,9,2,56,44,17,5
292,288,1,3,5,4,1,1,0,0,5,2,46,54,8,8
293,290,2,4,4,5,1,0,0,0,6,7,48,52,12,15
294,292,1,1,5,2,1,0,0,0,9,1,50,50,19,11
295,293,2,2,5,4,2,3,1,0,7,4,70,30,25,15
296,295,4,0,5,5,1,2,0,0,5,1,63,37,14,6
297,304,3,2,5,4,3,2,0,0,1,3,44,56,17,5
298,297,2,2,5,5,1,2,0,0,2,12,39,61,10,25
299,298,1,1,5,4,1,1,0,0,2,6,45,55,8,18
300,299,2,2,5,5,2,0,0,0,5,3,45,55,13,13
301,300,2,1,5,5,2,3,0,0,6,9,55,45,11,13
302,301,5,1,5,5,1,2,0,0,6,2,49,51,19,10
303,302,2,1,4,5,0,2,0,0,3,1,69,31,9,4
304,303,2,1,4,5,1,4,0,0,8,10,41,59,24,16
305,305,2,1,5,5,2,3,0,0,3,5,49,51,8,6
