id_jugador,nombre,posicion,id_equipo
0,Ederson,Portero,0
1,Scott Carson,Portero,0
2,Zack Steffen,Portero,0
3,A. Laporte,Defensa,0
4,Benjamin Mendy,Defensa,0
5,João Cancelo,Defensa,0
6,John Stones,Defensa,0
7,Kyle Walker,Defensa,0
8,Nathan Aké,Defensa,0
9,O. Zinchenko,Defensa,0
10,Rúben Dias,Defensa,0
11,Bernardo Silva,Centrocampista,0
12,Cole Palmer,Centrocampista,0
13,Fernandinho,Centrocampista,0
14,İ. Gündoğan,Centrocampista,0
15,K. De Bruyne,Centrocampista,0
16,Rodri,Centrocampista,0
17,Gabriel Jesus,Delantero,0
18,Jack Grealish,Delantero,0
19,Phil Foden,Delantero,0
20,R. Mahrez,Delantero,0
21,R. Sterling,Delantero,0
22,Adrián,Portero,1
23,Alisson,Portero,1
24,C. Kelleher,Portero,1
25,Loris Karius,Portero,1
26,A. Robertson,Defensa,1
27,Alexander-Arnold,Defensa,1
28,I. Konate,Defensa,1
29,Joe Gomez,Defensa,1
30,Joël Matip,Defensa,1
31,K. Tsimikas,Defensa,1
32,Rhys Williams,Defensa,1
33,V. Van Dijk,Defensa,1
34,A. Oxlade-Chamberlain,Centrocampista,1
35,Curtis Jones,Centrocampista,1
36,Fabinho,Centrocampista,1
37,Harvey Elliott,Centrocampista,1
38,J. Henderson,Centrocampista,1
39,James Milner,Centrocampista,1
40,Naby Keïta,Centrocampista,1
41,Thiago,Centrocampista,1
42,Diogo Jota,Delantero,1
43,Divock Origi,Delantero,1
44,Luis Díaz,Delantero,1
45,M. Salah,Delantero,1
46,Roberto Firmino,Delantero,1
47,Sadio Mané,Delantero,1
48,T. Minamino,Delantero,1
49,E. Mendy,Portero,2
50,Kepa,Portero,2
51,Marcus Bettinelli,Portero,2
52,A. Christensen,Defensa,2
53,A. Rüdiger,Defensa,2
54,Ben Chilwell,Defensa,2
55,C. Azpilicueta,Defensa,2
56,Malang Sarr,Defensa,2
57,Marcos Alonso,Defensa,2
58,Reece James,Defensa,2
59,Thiago Silva,Defensa,2
60,Trevoh Chalobah,Defensa,2
61,Jorginho,Centrocampista,2
62,Kai Havertz,Centrocampista,2
63,Mason Mount,Centrocampista,2
64,Mateo Kovačić,Centrocampista,2
65,N. Kanté,Centrocampista,2
66,R. Loftus-Cheek,Centrocampista,2
67,Ross Barkley,Centrocampista,2
68,Saúl,Centrocampista,2
69,C. Musonda,Delantero,2
70,C. Pulišić,Delantero,2
71,Hakim Ziyech,Delantero,2
72,Hudson-Odoi,Delantero,2
73,Kenedy,Delantero,2
74,R. Lukaku,Delantero,2
75,Timo Werner,Delantero,2
76,Brandon Austin,Portero,3
77,Hugo Lloris,Portero,3
78,P. Gollini,Portero,3
79,Ben Davies,Defensa,3
80,Cristian Romero,Defensa,3
81,D. Sánchez,Defensa,3
82,Emerson Royal,Defensa,3
83,Eric Dier,Defensa,3
84,J. Tanganga,Defensa,3
85,Joe Rodon,Defensa,3
86,Matt Doherty,Defensa,3
87,R. Sessegnon,Defensa,3
88,Sergio Reguilón,Defensa,3
89,Harry Winks,Centrocampista,3
90,Oliver Skipp,Centrocampista,3
91,P. Højbjerg,Centrocampista,3
92,R. Bentancur,Centrocampista,3
93,D. Kulusevski,Delantero,3
94,Harry Kane,Delantero,3
95,Heung-Min Son,Delantero,3
96,Lucas Moura,Delantero,3
97,S. Bergwijn,Delantero,3
98,A. Okonkwo,Portero,4
99,A. Ramsdale,Portero,4
100,B. Leno,Portero,4
101,Ben White,Defensa,4
102,Cédric Soares,Defensa,4
103,Gabriel Magalhães,Defensa,4
104,K. Tierney,Defensa,4
105,Nuno Tavares,Defensa,4
106,Rob Holding,Defensa,4
107,T. Tomiyasu,Defensa,4
108,A. Lokonga,Centrocampista,4
109,Granit Xhaka,Centrocampista,4
110,M. Elneny,Centrocampista,4
111,M. Ødegaard,Centrocampista,4
112,Smith Rowe,Centrocampista,4
113,Thomas,Centrocampista,4
114,A. Lacazette,Delantero,4
115,Bukayo Saka,Delantero,4
116,Edward Nketiah,Delantero,4
