id_partido,fecha,temporada,liga,jornada,id_equipo_local,id_equipo_visitante,finalizado
0,2021-08-13,2022,premier,1,12,4,1
1,2021-08-14,2022,premier,1,17,8,1
2,2021-08-14,2022,premier,1,2,11,1
3,2021-08-14,2022,premier,1,15,14,1
4,2021-08-14,2022,premier,1,7,9,1
5,2021-08-14,2022,premier,1,5,16,1
7,2021-08-14,2022,premier,1,19,1,1
9,2021-08-14,2022,premier,1,18,13,1
6,2021-08-15,2022,premier,1,10,6,1
8,2021-08-15,2022,premier,1,3,0,1
15,2021-08-21,2022,premier,2,1,17,1
14,2021-08-21,2022,premier,2,16,15,1
13,2021-08-21,2022,premier,2,11,12,1
16,2021-08-21,2022,premier,2,0,19,1
11,2021-08-21,2022,premier,2,13,10,1
12,2021-08-21,2022,premier,2,8,18,1
10,2021-08-22,2022,premier,2,4,2,1
17,2021-08-22,2022,premier,2,14,5,1
19,2021-08-22,2022,premier,2,9,3,1
18,2021-08-23,2022,premier,2,6,7,1
28,2021-08-28,2022,premier,3,6,11,1
26,2021-08-28,2022,premier,3,19,7,1
25,2021-08-28,2022,premier,3,10,14,1
24,2021-08-28,2022,premier,3,0,4,1
23,2021-08-28,2022,premier,3,1,2,1
21,2021-08-28,2022,premier,3,8,15,1
20,2021-08-28,2022,premier,3,13,12,1
27,2021-08-29,2022,premier,3,3,18,1
29,2021-08-29,2022,premier,3,9,5,1
22,2021-08-29,2022,premier,3,17,16,1
37,2021-09-11,2022,premier,4,5,10,1
39,2021-09-11,2022,premier,4,18,9,1
38,2021-09-11,2022,premier,4,14,6,1
36,2021-09-11,2022,premier,4,7,0,1
30,2021-09-11,2022,premier,4,4,19,1
33,2021-09-11,2022,premier,4,11,3,1
32,2021-09-11,2022,premier,4,2,13,1
31,2021-09-11,2022,premier,4,12,8,1
35,2021-09-12,2022,premier,4,16,1,1
34,2021-09-13,2022,premier,4,15,17,1
45,2021-09-17,2022,premier,5,10,16,1
49,2021-09-18,2022,premier,5,9,12,1
40,2021-09-18,2022,premier,5,13,15,1
42,2021-09-18,2022,premier,5,17,4,1
43,2021-09-18,2022,premier,5,1,11,1
44,2021-09-18,2022,premier,5,0,14,1
46,2021-09-18,2022,premier,5,19,18,1
48,2021-09-19,2022,premier,5,6,5,1
41,2021-09-19,2022,premier,5,8,7,1
47,2021-09-19,2022,premier,5,3,2,1
51,2021-09-25,2022,premier,6,12,1,1
52,2021-09-25,2022,premier,6,2,0,1
54,2021-09-25,2022,premier,6,15,19,1
55,2021-09-25,2022,premier,6,16,6,1
56,2021-09-25,2022,premier,6,7,17,1
57,2021-09-25,2022,premier,6,5,13,1
59,2021-09-25,2022,premier,6,18,10,1
50,2021-09-26,2022,premier,6,4,3,1
58,2021-09-26,2022,premier,6,14,9,1
53,2021-09-27,2022,premier,6,11,8,1
69,2021-10-02,2022,premier,7,9,10,1
64,2021-10-02,2022,premier,7,16,18,1
66,2021-10-02,2022,premier,7,5,15,1
61,2021-10-02,2022,premier,7,17,19,1
62,2021-10-02,2022,premier,7,2,14,1
60,2021-10-02,2022,premier,7,8,4,1
63,2021-10-03,2022,premier,7,11,7,1
65,2021-10-03,2022,premier,7,1,0,1
67,2021-10-03,2022,premier,7,3,13,1
68,2021-10-03,2022,premier,7,6,12,1
79,2021-10-16,2022,premier,8,18,1,1
78,2021-10-16,2022,premier,8,14,16,1
75,2021-10-16,2022,premier,8,0,17,1
74,2021-10-16,2022,premier,8,7,5,1
77,2021-10-16,2022,premier,8,19,8,1
72,2021-10-16,2022,premier,8,12,2,1
71,2021-10-16,2022,premier,8,13,9,1
76,2021-10-17,2022,premier,8,10,3,1
73,2021-10-17,2022,premier,8,15,6,1
70,2021-10-18,2022,premier,8,4,11,1
80,2021-10-22,2022,premier,9,4,13,1
88,2021-10-23,2022,premier,9,14,17,1
86,2021-10-23,2022,premier,9,16,9,1
85,2021-10-23,2022,premier,9,15,18,1
83,2021-10-23,2022,premier,9,2,19,1
82,2021-10-23,2022,premier,9,8,0,1
84,2021-10-23,2022,premier,9,11,10,1
81,2021-10-24,2022,premier,9,12,7,1
87,2021-10-24,2022,premier,9,5,1,1
89,2021-10-24,2022,premier,9,6,3,1
95,2021-10-30,2022,premier,10,10,2,1
97,2021-10-30,2022,premier,10,3,5,1
94,2021-10-30,2022,premier,10,0,11,1
98,2021-10-30,2022,premier,10,18,14,1
92,2021-10-30,2022,premier,10,7,4,1
93,2021-10-30,2022,premier,10,1,8,1
91,2021-10-30,2022,premier,10,17,12,1
96,2021-10-31,2022,premier,10,19,16,1
90,2021-10-31,2022,premier,10,13,6,1
99,2021-11-01,2022,premier,10,9,15,1
108,2021-11-05,2022,premier,11,14,13,1
107,2021-11-06,2022,premier,11,5,0,1
104,2021-11-06,2022,premier,11,11,9,1
101,2021-11-06,2022,premier,11,12,19,1
102,2021-11-06,2022,premier,11,8,10,1
103,2021-11-06,2022,premier,11,2,17,1
105,2021-11-07,2022,premier,11,15,3,1
106,2021-11-07,2022,premier,11,16,7,1
100,2021-11-07,2022,premier,11,4,18,1
109,2021-11-07,2022,premier,11,6,1,1
115,2021-11-20,2022,premier,12,10,12,1
119,2021-11-20,2022,premier,12,9,6,1
118,2021-11-20,2022,premier,12,18,5,1
116,2021-11-20,2022,premier,12,19,14,1
113,2021-11-20,2022,premier,12,1,4,1
112,2021-11-20,2022,premier,12,7,2,1
111,2021-11-20,2022,premier,12,17,11,1
110,2021-11-20,2022,premier,12,13,8,1
117,2021-11-21,2022,premier,12,3,16,1
114,2021-11-21,2022,premier,12,0,15,1
129,2021-11-27,2022,premier,13,19,9,1
120,2021-11-27,2022,premier,13,4,10,1
122,2021-11-27,2022,premier,13,8,16,1
127,2021-11-27,2022,premier,13,1,14,1
125,2021-11-27,2022,premier,13,11,13,1
128,2021-11-28,2022,premier,13,0,6,1
124,2021-11-28,2022,premier,13,2,5,1
121,2021-11-28,2022,premier,13,12,15,1
126,2021-11-28,2022,premier,13,7,18,1
132,2021-11-30,2022,premier,14,16,11,1
137,2021-11-30,2022,premier,14,10,19,1
138,2021-12-01,2022,premier,14,14,7,1
135,2021-12-01,2022,premier,14,9,17,1
134,2021-12-01,2022,premier,14,6,8,1
133,2021-12-01,2022,premier,14,18,2,1
131,2021-12-01,2022,premier,14,15,1,1
130,2021-12-01,2022,premier,14,13,0,1
136,2021-12-02,2022,premier,14,5,4,1
139,2021-12-02,2022,premier,14,3,12,1
149,2021-12-04,2022,premier,15,9,1,1
148,2021-12-04,2022,premier,15,6,2,1
147,2021-12-04,2022,premier,15,18,0,1
144,2021-12-04,2022,premier,15,10,17,1
145,2021-12-04,2022,premier,15,14,8,1
142,2021-12-05,2022,premier,15,16,12,1
146,2021-12-05,2022,premier,15,3,19,1
140,2021-12-05,2022,premier,15,13,7,1
143,2021-12-05,2022,premier,15,5,11,1
141,2021-12-06,2022,premier,15,15,4,1
151,2021-12-10,2022,premier,16,12,18,1
154,2021-12-11,2022,premier,16,2,16,1
159,2021-12-11,2022,premier,16,19,5,1
150,2021-12-11,2022,premier,16,4,14,1
158,2021-12-11,2022,premier,16,0,9,1
157,2021-12-11,2022,premier,16,1,13,1
156,2021-12-12,2022,premier,16,7,10,1
153,2021-12-12,2022,premier,16,17,6,1
155,2021-12-12,2022,premier,16,11,15,1
165,2021-12-14,2022,premier,17,19,13,1
169,2021-12-14,2022,premier,17,0,16,1
160,2021-12-15,2022,premier,17,4,6,1
162,2021-12-15,2022,premier,17,8,9,1
