id_partido,fecha,temporada,liga,jornada,id_equipo_local,id_equipo_visitante,finalizado
0,2018-08-24,2019,bundesliga,1,0,8,1
7,2018-08-25,2019,bundesliga,1,5,13,1
5,2018-08-25,2019,bundesliga,1,12,6,1
4,2018-08-25,2019,bundesliga,1,7,16,1
8,2018-08-25,2019,bundesliga,1,9,14,1
2,2018-08-25,2019,bundesliga,1,4,3,1
3,2018-08-25,2019,bundesliga,1,10,17,1
6,2018-08-26,2019,bundesliga,1,11,15,1
1,2018-08-26,2019,bundesliga,1,1,2,1
12,2018-08-31,2019,bundesliga,2,16,1,1
9,2018-09-01,2019,bundesliga,2,14,4,1
10,2018-09-01,2019,bundesliga,2,3,5,1
11,2018-09-01,2019,bundesliga,2,6,7,1
13,2018-09-01,2019,bundesliga,2,8,12,1
14,2018-09-01,2019,bundesliga,2,17,11,1
17,2018-09-01,2019,bundesliga,2,15,0,1
16,2018-09-02,2019,bundesliga,2,13,10,1
15,2018-09-02,2019,bundesliga,2,2,9,1
20,2018-09-14,2019,bundesliga,3,1,6,1
19,2018-09-15,2019,bundesliga,3,4,13,1
21,2018-09-15,2019,bundesliga,3,9,8,1
23,2018-09-15,2019,bundesliga,3,11,14,1
24,2018-09-15,2019,bundesliga,3,2,16,1
26,2018-09-15,2019,bundesliga,3,5,10,1
18,2018-09-15,2019,bundesliga,3,0,3,1
22,2018-09-16,2019,bundesliga,3,12,15,1
25,2018-09-16,2019,bundesliga,3,7,17,1
34,2018-09-21,2019,bundesliga,4,15,9,1
35,2018-09-22,2019,bundesliga,4,5,12,1
33,2018-09-22,2019,bundesliga,4,13,0,1
32,2018-09-22,2019,bundesliga,4,17,16,1
30,2018-09-22,2019,bundesliga,4,10,4,1
27,2018-09-22,2019,bundesliga,4,14,7,1
31,2018-09-22,2019,bundesliga,4,8,1,1
29,2018-09-23,2019,bundesliga,4,6,2,1
28,2018-09-23,2019,bundesliga,4,3,11,1
40,2018-09-25,2019,bundesliga,5,12,13,1
36,2018-09-25,2019,bundesliga,5,0,14,1
44,2018-09-25,2019,bundesliga,5,7,10,1
41,2018-09-25,2019,bundesliga,5,16,8,1
43,2018-09-26,2019,bundesliga,5,2,15,1
42,2018-09-26,2019,bundesliga,5,11,5,1
37,2018-09-26,2019,bundesliga,5,4,6,1
38,2018-09-26,2019,bundesliga,5,1,17,1
39,2018-09-26,2019,bundesliga,5,9,3,1
48,2018-09-28,2019,bundesliga,6,10,0,1
46,2018-09-29,2019,bundesliga,6,3,1,1
49,2018-09-29,2019,bundesliga,6,8,2,1
50,2018-09-29,2019,bundesliga,6,17,9,1
51,2018-09-29,2019,bundesliga,6,13,11,1
52,2018-09-29,2019,bundesliga,6,15,7,1
53,2018-09-29,2019,bundesliga,6,5,4,1
45,2018-09-30,2019,bundesliga,6,14,12,1
47,2018-09-30,2019,bundesliga,6,6,16,1
62,2018-10-05,2019,bundesliga,7,7,5,1
60,2018-10-06,2019,bundesliga,7,11,10,1
58,2018-10-06,2019,bundesliga,7,16,15,1
55,2018-10-06,2019,bundesliga,7,1,14,1
54,2018-10-06,2019,bundesliga,7,0,4,1
56,2018-10-06,2019,bundesliga,7,9,13,1
57,2018-10-07,2019,bundesliga,7,12,3,1
59,2018-10-07,2019,bundesliga,7,8,6,1
61,2018-10-07,2019,bundesliga,7,2,17,1
66,2018-10-19,2019,bundesliga,8,6,9,1
71,2018-10-20,2019,bundesliga,8,5,0,1
63,2018-10-20,2019,bundesliga,8,14,2,1
64,2018-10-20,2019,bundesliga,8,3,16,1
70,2018-10-20,2019,bundesliga,8,15,1,1
68,2018-10-20,2019,bundesliga,8,17,8,1
69,2018-10-20,2019,bundesliga,8,13,7,1
65,2018-10-21,2019,bundesliga,8,4,11,1
67,2018-10-21,2019,bundesliga,8,10,12,1
74,2018-10-26,2019,bundesliga,9,12,4,1
76,2018-10-27,2019,bundesliga,9,8,15,1
77,2018-10-27,2019,bundesliga,9,11,0,1
73,2018-10-27,2019,bundesliga,9,9,5,1
75,2018-10-27,2019,bundesliga,9,16,14,1
72,2018-10-27,2019,bundesliga,9,1,10,1
78,2018-10-28,2019,bundesliga,9,17,6,1
79,2018-10-28,2019,bundesliga,9,2,13,1
80,2018-10-28,2019,bundesliga,9,7,3,1
88,2018-11-02,2019,bundesliga,10,15,6,1
81,2018-11-03,2019,bundesliga,10,14,17,1
82,2018-11-03,2019,bundesliga,10,3,8,1
83,2018-11-03,2019,bundesliga,10,0,12,1
89,2018-11-03,2019,bundesliga,10,5,1,1
85,2018-11-03,2019,bundesliga,10,10,2,1
87,2018-11-03,2019,bundesliga,10,13,16,1
84,2018-11-04,2019,bundesliga,10,4,9,1
86,2018-11-04,2019,bundesliga,10,11,7,1
94,2018-11-09,2019,bundesliga,11,16,5,1
95,2018-11-10,2019,bundesliga,11,8,14,1
98,2018-11-10,2019,bundesliga,11,7,4,1
96,2018-11-10,2019,bundesliga,11,17,15,1
93,2018-11-10,2019,bundesliga,11,12,11,1
91,2018-11-10,2019,bundesliga,11,9,10,1
90,2018-11-10,2019,bundesliga,11,1,0,1
92,2018-11-11,2019,bundesliga,11,6,13,1
97,2018-11-11,2019,bundesliga,11,2,3,1
100,2018-11-23,2019,bundesliga,12,3,15,1
99,2018-11-24,2019,bundesliga,12,14,6,1
101,2018-11-24,2019,bundesliga,12,0,9,1
107,2018-11-24,2019,bundesliga,12,5,2,1
106,2018-11-24,2019,bundesliga,12,13,17,1
104,2018-11-24,2019,bundesliga,12,10,8,1
105,2018-11-24,2019,bundesliga,12,11,1,1
103,2018-11-25,2019,bundesliga,12,12,7,1
102,2018-11-25,2019,bundesliga,12,4,16,1
109,2018-11-30,2019,bundesliga,13,9,11,1
116,2018-12-01,2019,bundesliga,13,7,0,1
115,2018-12-01,2019,bundesliga,13,15,14,1
112,2018-12-01,2019,bundesliga,13,8,13,1
111,2018-12-01,2019,bundesliga,13,16,10,1
108,2018-12-01,2019,bundesliga,13,1,12,1
114,2018-12-02,2019,bundesliga,13,2,4,1
110,2018-12-02,2019,bundesliga,13,6,5,1
