id_jugador,nombre,posicion,id_equipo
0,Christian Früchtl,Portero,0
1,M. Neuer,Portero,0
2,R. Hoffmann,Portero,0
3,Sven Ulreich,Portero,0
4,A. Davies,Defensa,0
5,David Alaba,Defensa,0
6,J. Boateng,Defensa,0
7,J. Meier,Defensa,0
8,Lukas Mai,Defensa,0
9,M. Hummels,Defensa,0
10,Niklas Süle,Defensa,0
11,C. Tolisso,Centrocampista,0
12,J. Kimmich,Centrocampista,0
13,J. Martínez,Centrocampista,0
14,James,Centrocampista,0
15,L. Goretzka,Centrocampista,0
16,M. Shabani,Centrocampista,0
17,Paul Will,Centrocampista,0
18,Renato Sanches,Centrocampista,0
19,Thiago,Centrocampista,0
20,Thomas Müller,Centrocampista,0
21,Woo-Yeong Jeong,Centrocampista,0
22,A. Robben,Delantero,0
23,F. Ribéry,Delantero,0
24,K. Coman,Delantero,0
25,K. Wriedt,Delantero,0
26,R. Lewandowski,Delantero,0
27,S. Gnabry,Delantero,0
28,E. Oelschlagel,Portero,1
29,M. Hitz,Portero,1
30,Roman Bürki,Portero,1
31,A. Hakimi,Defensa,1
32,Abdou Diallo,Defensa,1
33,D. Zagadou,Defensa,1
34,L. Balerdi,Defensa,1
35,L. Piszczek,Defensa,1
36,M. Akanji,Defensa,1
37,M. Schmelzer,Defensa,1
38,Marius Wolf,Defensa,1
39,O. Toprak,Defensa,1
40,R. Guerreiro,Defensa,1
41,Sergio Gómez,Defensa,1
42,Axel Witsel,Centrocampista,1
43,Julian Weigl,Centrocampista,1
44,M. Dahoud,Centrocampista,1
45,M. Philipp,Centrocampista,1
46,Marco Reus,Centrocampista,1
47,Mario Götze,Centrocampista,1
48,T. Delaney,Centrocampista,1
49,Bruun Larsen,Delantero,1
50,C. Pulišić,Delantero,1
51,Jadon Sancho,Delantero,1
52,P. Alcácer,Delantero,1
53,Julian Krahl,Portero,2
54,Marius Müller,Portero,2
55,P. Gulácsi,Portero,2
56,Yvon Mvogo,Portero,2
57,A. Nukan,Defensa,2
58,D. Upamecano,Defensa,2
59,I. Konate,Defensa,2
60,L. Klostermann,Defensa,2
61,M. Halstenberg,Defensa,2
62,M. Saracchi,Defensa,2
63,N. Mukiele,Defensa,2
64,W. Orban,Defensa,2
65,A. Haidara,Centrocampista,2
66,D. Demme,Centrocampista,2
67,E. Majetschak,Centrocampista,2
68,Emil Forsberg,Centrocampista,2
69,K. Kampl,Centrocampista,2
70,K. Laimer,Centrocampista,2
71,Marcel Sabitzer,Centrocampista,2
72,Niclas Stierlin,Centrocampista,2
73,S. Ilsanker,Centrocampista,2
74,Smith Rowe,Centrocampista,2
75,T. Adams,Centrocampista,2
76,Bruma,Delantero,2
77,Fabrice Hartmann,Delantero,2
78,J. Augustin,Delantero,2
79,Matheus Cunha,Delantero,2
80,Timo Werner,Delantero,2
81,Yussuf Poulsen,Delantero,2
82,L. Hradecky,Portero,3
83,R. Özcan,Portero,3
84,A. Dragović,Defensa,3
85,Jonathan Tah,Defensa,3
86,L. Bender,Defensa,3
87,Mitchell Weiser,Defensa,3
88,P. Retsos,Defensa,3
89,S. Bender,Defensa,3
90,Tin Jedvaj,Defensa,3
91,Wendell,Defensa,3
92,C. Aránguiz,Centrocampista,3
93,Dominik Kohr,Centrocampista,3
94,J. Baumgartlinger,Centrocampista,3
95,Julian Brandt,Centrocampista,3
96,Kai Havertz,Centrocampista,3
97,Sam Schreck,Centrocampista,3
98,I. Kiese Thelin,Delantero,3
99,J. Pohjanpalo,Delantero,3
100,K. Bellarabi,Delantero,3
101,Kevin Volland,Delantero,3
102,Leon Bailey,Delantero,3
103,Lucas Alario,Delantero,3
104,Paulinho,Delantero,3
105,Moritz Nicolas,Portero,4
106,Tobias Sippel,Portero,4
107,Yann Sommer,Portero,4
108,Andreas Poulsen,Defensa,4
109,F. Mayer,Defensa,4
