id_partido,fecha,temporada,liga,jornada,id_equipo_local,id_equipo_visitante,finalizado
0,2020-09-18,2021,bundesliga,1,0,17,1
1,2020-09-19,2021,bundesliga,1,2,7,1
2,2020-09-19,2021,bundesliga,1,4,14,1
3,2020-09-19,2021,bundesliga,1,15,10,1
5,2020-09-19,2021,bundesliga,1,8,9,1
6,2020-09-19,2021,bundesliga,1,6,12,1
7,2020-09-19,2021,bundesliga,1,16,13,1
4,2020-09-20,2021,bundesliga,1,1,11,1
8,2020-09-20,2021,bundesliga,1,3,5,1
14,2020-09-25,2021,bundesliga,2,13,4,1
17,2020-09-26,2021,bundesliga,2,17,16,1
16,2020-09-26,2021,bundesliga,2,11,8,1
10,2020-09-26,2021,bundesliga,2,12,2,1
11,2020-09-26,2021,bundesliga,2,5,1,1
9,2020-09-26,2021,bundesliga,2,14,15,1
12,2020-09-26,2021,bundesliga,2,7,6,1
13,2020-09-27,2021,bundesliga,2,9,3,1
15,2020-09-27,2021,bundesliga,2,10,0,1
24,2020-10-02,2021,bundesliga,3,6,11,1
23,2020-10-03,2021,bundesliga,3,8,5,1
25,2020-10-03,2021,bundesliga,3,16,14,1
22,2020-10-03,2021,bundesliga,3,1,17,1
19,2020-10-03,2021,bundesliga,3,2,9,1
20,2020-10-03,2021,bundesliga,3,4,10,1
21,2020-10-03,2021,bundesliga,3,15,7,1
18,2020-10-04,2021,bundesliga,3,0,13,1
26,2020-10-04,2021,bundesliga,3,3,12,1
27,2020-10-17,2021,bundesliga,4,14,0,1
28,2020-10-17,2021,bundesliga,4,12,1,1
29,2020-10-17,2021,bundesliga,4,7,3,1
31,2020-10-17,2021,bundesliga,4,9,16,1
32,2020-10-17,2021,bundesliga,4,13,8,1
33,2020-10-17,2021,bundesliga,4,10,2,1
34,2020-10-17,2021,bundesliga,4,11,5,1
30,2020-10-18,2021,bundesliga,4,15,4,1
35,2020-10-18,2021,bundesliga,4,17,6,1
41,2020-10-23,2021,bundesliga,5,8,15,1
42,2020-10-24,2021,bundesliga,5,6,9,1
40,2020-10-24,2021,bundesliga,5,1,13,1
37,2020-10-24,2021,bundesliga,5,0,4,1
38,2020-10-24,2021,bundesliga,5,2,17,1
39,2020-10-24,2021,bundesliga,5,11,7,1
43,2020-10-25,2021,bundesliga,5,16,10,1
44,2020-10-25,2021,bundesliga,5,3,14,1
36,2020-10-26,2021,bundesliga,5,5,12,1
53,2020-10-30,2021,bundesliga,6,17,8,1
45,2020-10-31,2021,bundesliga,6,14,2,1
46,2020-10-31,2021,bundesliga,6,12,11,1
47,2020-10-31,2021,bundesliga,6,7,1,1
49,2020-10-31,2021,bundesliga,6,15,0,1
48,2020-10-31,2021,bundesliga,6,4,16,1
50,2020-11-01,2021,bundesliga,6,9,5,1
51,2020-11-01,2021,bundesliga,6,13,3,1
52,2020-11-02,2021,bundesliga,6,10,6,1
61,2020-11-06,2021,bundesliga,7,16,15,1
58,2020-11-07,2021,bundesliga,7,1,9,1
60,2020-11-07,2021,bundesliga,7,6,14,1
59,2020-11-07,2021,bundesliga,7,8,4,1
57,2020-11-07,2021,bundesliga,7,11,17,1
54,2020-11-07,2021,bundesliga,7,12,13,1
56,2020-11-07,2021,bundesliga,7,2,0,1
55,2020-11-08,2021,bundesliga,7,5,7,1
62,2020-11-08,2021,bundesliga,7,3,10,1
71,2020-11-21,2021,bundesliga,8,17,3,1
63,2020-11-21,2021,bundesliga,8,14,5,1
64,2020-11-21,2021,bundesliga,8,0,16,1
65,2020-11-21,2021,bundesliga,8,7,12,1
66,2020-11-21,2021,bundesliga,8,4,1,1
70,2020-11-21,2021,bundesliga,8,10,8,1
69,2020-11-21,2021,bundesliga,8,13,2,1
67,2020-11-22,2021,bundesliga,8,15,6,1
68,2020-11-22,2021,bundesliga,8,9,11,1
80,2020-11-27,2021,bundesliga,9,3,16,1
78,2020-11-28,2021,bundesliga,9,8,0,1
79,2020-11-28,2021,bundesliga,9,6,4,1
77,2020-11-28,2021,bundesliga,9,1,14,1
74,2020-11-28,2021,bundesliga,9,7,17,1
75,2020-11-28,2021,bundesliga,9,2,15,1
72,2020-11-28,2021,bundesliga,9,12,9,1
76,2020-11-29,2021,bundesliga,9,11,10,1
73,2020-11-29,2021,bundesliga,9,5,13,1
86,2020-12-04,2021,bundesliga,10,13,6,1
81,2020-12-05,2021,bundesliga,10,14,11,1
82,2020-12-05,2021,bundesliga,10,0,1,1
83,2020-12-05,2021,bundesliga,10,4,2,1
84,2020-12-05,2021,bundesliga,10,15,3,1
85,2020-12-05,2021,bundesliga,10,9,7,1
88,2020-12-06,2021,bundesliga,10,17,5,1
89,2020-12-06,2021,bundesliga,10,16,8,1
87,2020-12-07,2021,bundesliga,10,10,12,1
98,2020-12-11,2021,bundesliga,11,3,4,1
95,2020-12-12,2021,bundesliga,11,11,15,1
97,2020-12-12,2021,bundesliga,11,6,0,1
96,2020-12-12,2021,bundesliga,11,1,16,1
93,2020-12-12,2021,bundesliga,11,2,8,1
92,2020-12-12,2021,bundesliga,11,7,13,1
94,2020-12-12,2021,bundesliga,11,9,14,1
91,2020-12-13,2021,bundesliga,11,5,10,1
90,2020-12-13,2021,bundesliga,11,12,17,1
101,2020-12-15,2021,bundesliga,12,4,7,1
103,2020-12-15,2021,bundesliga,12,13,11,1
106,2020-12-15,2021,bundesliga,12,8,6,1
107,2020-12-15,2021,bundesliga,12,16,2,1
99,2020-12-16,2021,bundesliga,12,14,12,1
100,2020-12-16,2021,bundesliga,12,0,3,1
102,2020-12-16,2021,bundesliga,12,15,5,1
104,2020-12-16,2021,bundesliga,12,10,1,1
105,2020-12-16,2021,bundesliga,12,17,9,1
115,2020-12-18,2021,bundesliga,13,6,2,1
113,2020-12-19,2021,bundesliga,13,1,15,1
114,2020-12-19,2021,bundesliga,13,17,14,1
112,2020-12-19,2021,bundesliga,13,11,16,1
110,2020-12-19,2021,bundesliga,13,7,10,1
109,2020-12-19,2021,bundesliga,13,5,0,1
108,2020-12-19,2021,bundesliga,13,12,4,1
116,2020-12-20,2021,bundesliga,13,3,8,1
111,2020-12-20,2021,bundesliga,13,9,13,1
117,2021-01-02,2021,bundesliga,14,14,7,1
120,2021-01-02,2021,bundesliga,14,4,5,1
122,2021-01-02,2021,bundesliga,14,13,17,1
123,2021-01-02,2021,bundesliga,14,10,9,1
124,2021-01-02,2021,bundesliga,14,8,1,1
125,2021-01-02,2021,bundesliga,14,16,6,1
121,2021-01-02,2021,bundesliga,14,15,12,1
118,2021-01-03,2021,bundesliga,14,0,11,1
119,2021-01-03,2021,bundesliga,14,2,3,1
129,2021-01-08,2021,bundesliga,15,7,0,1
133,2021-01-09,2021,bundesliga,15,17,10,1
132,2021-01-09,2021,bundesliga,15,1,2,1
131,2021-01-09,2021,bundesliga,15,11,4,1
134,2021-01-09,2021,bundesliga,15,6,3,1
130,2021-01-09,2021,bundesliga,15,9,15,1
128,2021-01-09,2021,bundesliga,15,5,16,1
127,2021-01-10,2021,bundesliga,15,12,8,1
126,2021-01-10,2021,bundesliga,15,14,13,1
141,2021-01-15,2021,bundesliga,16,6,5,1
143,2021-01-16,2021,bundesliga,16,3,1,1
142,2021-01-16,2021,bundesliga,16,16,12,1
139,2021-01-16,2021,bundesliga,16,10,14,1
140,2021-01-16,2021,bundesliga,16,8,7,1
136,2021-01-16,2021,bundesliga,16,2,11,1
138,2021-01-16,2021,bundesliga,16,15,13,1
137,2021-01-17,2021,bundesliga,16,4,17,1
135,2021-01-17,2021,bundesliga,16,0,9,1
147,2021-01-19,2021,bundesliga,17,7,16,1
150,2021-01-19,2021,bundesliga,17,11,3,1
146,2021-01-19,2021,bundesliga,17,5,2,1
149,2021-01-19,2021,bundesliga,17,13,10,1
151,2021-01-20,2021,bundesliga,17,1,6,1
152,2021-01-20,2021,bundesliga,17,17,15,1
145,2021-01-20,2021,bundesliga,17,12,0,1
148,2021-01-20,2021,bundesliga,17,9,4,1
144,2021-01-20,2021,bundesliga,17,14,8,1
156,2021-01-22,2021,bundesliga,18,7,2,1
153,2021-01-23,2021,bundesliga,18,14,4,1
154,2021-01-23,2021,bundesliga,18,12,6,1
155,2021-01-23,2021,bundesliga,18,5,3,1
157,2021-01-23,2021,bundesliga,18,9,8,1
158,2021-01-23,2021,bundesliga,18,13,16,1
160,2021-01-23,2021,bundesliga,18,11,1,1
159,2021-01-24,2021,bundesliga,18,10,15,1
161,2021-01-24,2021,bundesliga,18,17,0,1
167,2021-01-29,2021,bundesliga,19,8,11,1
169,2021-01-30,2021,bundesliga,19,16,17,1
168,2021-01-30,2021,bundesliga,19,6,7,1
166,2021-01-30,2021,bundesliga,19,1,5,1
164,2021-01-30,2021,bundesliga,19,4,13,1
163,2021-01-30,2021,bundesliga,19,2,12,1
162,2021-01-30,2021,bundesliga,19,0,10,1
170,2021-01-31,2021,bundesliga,19,3,9,1
165,2021-01-31,2021,bundesliga,19,15,14,1
176,2021-02-05,2021,bundesliga,20,13,0,1
172,2021-02-06,2021,bundesliga,20,12,3,1
173,2021-02-06,2021,bundesliga,20,5,8,1
174,2021-02-06,2021,bundesliga,20,7,15,1
175,2021-02-06,2021,bundesliga,20,9,2,1
178,2021-02-06,2021,bundesliga,20,11,6,1
179,2021-02-06,2021,bundesliga,20,17,1,1
177,2021-02-07,2021,bundesliga,20,10,4,1
184,2021-02-12,2021,bundesliga,21,1,12,1
185,2021-02-13,2021,bundesliga,21,8,13,1
182,2021-02-13,2021,bundesliga,21,2,10,1
187,2021-02-13,2021,bundesliga,21,16,9,1
180,2021-02-13,2021,bundesliga,21,5,11,1
186,2021-02-13,2021,bundesliga,21,6,17,1
183,2021-02-14,2021,bundesliga,21,4,15,1
188,2021-02-14,2021,bundesliga,21,3,7,1
181,2021-02-15,2021,bundesliga,21,0,14,1
189,2021-02-19,2021,bundesliga,22,14,3,1
191,2021-02-20,2021,bundesliga,22,7,11,1
192,2021-02-20,2021,bundesliga,22,4,0,1
193,2021-02-20,2021,bundesliga,22,15,8,1
194,2021-02-20,2021,bundesliga,22,9,6,1
197,2021-02-20,2021,bundesliga,22,17,2,1
190,2021-02-21,2021,bundesliga,22,12,5,1
195,2021-02-21,2021,bundesliga,22,13,1,1
196,2021-02-21,2021,bundesliga,22,10,16,1
205,2021-02-26,2021,bundesliga,23,16,4,1
206,2021-02-27,2021,bundesliga,23,3,13,1
199,2021-02-27,2021,bundesliga,23,0,15,1
200,2021-02-27,2021,bundesliga,23,2,14,1
202,2021-02-27,2021,bundesliga,23,1,7,1
203,2021-02-27,2021,bundesliga,23,8,17,1
201,2021-02-28,2021,bundesliga,23,11,12,1
198,2021-02-28,2021,bundesliga,23,5,9,1
204,2021-02-28,2021,bundesliga,23,6,10,1
215,2021-03-05,2021,bundesliga,24,17,11,1
212,2021-03-06,2021,bundesliga,24,9,1,1
210,2021-03-06,2021,bundesliga,24,4,8,1
208,2021-03-06,2021,bundesliga,24,0,2,1
213,2021-03-06,2021,bundesliga,24,13,12,1
209,2021-03-06,2021,bundesliga,24,7,5,1
214,2021-03-06,2021,bundesliga,24,10,3,1
207,2021-03-07,2021,bundesliga,24,14,6,1
211,2021-03-07,2021,bundesliga,24,15,16,1
171,2021-03-10,2021,bundesliga,20,14,16,1
216,2021-03-12,2021,bundesliga,25,12,7,1
218,2021-03-13,2021,bundesliga,25,2,13,1
219,2021-03-13,2021,bundesliga,25,11,9,1
222,2021-03-13,2021,bundesliga,25,6,15,1
223,2021-03-13,2021,bundesliga,25,16,0,1
224,2021-03-13,2021,bundesliga,25,3,17,1
217,2021-03-14,2021,bundesliga,25,5,14,1
220,2021-03-14,2021,bundesliga,25,1,4,1
221,2021-03-14,2021,bundesliga,25,8,10,1
225,2021-03-19,2021,bundesliga,26,14,1,1
232,2021-03-20,2021,bundesliga,26,17,7,1
233,2021-03-20,2021,bundesliga,26,16,3,1
227,2021-03-20,2021,bundesliga,26,4,6,1
226,2021-03-20,2021,bundesliga,26,0,8,1
228,2021-03-20,2021,bundesliga,26,15,2,1
229,2021-03-21,2021,bundesliga,26,9,12,1
230,2021-03-21,2021,bundesliga,26,13,5,1
231,2021-03-21,2021,bundesliga,26,10,11,1
242,2021-04-03,2021,bundesliga,27,3,15,1
