id_equipo,temporada,liga,nombre
4,2021,premier,Leicester-City-Fc
5,2021,premier,West-Ham-United
6,2021,premier,Tottenham-Hotspur-Fc
7,2021,premier,Arsenal
8,2021,premier,Leeds-United-Afc
9,2021,premier,Everton-Fc
10,2021,premier,Aston-Villa-Fc
11,2021,premier,Newcastle-United-Fc
12,2021,premier,Wolverhampton
13,2021,premier,Crystal-Palace-Fc
14,2021,premier,Southampton-Fc
15,2021,premier,Brighton-Amp-Hov
17,2021,premier,Fulham
