id_datos_partido_jugado,id_partido,resultado_local,resultado_visitante,cambios_local,cambios_visitante,amarillas_local,amarillas_visitante,rojas_local,rojas_visitante,corners_local,corners_visitante,posesion_local,posesion_visitante,total_tiros_local,total_tiros_visitante
760,760,0,2,5,5,1,3,0,0,8,3,60,39,19,10
761,764,1,2,4,4,3,2,1,0,8,1,55,45,9,10
762,761,0,2,5,4,3,1,0,0,7,5,46,54,7,14
763,765,1,1,3,5,3,2,0,0,3,6,69,30,5,12
764,767,1,1,5,5,2,5,0,0,4,1,47,52,15,6
765,763,0,2,5,5,1,1,0,0,7,2,52,47,11,11
766,766,0,0,3,4,8,2,1,1,3,4,25,74,5,14
767,768,1,2,4,5,1,3,0,0,9,4,63,36,18,12
768,762,3,1,5,5,3,1,0,0,3,3,45,54,14,7
769,769,1,0,5,5,3,2,1,0,2,4,44,55,12,10
770,779,1,0,5,5,0,0,0,0,6,4,38,61,9,7
771,772,0,1,5,5,2,4,0,0,6,5,39,60,8,15
772,777,1,1,5,5,2,1,0,0,9,7,52,47,11,17
773,775,0,2,4,5,1,5,1,1,5,3,62,37,18,8
774,770,1,3,5,5,1,0,0,0,4,5,43,56,20,25
775,776,0,0,4,5,2,1,0,0,2,7,52,47,14,5
776,771,2,0,5,5,4,3,0,0,10,2,75,24,23,10
777,778,3,0,5,4,2,5,0,0,3,2,65,35,7,9
778,773,0,2,5,5,2,1,1,0,5,6,49,50,13,17
779,774,4,3,5,5,1,2,0,0,4,4,33,66,14,12
780,781,0,1,3,4,2,3,0,0,3,5,36,63,13,10
781,783,0,0,5,4,1,4,0,0,5,7,51,48,11,8
782,782,3,2,5,5,2,7,0,0,5,3,52,47,10,10
783,784,1,1,5,5,0,5,1,1,7,3,51,48,11,5
784,787,1,2,3,5,2,1,0,0,6,6,51,48,21,8
785,786,3,4,5,4,3,3,0,0,2,6,39,60,13,21
786,788,1,2,4,5,3,4,0,0,6,3,65,35,16,7
787,780,4,2,5,5,4,2,0,0,5,3,47,53,14,9
788,785,0,7,5,5,4,3,0,0,8,3,56,43,12,17
789,789,1,0,4,5,1,2,0,0,4,5,47,53,15,16
790,790,2,3,5,4,1,1,0,0,6,5,63,37,16,14
791,793,3,1,5,5,5,4,0,1,7,3,42,57,18,7
792,799,5,3,5,5,1,5,0,0,2,5,61,38,15,8
793,798,2,1,5,5,2,6,0,0,11,1,76,23,26,6
794,792,1,0,5,5,3,5,0,0,2,3,56,43,14,15
795,795,1,0,5,5,4,2,0,0,1,2,39,61,7,9
796,797,1,2,5,5,1,3,1,0,8,5,29,70,11,9
797,794,1,0,5,5,3,3,0,0,3,5,45,54,11,10
798,796,0,0,4,5,0,1,0,0,3,5,33,66,8,11
799,809,2,0,5,5,2,3,0,0,5,3,51,48,20,9
800,806,3,0,5,5,1,5,0,0,5,8,37,62,12,11
801,800,3,0,5,5,1,4,0,0,5,4,65,34,20,5
802,801,5,0,5,5,1,2,0,0,9,5,65,34,17,11
803,802,0,1,4,5,1,3,0,0,10,1,60,39,16,7
804,803,3,2,5,5,6,2,1,0,6,3,45,54,11,8
805,804,2,1,5,4,3,2,0,0,4,3,51,48,17,15
806,805,2,1,5,5,2,3,0,0,6,6,62,37,10,17
807,808,1,0,5,5,3,5,0,0,7,3,43,56,26,14
808,807,2,4,5,5,3,3,0,0,4,5,41,58,12,13
809,817,0,2,5,5,2,2,0,0,3,4,43,56,15,11
810,811,2,2,5,5,4,2,0,0,7,3,61,38,17,7
811,812,3,2,5,4,2,1,0,0,2,3,74,25,15,13
812,814,5,3,5,5,1,5,0,0,6,5,56,43,23,15
813,815,0,0,5,3,2,3,0,0,7,4,43,56,16,15
814,810,3,1,5,5,1,3,0,0,6,11,36,63,10,20
815,813,1,1,5,5,2,3,0,0,11,8,63,36,21,5
816,816,1,1,5,4,2,3,0,1,2,8,41,58,11,13
817,818,4,3,5,5,4,1,0,0,2,1,61,38,10,10
818,819,1,0,5,5,6,4,1,0,6,7,57,42,10,2
819,824,2,2,5,4,4,1,1,0,7,2,30,69,10,10
820,822,5,1,5,5,3,2,0,0,9,4,46,53,18,10
821,827,0,1,4,5,4,7,1,0,0,2,37,63,9,2
822,821,0,0,5,4,5,6,0,1,1,2,51,48,9,9
823,820,2,2,5,5,5,6,1,0,5,4,48,51,8,13
824,828,2,0,5,5,0,1,0,0,7,2,47,52,21,16
825,826,1,2,5,5,3,2,0,0,5,6,53,46,14,17
826,829,1,1,4,5,6,3,1,0,2,8,45,54,8,21
827,823,0,2,5,2,3,2,1,1,7,2,54,45,13,5
828,825,1,1,5,5,2,1,0,0,5,7,39,61,19,13
829,833,1,0,3,5,2,3,0,0,13,3,58,41,18,12
830,839,2,2,5,4,2,5,0,0,5,0,60,39,19,9
831,830,3,0,5,5,2,2,0,0,5,7,51,48,8,18
832,836,0,3,5,4,2,2,0,1,1,4,52,48,13,14
