id_datos_partido_jugado,id_partido,resultado_local,resultado_visitante,cambios_local,cambios_visitante,amarillas_local,amarillas_visitante,rojas_local,rojas_visitante,corners_local,corners_visitante,posesion_local,posesion_visitante,total_tiros_local,total_tiros_visitante
0,380,0,2,4,3,1,2,0,0,3,5,56,44,10,11
1,381,2,2,3,4,2,0,0,0,4,4,33,67,9,11
2,382,2,0,3,4,3,3,0,0,5,5,34,66,7,15
3,383,2,1,4,1,2,0,0,0,6,4,39,61,12,15
4,385,2,0,5,3,0,3,0,0,11,1,62,38,23,5
5,386,4,1,5,5,3,0,0,0,10,2,58,42,18,10
6,387,0,1,3,5,3,2,0,0,4,16,37,63,8,15
7,384,2,2,1,5,0,0,0,0,5,6,55,45,14,9
8,388,1,2,5,3,4,1,0,0,6,2,63,37,17,15
9,389,0,2,5,5,0,1,0,0,1,4,24,76,6,14
10,399,0,0,3,4,3,3,0,0,5,3,59,41,7,9
11,398,2,2,4,4,1,3,0,0,2,5,42,58,14,13
12,393,0,0,3,3,2,3,0,0,7,3,54,46,13,4
13,396,4,0,5,4,0,3,0,0,11,1,67,33,19,3
14,391,2,1,5,4,4,1,0,0,5,8,57,43,12,15
15,390,4,2,4,3,1,1,0,0,6,2,50,50,19,6
16,392,4,0,5,5,0,4,0,0,8,2,33,67,13,15
17,394,2,2,4,4,3,0,0,0,8,5,64,36,16,10
18,397,1,0,3,3,4,1,0,0,6,7,43,57,13,19
19,395,1,1,4,5,2,4,1,0,4,2,72,28,24,7
20,408,1,0,3,5,2,2,0,0,8,6,50,50,11,20
21,405,1,2,3,3,2,3,0,0,2,5,62,38,6,9
22,403,3,2,3,4,3,2,0,0,6,3,43,57,18,13
23,401,3,1,5,3,2,1,0,0,4,2,51,49,17,13
24,400,0,3,3,5,2,1,0,0,3,4,41,59,6,14
25,402,1,1,2,3,3,2,0,0,6,2,48,52,19,14
26,404,3,0,5,4,0,3,0,1,4,6,40,60,12,14
27,407,3,3,4,1,4,2,0,0,5,5,31,69,12,21
28,409,0,2,4,3,2,0,0,0,5,4,49,51,13,11
29,406,2,1,5,3,3,1,0,0,6,8,30,70,12,17
30,415,9,0,5,5,0,1,0,0,8,1,71,29,19,5
31,418,0,1,4,3,0,3,0,0,5,3,48,52,17,11
32,414,2,1,4,3,3,2,1,0,3,11,46,54,7,17
33,416,4,2,4,4,1,2,0,0,6,1,75,25,18,2
34,412,1,1,5,4,2,2,0,0,8,5,58,42,19,14
35,410,2,1,3,5,2,3,0,0,9,2,71,29,22,11
36,413,1,0,5,4,2,3,0,0,5,3,43,57,13,10
37,417,0,2,5,4,6,1,0,0,6,1,55,45,17,18
38,411,0,1,4,3,2,0,0,0,3,2,58,42,9,7
39,419,1,1,3,5,2,1,0,0,4,13,36,64,10,21
40,427,2,1,3,4,2,1,0,0,5,3,32,68,9,10
41,426,1,1,4,5,1,2,0,0,4,6,49,51,13,9
42,423,1,1,4,0,3,3,0,0,10,2,70,30,14,7
43,422,2,1,2,4,2,1,0,0,3,3,40,60,10,7
44,421,2,1,4,3,2,3,0,0,10,3,60,40,22,4
45,420,0,0,3,3,2,1,0,0,2,5,34,66,5,17
46,428,2,1,3,3,0,2,0,0,13,0,72,28,23,5
47,429,6,0,5,5,0,1,0,0,10,1,76,24,17,8
48,425,1,1,3,1,2,5,0,0,3,4,38,62,14,13
49,424,0,1,2,3,1,3,0,0,1,3,53,47,10,9
50,436,0,0,4,3,2,1,0,0,13,5,51,49,23,17
51,439,1,0,3,5,4,2,0,0,5,6,51,49,7,12
52,438,2,1,2,5,3,4,0,0,10,3,51,49,23,9
53,437,2,3,3,4,2,1,0,0,4,6,52,48,11,8
54,433,2,1,5,3,4,2,0,0,10,3,68,32,8,6
55,431,5,2,5,5,2,2,0,0,2,7,31,69,14,16
56,430,1,1,3,2,2,0,0,0,1,4,27,73,3,13
57,434,0,0,2,5,2,2,0,0,7,9,39,61,14,23
