id_datos_partido_jugado,id_partido,resultado_local,resultado_visitante,cambios_local,cambios_visitante,amarillas_local,amarillas_visitante,rojas_local,rojas_visitante,corners_local,corners_visitante,posesion_local,posesion_visitante,total_tiros_local,total_tiros_visitante
760,763,0,0,3,2,4,4,1,0,3,3,49,51,8,6
761,764,0,2,5,3,2,2,0,0,6,2,52,48,11,7
762,765,2,0,5,5,3,4,0,0,1,2,40,60,4,9
763,760,0,1,4,3,3,3,0,0,6,3,42,58,7,9
764,769,1,1,4,5,1,1,0,0,6,5,65,35,13,8
765,767,4,2,5,5,1,3,0,0,3,4,44,56,12,19
766,768,1,1,3,3,4,1,0,0,5,3,38,62,8,8
767,779,2,1,5,5,1,1,0,0,4,3,58,42,13,10
768,772,2,1,5,4,3,1,0,0,6,6,51,49,23,8
769,773,1,0,4,5,4,2,0,0,4,1,56,44,7,7
770,775,0,2,4,5,3,3,0,0,2,1,70,30,3,6
771,771,2,0,4,5,3,0,0,0,5,3,57,43,16,8
772,774,2,1,5,4,0,3,0,0,4,4,56,44,10,5
773,777,0,0,4,4,2,2,0,0,1,10,30,70,5,13
774,787,1,1,4,5,0,1,0,0,4,4,47,53,4,17
775,789,0,3,4,5,3,1,0,0,2,11,40,60,4,27
776,783,2,3,3,3,5,2,1,0,8,3,46,54,16,11
777,780,0,0,4,3,2,2,0,0,1,5,46,54,9,10
778,781,6,1,5,5,3,1,0,0,1,1,51,49,16,11
779,782,4,0,4,5,0,1,0,0,8,4,56,44,15,6
780,784,1,2,5,4,1,0,0,0,5,4,49,51,7,9
781,785,1,3,5,5,4,2,0,0,6,5,24,76,12,14
782,786,1,3,5,4,2,0,0,0,3,7,40,60,8,11
783,788,1,1,3,5,3,4,0,0,4,1,54,46,10,5
784,797,0,1,5,4,1,5,0,0,9,3,65,35,11,9
785,793,3,0,5,5,4,4,0,1,1,4,30,70,8,9
786,795,0,0,5,4,1,0,0,0,5,7,37,63,9,12
787,799,3,1,5,5,0,2,0,0,2,0,58,42,10,8
788,796,1,0,4,5,2,1,0,0,4,7,62,38,15,11
789,792,0,1,5,4,2,2,0,0,3,2,60,40,11,5
790,798,1,0,5,5,6,2,0,0,2,4,65,35,17,3
791,790,0,1,5,5,3,5,0,2,5,2,72,28,13,4
792,791,0,3,5,3,5,5,0,1,3,7,40,60,10,6
793,801,0,0,4,2,1,2,0,0,9,1,53,47,13,6
794,807,1,2,4,3,2,3,0,1,3,4,51,49,8,11
795,806,0,2,4,4,2,2,0,0,4,7,47,53,5,16
796,805,3,0,5,3,3,3,0,0,5,4,55,45,11,5
797,808,0,0,3,3,0,2,0,0,0,5,51,49,2,18
798,804,2,0,4,3,3,3,0,0,6,5,39,61,13,6
799,802,1,1,4,5,1,1,0,0,6,5,54,46,11,13
800,809,0,2,4,4,2,1,0,0,4,6,44,56,11,13
801,803,1,1,5,4,2,2,0,0,2,5,41,59,14,12
802,800,1,0,4,5,2,3,1,0,0,6,41,59,8,6
803,818,0,1,5,5,2,0,0,0,4,11,75,25,13,14
804,816,1,0,5,5,4,4,0,1,5,1,50,50,13,8
805,815,1,0,3,5,4,3,0,0,7,2,27,73,8,5
806,813,0,2,4,5,3,4,0,0,8,4,52,48,15,9
807,819,2,1,4,5,4,1,1,0,3,7,63,37,15,11
808,817,2,2,3,5,1,2,0,0,3,1,66,34,12,4
809,814,0,0,3,3,2,3,0,1,6,7,52,48,9,8
810,812,0,3,5,4,2,1,0,0,6,2,55,45,7,8
811,811,2,0,4,5,3,1,0,0,9,3,53,47,13,6
812,810,0,2,5,5,2,5,0,0,2,6,46,54,13,7
813,829,2,1,4,5,3,2,0,0,0,7,47,53,3,13
814,825,1,0,4,5,3,2,0,0,2,5,39,61,7,12
815,827,0,1,5,3,0,3,0,0,13,3,71,29,18,3
816,820,1,3,4,3,3,2,0,0,7,7,52,48,10,15
817,821,2,0,5,4,2,0,0,1,8,5,39,61,13,12
818,823,0,0,4,5,2,2,0,0,0,5,23,77,5,7
819,826,4,1,5,5,2,1,0,0,4,5,53,47,13,6
820,828,0,2,5,4,1,0,1,0,2,4,43,57,5,13
821,822,0,1,3,4,4,2,0,0,6,1,65,35,10,6
822,824,1,1,5,3,2,2,0,0,3,2,59,41,10,9
823,834,0,2,5,5,1,1,0,0,7,2,74,26,7,6
824,837,4,1,5,5,0,2,0,0,6,3,59,41,12,9
825,830,1,1,5,5,4,3,1,0,2,14,20,80,4,23
826,831,2,1,5,5,5,5,0,0,6,1,46,54,16,7
827,836,1,3,5,3,1,2,0,0,3,2,42,58,7,11
828,838,2,2,3,5,8,4,1,1,0,3,39,61,11,16
829,832,3,1,3,5,2,1,0,0,1,1,56,44,17,3
830,833,1,4,4,5,2,5,1,0,2,3,45,55,9,9
831,835,1,1,4,4,2,3,1,0,2,8,28,72,5,16
832,839,2,0,4,4,1,3,0,0,6,4,60,40,11,10
833,849,1,1,5,3,3,4,0,0,3,3,51,49,6,13
834,840,4,0,4,5,1,1,0,0,2,7,67,33,17,10
835,841,5,2,4,4,2,2,0,1,9,5,59,41,19,11
836,843,1,1,5,4,2,0,0,0,4,3,58,42,13,7
837,846,1,0,5,5,2,3,0,0,3,0,67,33,9,9
838,848,2,1,4,5,4,2,0,0,2,11,30,70,7,16
839,842,1,3,3,4,3,4,0,0,3,3,43,57,12,7
840,845,2,0,5,4,2,1,1,0,15,0,73,27,22,1
841,844,1,1,4,4,1,6,0,1,12,1,71,29,19,5
842,847,4,1,4,5,3,2,0,0,1,8,35,65,7,12
