id_datos_partido_jugado,id_partido,resultado_local,resultado_visitante,cambios_local,cambios_visitante,amarillas_local,amarillas_visitante,rojas_local,rojas_visitante,corners_local,corners_visitante,posesion_local,posesion_visitante,total_tiros_local,total_tiros_visitante
0,0,4,1,3,3,0,2,0,0,11,2,58,42,15,10
1,1,0,5,3,3,2,2,0,0,1,1,43,57,4,15
2,2,1,1,1,3,2,1,0,0,3,4,53,47,12,8
3,3,3,0,2,3,0,0,0,0,2,6,47,53,10,10
4,4,0,0,2,3,2,3,0,1,6,2,35,65,6,10
5,6,0,3,2,3,0,1,0,0,5,2,49,51,8,5
6,7,3,1,3,3,1,0,0,0,14,0,70,30,30,6
7,9,4,0,3,3,3,4,0,0,3,5,45,55,11,17
8,8,0,1,2,3,1,3,0,0,5,3,37,63,9,8
9,5,0,0,2,2,0,2,0,0,12,3,69,31,13,8
10,10,2,1,3,2,2,1,0,0,10,7,68,32,16,18
11,11,1,2,2,2,0,2,0,0,9,5,64,36,21,11
12,12,1,1,3,3,0,2,0,0,8,5,56,44,15,7
13,18,1,2,3,3,2,1,0,0,5,8,35,65,13,15
14,14,1,0,3,3,2,3,0,0,4,7,44,56,10,8
15,15,2,2,3,3,1,0,0,0,12,2,55,45,29,3
16,16,3,1,3,2,1,3,0,0,7,5,63,37,15,9
17,13,1,1,3,2,1,0,0,0,4,5,50,50,13,12
18,17,1,0,3,3,3,1,0,0,8,4,43,57,15,6
19,19,1,1,3,3,2,2,0,0,4,6,35,65,6,9
20,20,2,0,2,3,2,3,0,0,0,6,35,65,7,11
21,26,1,2,3,3,1,0,0,0,7,4,49,51,7,11
22,22,0,2,3,3,1,3,1,0,8,5,50,50,10,10
23,23,3,1,3,3,1,1,0,0,6,4,53,47,25,8
24,24,1,2,3,3,2,4,0,0,8,1,71,29,22,5
25,25,2,3,3,3,1,1,0,0,1,8,46,54,6,22
26,28,1,3,3,3,1,1,0,0,8,7,55,45,23,16
27,29,1,1,3,3,0,2,0,0,4,3,65,35,14,13
28,21,1,3,3,3,1,3,0,0,4,5,26,74,9,19
29,27,0,1,3,3,1,3,0,0,6,6,78,22,7,6
30,31,0,3,1,3,0,0,0,0,6,4,36,64,7,15
31,32,2,2,3,3,0,1,0,0,3,4,62,38,13,10
32,33,1,0,3,3,2,6,0,1,13,2,54,46,21,10
33,35,3,1,3,3,1,3,0,0,4,5,54,46,12,8
34,36,4,0,3,3,1,1,0,0,8,1,52,48,15,6
35,37,1,1,3,3,2,3,0,0,6,5,48,52,13,13
36,38,1,1,3,3,2,3,1,0,2,3,41,59,10,21
37,39,2,0,3,3,2,1,0,0,8,2,49,51,18,8
38,30,2,2,2,2,3,5,0,0,11,6,55,45,25,12
39,34,3,2,2,3,1,6,0,1,7,7,58,42,14,8
40,45,3,2,2,3,3,1,0,0,3,16,31,69,7,25
41,49,2,5,3,3,1,2,0,0,7,5,44,56,11,15
42,46,0,1,3,3,1,1,1,0,12,6,48,52,17,11
43,44,1,0,3,2,1,2,0,0,3,9,42,58,10,9
44,47,4,0,3,3,4,3,0,0,4,3,64,36,13,11
45,42,1,1,3,3,0,2,0,0,3,6,62,38,14,7
46,43,3,1,3,3,0,0,0,0,10,1,76,24,21,8
47,41,3,1,3,3,0,4,0,0,7,7,40,60,13,13
48,48,2,2,3,3,3,3,0,0,7,1,52,48,31,7
49,40,0,0,3,3,2,3,0,1,2,4,46,54,10,13
50,58,1,3,3,3,1,3,0,0,4,5,64,36,22,6
51,57,0,0,3,3,2,1,0,0,5,3,28,72,11,16
52,56,8,0,3,3,2,2,0,0,5,4,68,32,28,5
53,55,2,1,3,3,1,2,0,0,8,2,45,55,16,11
54,54,0,2,3,3,1,3,0,0,12,3,69,31,16,2
55,51,2,0,3,3,0,1,0,0,7,3,40,60,13,11
56,53,1,1,2,3,2,3,0,1,6,7,50,50,13,13
57,52,1,2,3,3,3,3,0,0,6,4,53,47,11,6
58,50,3,2,3,3,7,1,1,0,9,4,59,41,19,14
59,59,2,0,3,3,2,2,0,0,3,7,47,53,8,9
60,69,2,0,3,2,0,1,0,0,1,6,40,60,6,12
61,68,2,1,3,3,2,2,1,0,6,6,41,59,10,14
62,67,0,1,2,3,1,1,0,0,6,5,28,72,11,16
63,64,1,3,3,3,2,2,0,0,0,1,37,63,4,5
64,60,2,2,3,2,1,4,0,0,5,3,60,40,13,9
65,62,2,0,3,3,2,3,0,0,5,2,52,48,22,3
66,61,2,2,3,3,3,1,0,0,6,6,47,53,13,17
67,63,2,0,3,3,3,1,0,0,5,5,45,55,15,9
68,65,5,0,3,3,1,1,0,1,9,0,68,32,13,3
69,66,1,1,2,3,4,2,0,0,8,7,55,45,16,10
70,79,1,2,3,2,3,2,0,0,2,2,50,50,8,7
71,71,3,0,3,3,2,1,0,0,4,4,47,53,17,8
72,72,1,0,3,3,2,3,0,1,1,6,38,62,2,6
73,73,2,1,3,3,1,4,0,0,4,6,52,48,18,2
74,78,0,0,3,2,0,2,0,0,7,7,39,61,6,9
75,76,1,5,3,3,1,2,0,0,10,6,57,43,20,22
76,77,1,4,3,3,0,1,0,0,3,4,44,56,9,13
77,70,1,0,3,3,1,2,0,0,14,5,52,48,11,9
78,74,0,2,3,3,5,2,0,0,9,1,76,24,17,8
79,75,1,0,3,3,3,3,0,0,4,6,31,69,12,12
80,89,1,1,3,2,3,2,0,0,1,3,57,43,4,13
81,80,2,1,3,3,1,4,0,1,7,5,48,52,22,19
82,81,0,0,2,3,1,3,0,0,7,7,47,53,11,11
83,82,1,0,3,3,2,1,0,0,11,0,72,28,17,5
84,83,0,2,3,2,1,1,0,0,1,8,28,72,7,21
85,84,2,0,3,3,2,2,0,0,11,2,52,48,18,8
86,85,2,1,3,2,0,3,0,0,9,4,66,34,19,12
87,88,1,1,3,3,4,3,0,0,11,2,69,31,10,7
88,86,1,1,2,3,0,1,0,0,3,1,32,68,7,10
89,87,1,0,3,3,4,4,0,0,7,12,31,69,8,9
90,97,0,9,3,2,0,0,1,0,2,7,27,73,6,25
91,94,3,0,3,2,3,1,1,0,13,7,63,37,24,9
92,99,1,1,3,3,2,2,0,0,10,4,61,39,10,10
93,91,3,2,3,3,2,1,0,0,0,5,53,47,7,10
94,92,2,4,2,3,3,2,0,0,5,6,36,64,12,16
95,98,0,0,3,2,5,3,0,0,5,10,39,61,7,14
96,93,2,1,3,3,3,3,0,0,8,2,72,28,21,7
97,95,1,1,3,2,2,2,1,0,3,6,43,57,13,10
98,96,1,3,3,3,2,2,0,0,1,10,47,53,10,20
99,90,2,2,2,2,2,0,0,0,11,5,57,43,15,10
100,100,1,1,3,2,0,2,0,0,8,9,56,44,11,22
101,101,1,2,3,3,1,2,0,0,2,10,25,75,5,23
102,102,1,0,1,3,4,3,0,0,4,10,42,58,12,13
103,103,2,0,3,3,0,1,0,0,8,3,59,41,20,7
104,109,2,3,3,3,2,1,0,0,7,3,70,30,15,10
105,108,1,2,3,3,4,2,0,0,1,6,30,70,8,14
106,106,2,1,3,3,3,1,0,0,17,0,76,24,26,3
107,107,3,0,3,3,1,2,0,0,7,6,45,55,13,6
108,105,1,1,3,3,1,2,0,1,5,2,45,55,7,4
109,104,0,2,3,3,2,2,0,0,5,6,42,58,12,13
110,116,0,2,3,3,1,4,0,1,10,4,65,35,17,12
111,118,1,1,3,2,2,2,0,0,3,4,59,41,13,14
112,117,1,2,3,3,1,1,0,0,5,9,47,53,4,24
113,115,2,1,3,3,2,0,0,0,5,3,33,67,20,14
114,110,3,0,2,3,2,1,0,0,10,4,39,61,13,4
115,112,2,0,2,2,1,1,0,0,5,4,50,50,25,8
116,111,2,0,3,3,3,2,0,0,7,0,62,38,20,3
117,113,3,1,3,1,0,2,0,0,4,13,45,55,12,16
118,119,2,1,3,3,4,3,0,0,6,3,50,50,15,13
119,114,3,1,3,3,2,5,0,0,5,2,43,57,20,6
120,126,2,1,3,3,1,1,0,0,8,2,46,54,16,10
121,129,2,3,3,3,3,2,0,0,2,7,46,54,8,15
122,128,0,3,3,1,1,3,0,0,7,5,61,39,13,9
123,125,0,2,3,3,3,5,0,0,7,7,57,43,17,13
124,120,2,2,3,3,6,2,0,0,6,8,61,39,12,21
125,123,0,2,3,3,2,0,0,0,6,7,53,47,6,16
126,122,1,2,3,1,4,1,1,0,5,9,46,54,6,16
127,124,1,2,3,3,0,1,0,0,9,8,39,61,15,10
128,127,3,3,3,3,1,2,0,0,6,3,40,60,10,10
129,121,2,0,1,3,1,1,0,0,11,6,62,38,13,9
130,130,0,2,3,3,2,0,0,0,4,6,42,58,9,7
131,131,0,1,3,3,0,3,0,0,9,3,65,35,15,6
132,138,3,2,3,2,0,2,0,0,4,8,53,47,15,19
133,133,2,1,3,3,0,0,1,0,4,5,46,54,15,11
134,135,2,2,2,3,1,2,0,0,1,10,23,77,6,22
135,137,2,1,3,3,1,0,0,0,6,5,65,35,11,5
136,139,1,1,0,3,1,5,0,0,7,2,59,41,11,8
137,134,2,2,3,2,4,1,0,0,9,9,61,39,13,8
138,132,2,1,2,2,0,1,0,0,4,4,70,30,16,11
139,136,2,2,1,3,2,1,0,0,7,12,39,61,11,15
140,148,1,0,2,3,3,3,1,0,6,9,31,69,7,6
141,141,1,4,3,3,1,1,0,0,3,6,24,76,4,17
142,147,2,1,3,3,1,1,0,0,6,1,40,60,14,6
143,149,5,2,3,3,1,2,0,0,5,6,58,42,11,12
144,146,2,1,3,2,2,1,0,0,9,5,65,35,22,8
145,142,2,0,3,3,3,2,0,0,7,2,63,37,12,3
146,144,2,0,3,3,1,2,0,0,5,4,50,50,12,6
147,145,2,1,2,3,0,1,0,0,4,3,46,54,11,7
148,140,1,2,3,3,3,1,0,0,9,9,49,51,12,19
149,143,0,2,3,3,2,0,0,0,8,1,73,27,13,6
150,158,0,0,2,3,4,2,0,0,6,2,50,50,11,2
151,154,1,2,3,3,3,2,0,0,15,3,71,29,21,11
152,153,3,1,3,2,3,0,0,0,1,5,29,71,13,13
153,157,5,0,3,2,1,1,0,0,1,1,48,52,13,7
154,151,0,3,3,3,0,1,0,0,1,3,25,75,3,17
155,155,2,1,3,2,1,3,0,0,3,12,46,54,13,16
156,150,1,4,3,3,6,2,0,0,8,5,43,57,14,20
157,152,2,2,2,3,3,0,0,0,3,4,61,39,13,13
158,156,1,2,3,3,0,4,0,0,9,1,57,43,13,9
159,159,1,3,3,3,2,0,0,0,4,3,35,65,11,9
160,165,2,0,3,2,2,1,0,0,6,3,67,33,15,8
161,168,0,1,3,3,1,3,0,0,5,8,56,44,11,12
162,161,1,0,1,2,0,2,0,0,4,3,48,52,7,9
163,162,0,1,3,1,1,2,0,0,9,4,67,33,18,11
