id_jugador,nombre,posicion,id_equipo
0,Adrián,Portero,0
1,Alisson,Portero,0
2,Andy Lonergan,Portero,0
3,C. Kelleher,Portero,0
4,Loris Karius,Portero,0
5,A. Robertson,Defensa,0
6,Alexander-Arnold,Defensa,0
7,Dejan Lovren,Defensa,0
8,Joe Gomez,Defensa,0
9,Joël Matip,Defensa,0
10,K. Hoever,Defensa,0
11,N. Clyne,Defensa,0
12,Neco Williams,Defensa,0
13,V. Van Dijk,Defensa,0
14,A. Lallana,Centrocampista,0
15,A. Oxlade-Chamberlain,Centrocampista,0
16,Curtis Jones,Centrocampista,0
17,Fabinho,Centrocampista,0
18,G. Wijnaldum,Centrocampista,0
19,Harvey Elliott,Centrocampista,0
20,J. Henderson,Centrocampista,0
21,James Milner,Centrocampista,0
22,Naby Keïta,Centrocampista,0
23,Xherdan Shaqiri,Centrocampista,0
24,Divock Origi,Delantero,0
25,M. Salah,Delantero,0
26,Roberto Firmino,Delantero,0
27,Sadio Mané,Delantero,0
28,T. Minamino,Delantero,0
29,Claudio Bravo,Portero,1
30,Ederson,Portero,1
31,Scott Carson,Portero,1
32,A. Laporte,Defensa,1
33,Benjamin Mendy,Defensa,1
34,Eric García,Defensa,1
35,João Cancelo,Defensa,1
36,John Stones,Defensa,1
37,Kyle Walker,Defensa,1
38,N. Otamendi,Defensa,1
39,O. Zinchenko,Defensa,1
40,T. Harwood-Bellis,Defensa,1
41,Bernardo Silva,Centrocampista,1
42,Cole Palmer,Centrocampista,1
43,David Silva,Centrocampista,1
44,Fernandinho,Centrocampista,1
45,İ. Gündoğan,Centrocampista,1
46,K. De Bruyne,Centrocampista,1
47,Rodri,Centrocampista,1
48,Tommy Doyle,Centrocampista,1
49,Gabriel Jesus,Delantero,1
50,Leroy Sané,Delantero,1
51,Phil Foden,Delantero,1
52,R. Mahrez,Delantero,1
53,R. Sterling,Delantero,1
54,S. Agüero,Delantero,1
55,D. De Gea,Portero,2
56,L. Grant,Portero,2
57,S. Romero,Portero,2
58,A. Wan-Bissaka,Defensa,2
59,Axel Tuanzebe,Defensa,2
60,Brandon Williams,Defensa,2
61,Diogo Dalot,Defensa,2
62,Eric Bailly,Defensa,2
63,Harry Maguire,Defensa,2
64,Luke Shaw,Defensa,2
65,Phil Jones,Defensa,2
66,T. Fosu-Mensah,Defensa,2
67,Victor Lindelöf,Defensa,2
68,Andreas Pereira,Centrocampista,2
69,Angel Gomes,Centrocampista,2
70,Bruno Fernandes,Centrocampista,2
71,Fred,Centrocampista,2
72,J. Lingard,Centrocampista,2
73,J. Mata,Centrocampista,2
74,James Garner,Centrocampista,2
75,N. Matić,Centrocampista,2
76,Paul Pogba,Centrocampista,2
77,S. Mctominay,Centrocampista,2
78,A. Martial,Delantero,2
79,Daniel James,Delantero,2
80,Ighalo,Delantero,2
81,M. Greenwood,Delantero,2
82,M. Rashford,Delantero,2
83,Tahith Chong,Delantero,2
84,Jamie Cumming,Portero,3
85,Kepa,Portero,3
86,W. Caballero,Portero,3
87,A. Christensen,Defensa,3
88,A. Rüdiger,Defensa,3
89,C. Azpilicueta,Defensa,3
90,Emerson,Defensa,3
91,Fikayo Tomori,Defensa,3
92,Kurt Zouma,Defensa,3
93,Marcos Alonso,Defensa,3
94,Reece James,Defensa,3
95,Billy Gilmour,Centrocampista,3
96,Jorginho,Centrocampista,3
97,L. Bate,Centrocampista,3
98,M. Van Ginkel,Centrocampista,3
99,Mason Mount,Centrocampista,3
100,Mateo Kovačić,Centrocampista,3
101,N. Kanté,Centrocampista,3
102,R. Loftus-Cheek,Centrocampista,3
103,Ross Barkley,Centrocampista,3
104,Tino Anjorin,Centrocampista,3
105,A. Broja,Delantero,3
106,C. Pulišić,Delantero,3
107,Hudson-Odoi,Delantero,3
108,Kenedy,Delantero,3
109,M. Batshuayi,Delantero,3
110,O. Giroud,Delantero,3
111,Pedro,Delantero,3
112,Tammy Abraham,Delantero,3
113,Willian,Delantero,3
114,Daniel Ward,Portero,4
115,E. Jakupovic,Portero,4
116,K. Schmeichel,Portero,4
117,Ben Chilwell,Defensa,4
118,C. Fuchs,Defensa,4
119,C. Söyüncü,Defensa,4
120,D. Amartey,Defensa,4
121,Darnell Johnson,Defensa,4
122,James Justin,Defensa,4
123,Jonny Evans,Defensa,4
124,Luke Thomas,Defensa,4
125,M. Albrighton,Defensa,4
126,R. Bennett,Defensa,4
127,Ricardo Pereira,Defensa,4
128,W. Morgan,Defensa,4
129,Bartosz Kapustka,Centrocampista,4
130,Dennis Praet,Centrocampista,4
131,H. Choudhury,Centrocampista,4
132,J. Maddison,Centrocampista,4
133,Matty James,Centrocampista,4
134,N. Mendy,Centrocampista,4
135,W. Ndidi,Centrocampista,4
136,Y. Tielemans,Centrocampista,4
137,Ayoze,Delantero,4
138,Demarai Gray,Delantero,4
139,George Hirst,Delantero,4
140,Harvey Barnes,Delantero,4
141,Jamie Vardy,Delantero,4
142,K. Iheanacho,Delantero,4
143,Alfie Whiteman,Portero,5
144,Hugo Lloris,Portero,5
145,M. Vorm,Portero,5
146,P. Gazzaniga,Portero,5
147,Ben Davies,Defensa,5
148,D. Sánchez,Defensa,5
149,Dennis Cirkin,Defensa,5
150,Eric Dier,Defensa,5
151,J. Tanganga,Defensa,5
152,J. Vertonghen,Defensa,5
153,Juan Foyth,Defensa,5
154,R. Sessegnon,Defensa,5
155,Serge Aurier,Defensa,5
156,T. Alderweireld,Defensa,5
157,Dele Alli,Centrocampista,5
158,G. Lo Celso,Centrocampista,5
159,Gedson Fernandes,Centrocampista,5
160,Harry Winks,Centrocampista,5
161,Harvey White,Centrocampista,5
162,M. Sissoko,Centrocampista,5
163,Oliver Skipp,Centrocampista,5
164,T. Ndombele,Centrocampista,5
165,Erik Lamela,Delantero,5
166,Harry Kane,Delantero,5
167,Heung-Min Son,Delantero,5
168,Lucas Moura,Delantero,5
169,S. Bergwijn,Delantero,5
170,Troy Parrott,Delantero,5
171,John Ruddy,Portero,6
172,Rui Patrício,Portero,6
173,Conor Coady,Defensa,6
174,Jonny,Defensa,6
175,Matt Doherty,Defensa,6
176,Max Kilman,Defensa,6
177,Oskar Buur,Defensa,6
178,P. Ofosu-Ayeh,Defensa,6
179,R. Saïss,Defensa,6
180,Rúben Vinagre,Defensa,6
181,Willy Boly,Defensa,6
182,Bruno Jordão,Centrocampista,6
183,João Moutinho,Centrocampista,6
184,L. Dendoncker,Centrocampista,6
185,Luke Cundle,Centrocampista,6
186,M. Gibbs-White,Centrocampista,6
187,Ming Yang,Centrocampista,6
188,Owen Otasowie,Centrocampista,6
189,Rúben Neves,Centrocampista,6
190,T. Perry,Centrocampista,6
191,T. Taylor,Centrocampista,6
192,Adama Traoré,Delantero,6
193,Daniel Podence,Delantero,6
194,Diogo Jota,Delantero,6
195,L. Campana,Delantero,6
196,Pedro Neto,Delantero,6
197,Raúl Jiménez,Delantero,6
198,Renat Dadashov,Delantero,6
199,B. Leno,Portero,7
200,Emiliano Martínez,Portero,7
201,Matt Macey,Portero,7
202,C. Chambers,Defensa,7
203,Cédric Soares,Defensa,7
204,David Luiz,Defensa,7
205,Héctor Bellerín,Defensa,7
206,K. Tierney,Defensa,7
207,Pablo Marí,Defensa,7
208,Rob Holding,Defensa,7
209,S. Kolašinac,Defensa,7
210,S. Mustafi,Defensa,7
211,Sokratis,Defensa,7
212,Zechariah Medley,Defensa,7
213,A. Maitland-Niles,Centrocampista,7
214,Dani Ceballos,Centrocampista,7
215,Granit Xhaka,Centrocampista,7
216,Joe Willock,Centrocampista,7
217,Lucas Torreira,Centrocampista,7
218,M. Guendouzi,Centrocampista,7
219,Matt Smith,Centrocampista,7
220,A. Lacazette,Delantero,7
221,Bukayo Saka,Delantero,7
222,Edward Nketiah,Delantero,7
223,M. Özil,Delantero,7
224,Martinelli,Delantero,7
225,Nicolas Pépé,Delantero,7
226,P. Aubameyang,Delantero,7
227,Reiss Nelson,Delantero,7
228,Dean Henderson,Portero,8
229,M. Verrips,Portero,8
230,S. Moore,Portero,8
231,Chris Basham,Defensa,8
232,E. Stevens,Defensa,8
233,G. Baldock,Defensa,8
234,J. O'connell,Defensa,8
235,J. Rodwell,Defensa,8
236,Jack Robinson,Defensa,8
237,John Egan,Defensa,8
238,K. Freeman,Defensa,8
239,P. Jagielka,Defensa,8
240,P. Retsos,Defensa,8
241,Ben Osborn,Centrocampista,8
242,John Fleck,Centrocampista,8
243,John Lundstram,Centrocampista,8
244,Luke Freeman,Centrocampista,8
245,M. Bešić,Centrocampista,8
246,O. Norwood,Centrocampista,8
247,Sander Berge,Centrocampista,8
248,Billy Sharp,Delantero,8
249,D. Mcgoldrick,Delantero,8
250,L. Clarke,Delantero,8
251,Lys Mousset,Delantero,8
252,Oliver Mcburnie,Delantero,8
253,R. Holmes,Delantero,8
254,R. Zivkovic,Delantero,8
255,A. Legzdins,Portero,9
256,B. Peacock-Farrell,Portero,9
257,Joe Hart,Portero,9
258,Lukas Jensen,Portero,9
259,Nick Pope,Portero,9
260,Ali Koiki,Defensa,9
261,B. Thomas,Defensa,9
262,Ben Gibson,Defensa,9
263,Ben Mee,Defensa,9
264,C. Taylor,Defensa,9
265,Erik Pieters,Defensa,9
266,J. Dunne,Defensa,9
267,J. Tarkowski,Defensa,9
268,Kevin Long,Defensa,9
269,M. Lowton,Defensa,9
270,P. Bardsley,Defensa,9
271,R. Brady,Defensa,9
272,A. Lennon,Centrocampista,9
273,A. Westwood,Centrocampista,9
274,J. Benson,Centrocampista,9
275,J. Brownhill,Centrocampista,9
276,Jack Cork,Centrocampista,9
277,Jeff Hendrick,Centrocampista,9
278,Mace Goodridge,Centrocampista,9
279,Ashley Barnes,Delantero,9
280,Chris Wood,Delantero,9
281,Dwight Mcneil,Delantero,9
282,J. Gudmundsson,Delantero,9
283,J. Mumbongo,Delantero,9
284,Jay Rodríguez,Delantero,9
285,M. Vydra,Delantero,9
286,Max Thompson,Delantero,9
287,Alex Mccarthy,Portero,10
288,Angus Gunn,Portero,10
289,Harry Lewis,Portero,10
290,J. Vestergaard,Defensa,10
291,Jack Stephens,Defensa,10
292,Jake Vokins,Defensa,10
293,Jan Bednarek,Defensa,10
294,Kevin Danso,Defensa,10
295,Kyle Walker-Peters,Defensa,10
296,Ryan Bertrand,Defensa,10
297,Sam Mcqueen,Defensa,10
298,Will Ferry,Defensa,10
299,Yan Valery,Defensa,10
300,A. Jankewitz,Centrocampista,10
301,J. Ward-Prowse,Centrocampista,10
302,Jacob Maddox,Centrocampista,10
303,Oriol Romeu,Centrocampista,10
304,P. Højbjerg,Centrocampista,10
305,S. Armstrong,Centrocampista,10
306,W. Smallbone,Centrocampista,10
307,Ché Adams,Delantero,10
308,Danny Ings,Delantero,10
309,M. Obafemi,Delantero,10
310,Moussa Djenepo,Delantero,10
311,Nathan Redmond,Delantero,10
312,Nathan Tella,Delantero,10
313,S. Long,Delantero,10
314,Sofiane Boufal,Delantero,10
315,João Virgínia,Portero,11
316,Jordan Pickford,Portero,11
317,M. Stekelenburg,Portero,11
318,Cuco Martina,Defensa,11
319,D. Sidibé,Defensa,11
320,J. Branthwaite,Defensa,11
321,L. Baines,Defensa,11
322,Lucas Digne,Defensa,11
323,Mason Holgate,Defensa,11
324,Michael Keane,Defensa,11
325,S. Coleman,Defensa,11
326,Yerry Mina,Defensa,11
327,Alex Iwobi,Centrocampista,11
328,André Gomes,Centrocampista,11
329,Beni Baningime,Centrocampista,11
330,Bernard,Centrocampista,11
331,F. Delph,Centrocampista,11
332,G. Sigurdsson,Centrocampista,11
333,J. Gbamin,Centrocampista,11
334,Tom Davies,Centrocampista,11
335,Anthony Gordon,Delantero,11
336,Cenk Tosun,Delantero,11
337,D. Calvert-Lewin,Delantero,11
338,E. Simms,Delantero,11
339,Moise Kean,Delantero,11
340,Oumar Niasse,Delantero,11
341,Richarlison,Delantero,11
342,Theo Walcott,Delantero,11
343,K. Darlow,Portero,12
344,M. Dúbravka,Portero,12
345,R. Elliot,Portero,12
346,Ciaran Clark,Defensa,12
347,D. Yedlin,Defensa,12
348,Danny Rose,Defensa,12
349,Emil Krafth,Defensa,12
350,F. Fernández,Defensa,12
351,Fabian Schär,Defensa,12
352,Florian Lejeune,Defensa,12
353,J. Lascelles,Defensa,12
