id_jugador,nombre,posicion,id_equipo
506,A. Astralaga,Portero,20
507,Arnau Tenas,Portero,20
508,Iñaki Peña,Portero,20
509,M. Ter Stegen,Portero,20
510,A. Christensen,Defensa,20
511,Álex Balde,Defensa,20
512,Chadi Riad,Defensa,20
513,Eric García,Defensa,20
514,Jordi Alba,Defensa,20
515,Jules Koundé,Defensa,20
516,Marcos Alonso,Defensa,20
517,Ronald Araujo,Defensa,20
518,Aleix Garrido,Centrocampista,20
519,F. De Jong,Centrocampista,20
520,Franck Kessié,Centrocampista,20
521,Gavi,Centrocampista,20
522,Marc Casadó,Centrocampista,20
523,Pablo Torre,Centrocampista,20
524,Pau Prim,Centrocampista,20
525,Pedri,Centrocampista,20
526,Sergi Roberto,Centrocampista,20
527,Sergio Busquets,Centrocampista,20
528,Unai Hernández,Centrocampista,20
529,Ángel Alarcón,Delantero,20
530,Ansu Fati,Delantero,20
531,D. Rodríguez,Delantero,20
532,Estanis,Delantero,20
533,Ferran Torres,Delantero,20
534,Lamine Yamal,Delantero,20
535,Marc Guiu,Delantero,20
536,O. Dembélé,Delantero,20
537,R. Lewandowski,Delantero,20
538,Raphinha,Delantero,20
539,Andriy Lunin,Portero,21
540,Diego Piñeiro,Portero,21
541,Fran González,Portero,21
542,Lucas Cañizares,Portero,21
543,Luis López,Portero,21
544,Mario De Luis,Portero,21
545,T. Courtois,Portero,21
546,Á. Odriozola,Defensa,21
547,A. Rüdiger,Defensa,21
548,Dani Carvajal,Defensa,21
549,David Alaba,Defensa,21
550,Éder Militão,Defensa,21
551,Ferland Mendy,Defensa,21
552,Jesús Vallejo,Defensa,21
553,Lucas Vázquez,Defensa,21
554,Nacho,Defensa,21
555,A. Tchouaméni,Centrocampista,21
556,Carlos Dotor,Centrocampista,21
557,Dani Ceballos,Centrocampista,21
558,E. Camavinga,Centrocampista,21
559,F. Valverde,Centrocampista,21
560,Luka Modrić,Centrocampista,21
561,Mario Martín,Centrocampista,21
562,Nico Paz,Centrocampista,21
563,Sergio Arribas,Centrocampista,21
564,Toni Kroos,Centrocampista,21
565,Álvaro,Delantero,21
566,E. Hazard,Delantero,21
567,K. Benzema,Delantero,21
568,M. Asensio,Delantero,21
569,Mariano,Delantero,21
570,Rodrygo,Delantero,21
571,Vinícius Júnior,Delantero,21
572,A. Iturbe,Portero,22
573,Antonio Gomis,Portero,22
574,Ivo Grbić,Portero,22
575,Jan Oblak,Portero,22
576,Sergio Mestre,Portero,22
577,Adrián Corral,Defensa,22
578,Axel Witsel,Defensa,22
579,Ilias Kostis,Defensa,22
580,J. Giménez,Defensa,22
581,M. Hermoso,Defensa,22
582,Marco Moreno,Defensa,22
583,Matt Doherty,Defensa,22
584,Nahuel Molina,Defensa,22
585,Reinildo,Defensa,22
586,Sergio Díez,Defensa,22
587,Sergio Reguilón,Defensa,22
588,Stefan Savić,Defensa,22
589,Aitor Gismera,Centrocampista,22
590,Alber Moreno,Centrocampista,22
591,G. Kondogbia,Centrocampista,22
592,Koke,Centrocampista,22
593,M. Llorente,Centrocampista,22
594,Pablo Barrios,Centrocampista,22
595,R. De Paul,Centrocampista,22
596,Saúl,Centrocampista,22
597,Thomas Lemar,Centrocampista,22
598,A. Griezmann,Delantero,22
599,Á. Morata,Delantero,22
600,Abde Raihani,Delantero,22
601,Ángel Correa,Delantero,22
602,Carlos Martín,Delantero,22
603,Diego Bri,Delantero,22
604,Memphis,Delantero,22
605,Salim El Jebari,Delantero,22
606,Y. Carrasco,Delantero,22
607,A. Zubiaurre,Portero,23
608,Álex Remiro,Portero,23
609,Egoitz Arana,Portero,23
610,Unai Marrero,Portero,23
611,A. Elustondo,Defensa,23
612,A. Gorosabel,Defensa,23
613,Aihen Muñoz,Defensa,23
614,Diego Rico,Defensa,23
615,Igor Zubeldia,Defensa,23
616,Jon Pacheco,Defensa,23
617,Jonathan Gómez,Defensa,23
618,R. Le Normand,Defensa,23
619,A. Illarramendi,Centrocampista,23
620,Ander Guevara,Centrocampista,23
621,B. Turrientes,Centrocampista,23
622,Brais Méndez,Centrocampista,23
623,David Silva,Centrocampista,23
624,J. Magunazelaia,Centrocampista,23
625,M. Zubimendi,Centrocampista,23
626,Mikel Merino,Centrocampista,23
627,Olasagasti,Centrocampista,23
628,Pablo Marín,Centrocampista,23
629,Urko González,Centrocampista,23
630,A. Barrenetxea,Delantero,23
631,A. Sørloth,Delantero,23
632,Álex Sola,Delantero,23
633,Ander Martín,Delantero,23
634,C. Fernández,Delantero,23
635,M. Merquelanz,Delantero,23
636,M. Oyarzabal,Delantero,23
637,Momo Cho,Delantero,23
638,Robert Navarro,Delantero,23
639,Take Kubo,Delantero,23
640,Umar Sadiq,Delantero,23
641,F. Jörgensen,Portero,24
642,Iker Álvarez,Portero,24
643,Pepe Reina,Portero,24
644,A. Pedraza,Defensa,24
645,Aïssa Mandi,Defensa,24
646,Alberto Moreno,Defensa,24
647,Carlos Romero,Defensa,24
648,J. Mojica,Defensa,24
649,Jorge Cuenca,Defensa,24
650,Juan Foyth,Defensa,24
651,Kiko Femenía,Defensa,24
652,M. Mbacke,Defensa,24
653,Pau Torres,Defensa,24
654,Raúl Albiol,Defensa,24
655,Sergio Carreira,Defensa,24
656,A. Del Moral,Centrocampista,24
657,Álex Baena,Centrocampista,24
658,Carlo Adriano,Centrocampista,24
659,Dani Parejo,Centrocampista,24
660,É. Capoue,Centrocampista,24
661,F. Coquelin,Centrocampista,24
662,G. Lo Celso,Centrocampista,24
663,Manu Trigueros,Centrocampista,24
664,Ramón Terrats,Centrocampista,24
665,Diego Collado,Delantero,24
666,Fer Niño,Delantero,24
667,Gerard Moreno,Delantero,24
668,H. Hassan,Delantero,24
669,Jorge Pascual,Delantero,24
670,Morales,Delantero,24
671,N. Jackson,Delantero,24
672,S. Chukwueze,Delantero,24
673,Yéremy Pino,Delantero,24
674,Claudio Bravo,Portero,25
675,Dani Martín,Portero,25
676,Fran Vieites,Portero,25
677,Rui Silva,Portero,25
678,Abner Vinícius,Defensa,25
679,Edgar,Defensa,25
680,Félix Garreta,Defensa,25
681,Fran Delgado,Defensa,25
682,G. Pezzella,Defensa,25
683,J. Miranda,Defensa,25
684,Luiz Felipe,Defensa,25
685,Martín Montoya,Defensa,25
