id_jugador,nombre,posicion,id_equipo
1041,L. Hradecky,Portero,36
1042,Matěj Kovář,Portero,36
1043,Niklas Lomb,Portero,36
1044,A. Grimaldo,Defensa,36
1045,Arthur Augusto,Defensa,36
1046,E. Tapsoba,Defensa,36
1047,J. Frimpong,Defensa,36
1048,Jonathan Tah,Defensa,36
1049,Josip Stanišić,Defensa,36
1050,O. Kossounou,Defensa,36
1051,P. Hincapié,Defensa,36
1052,Reno Münz,Defensa,36
1053,T. Fosu-Mensah,Defensa,36
1054,E. Palacios,Centrocampista,36
1055,F. Onyeka,Centrocampista,36
1056,Florian Wirtz,Centrocampista,36
1057,Granit Xhaka,Centrocampista,36
1058,Gustavo Puerta,Centrocampista,36
1059,J. Hofmann,Centrocampista,36
1060,Noah Mbamba,Centrocampista,36
1061,Robert Andrich,Centrocampista,36
1062,Adam Hložek,Delantero,36
1063,Amine Adli,Delantero,36
1064,Borja Iglesias,Delantero,36
1065,Ken Izekor,Delantero,36
1066,Nathan Tella,Delantero,36
1067,Patrik Schick,Delantero,36
1068,V. Boniface,Delantero,36
1069,A. Nübel,Portero,37
1070,Dennis Seimen,Portero,37
1071,Fabian Bredlow,Portero,37
1072,Florian Schock,Portero,37
1073,A. Rouault,Defensa,37
1074,Anrie Chase,Defensa,37
1075,D. Zagadou,Defensa,37
1076,Hiroki Ito,Defensa,37
1077,J. Vagnoman,Defensa,37
1078,L. Stergiou,Defensa,37
1079,M. Mittelstädt,Defensa,37
1080,Moussa Cissé,Defensa,37
1081,Pascal Stenzel,Defensa,37
1082,R. Massimo,Defensa,37
1083,W. Anton,Defensa,37
1084,A. Karazor,Centrocampista,37
1085,Angelo Stiller,Centrocampista,37
1086,Enzo Millot,Centrocampista,37
1087,G. Haraguchi,Centrocampista,37
1088,Lilian Egloff,Centrocampista,37
1089,M. Dahoud,Centrocampista,37
1090,Nikolas Nartey,Centrocampista,37
1091,Raul Paula,Centrocampista,37
1092,S. Di Benedetto,Centrocampista,37
1093,Woo-Yeong Jeong,Centrocampista,37
1094,Chris Fuhrich,Delantero,37
1095,Deniz Undav,Delantero,37
1096,J. Leweling,Delantero,37
1097,Luca Raimund,Delantero,37
1098,S. Guirassy,Delantero,37
1099,Silas,Delantero,37
1100,Daniel Peretz,Portero,38
1101,M. Neuer,Portero,38
1102,Sven Ulreich,Portero,38
1103,T. Hülsmann,Portero,38
1104,A. Davies,Defensa,38
1105,Adam Aznou,Defensa,38
1106,Bouna Sarr,Defensa,38
1107,D. Upamecano,Defensa,38
1108,Eric Dier,Defensa,38
1109,Matteo Vinlöf,Defensa,38
1110,Matthijs De Ligt,Defensa,38
1111,Max Scholze,Defensa,38
1112,Min-Jae Kim,Defensa,38
1113,N. Mazraoui,Defensa,38
1114,R. Guerreiro,Defensa,38
1115,Sacha Boey,Defensa,38
1116,A. Pavlović,Centrocampista,38
1117,J. Kimmich,Centrocampista,38
1118,Jamal Musiala,Centrocampista,38
1119,Jonathan Asp,Centrocampista,38
1120,K. Laimer,Centrocampista,38
1121,L. Goretzka,Centrocampista,38
1122,L. Zvonarek,Centrocampista,38
1123,Noel Aseko,Centrocampista,38
1124,Thomas Müller,Centrocampista,38
1125,Bryan Zaragoza,Delantero,38
1126,Harry Kane,Delantero,38
1127,K. Coman,Delantero,38
1128,Leroy Sané,Delantero,38
1129,M. Choupo-Moting,Delantero,38
1130,Mathys Tel,Delantero,38
1131,S. Gnabry,Delantero,38
1132,J. Blaswich,Portero,39
1133,L. Zingerle,Portero,39
1134,P. Gulácsi,Portero,39
1135,B. Henrichs,Defensa,39
1136,C. Lenz,Defensa,39
1137,C. Lukeba,Defensa,39
1138,David Raum,Defensa,39
1139,E. Bitshiabu,Defensa,39
1140,J. Vonheim,Defensa,39
1141,L. Klostermann,Defensa,39
1142,M. Simakan,Defensa,39
1143,Tim Köhler,Defensa,39
1144,W. Orban,Defensa,39
1145,A. Haidara,Centrocampista,39
1146,C. Baumgartner,Centrocampista,39
1147,Dani Olmo,Centrocampista,39
1148,Eljif Elmas,Centrocampista,39
1149,K. Kampl,Centrocampista,39
1150,N. Seiwald,Centrocampista,39
1151,Nuha Jatta,Centrocampista,39
1152,X. Schlager,Centrocampista,39
1153,Xavi Simons,Centrocampista,39
1154,B. Šeško,Delantero,39
1155,Loïs Openda,Delantero,39
1156,Y. Eduardo,Delantero,39
1157,Yussuf Poulsen,Delantero,39
1158,A. Meyer,Portero,40
1159,Gregor Kobel,Portero,40
1160,Marcel Lotka,Portero,40
1161,A. Papadopoulos,Defensa,40
1162,Guillermo Bueno,Defensa,40
1163,Ian Maatsen,Defensa,40
1164,Julian Ryerson,Defensa,40
1165,M. Hummels,Defensa,40
1166,Marius Wolf,Defensa,40
1167,Mateu Morey,Defensa,40
1168,N. Schlotterbeck,Defensa,40
1169,Niklas Süle,Defensa,40
1170,R. Bensebaini,Defensa,40
