id_jugador,nombre,posicion,id_equipo
1124,Ederson,Portero,40
1125,Scott Carson,Portero,40
1126,Stefan Ortega,Portero,40
1127,John Stones,Defensa,40
1128,Joško Gvardiol,Defensa,40
1129,Kyle Walker,Defensa,40
1130,M. Akanji,Defensa,40
1131,Nathan Aké,Defensa,40
1132,Rico Lewis,Defensa,40
1133,Rúben Dias,Defensa,40
1134,Sergio Gómez,Defensa,40
1135,Bernardo Silva,Centrocampista,40
1136,Jacob Wright,Centrocampista,40
1137,K. De Bruyne,Centrocampista,40
1138,M. Susoho,Centrocampista,40
1139,Mateo Kovačić,Centrocampista,40
1140,Matheus Nunes,Centrocampista,40
1141,Rodri,Centrocampista,40
1142,E. Haaland,Delantero,40
1143,Jack Grealish,Delantero,40
1144,Jérémy Doku,Delantero,40
1145,Julián Álvarez,Delantero,40
1146,Micah Hamilton,Delantero,40
1147,Oscar Bobb,Delantero,40
1148,Phil Foden,Delantero,40
1149,A. Ramsdale,Portero,41
1150,David Raya,Portero,41
1151,Karl Hein,Portero,41
1152,Ben White,Defensa,41
1153,Cédric Soares,Defensa,41
1154,Gabriel Magalhães,Defensa,41
1155,Jakub Kiwior,Defensa,41
1156,James Sweet,Defensa,41
1157,Jurriën Timber,Defensa,41
1158,O. Zinchenko,Defensa,41
1159,Reuell Walters,Defensa,41
1160,T. Tomiyasu,Defensa,41
1161,W. Saliba,Defensa,41
1162,Declan Rice,Centrocampista,41
1163,E. Nwaneri,Centrocampista,41
1164,Fábio Vieira,Centrocampista,41
1165,Jorginho,Centrocampista,41
1166,Kai Havertz,Centrocampista,41
1167,Lewis-Skelly,Centrocampista,41
1168,M. Bandeira,Centrocampista,41
1169,M. Elneny,Centrocampista,41
1170,M. Ødegaard,Centrocampista,41
1171,Smith Rowe,Centrocampista,41
1172,Thomas,Centrocampista,41
1173,Bukayo Saka,Delantero,41
1174,Edward Nketiah,Delantero,41
1175,Gabriel Jesus,Delantero,41
1176,L. Trossard,Delantero,41
1177,Martinelli,Delantero,41
1178,Reiss Nelson,Delantero,41
1179,Adrián,Portero,42
1180,Alisson,Portero,42
1181,C. Kelleher,Portero,42
1182,Fabian Mrozek,Portero,42
1183,A. Robertson,Defensa,42
1184,Alexander-Arnold,Defensa,42
1185,Amara Nallo,Defensa,42
1186,Callum Scanlon,Defensa,42
1187,Conor Bradley,Defensa,42
1188,I. Konate,Defensa,42
1189,Jarell Quansah,Defensa,42
1190,Joe Gomez,Defensa,42
1191,Joël Matip,Defensa,42
1192,K. Tsimikas,Defensa,42
1193,Rhys Williams,Defensa,42
1194,V. Van Dijk,Defensa,42
1195,A. Mac Allister,Centrocampista,42
1196,Bobby Clark,Centrocampista,42
1197,Curtis Jones,Centrocampista,42
1198,D. Szoboszlai,Centrocampista,42
1199,Harvey Elliott,Centrocampista,42
1200,J. McConnell,Centrocampista,42
1201,R. Gravenberch,Centrocampista,42
1202,S. Bajčetić,Centrocampista,42
1203,Thiago,Centrocampista,42
1204,Trey Nyoni,Centrocampista,42
1205,Wataru Endo,Centrocampista,42
1206,Ben Doak,Delantero,42
1207,Cody Gakpo,Delantero,42
1208,Darwin Núñez,Delantero,42
1209,Diogo Jota,Delantero,42
1210,Jayden Danns,Delantero,42
1211,K. Gordon,Delantero,42
1212,L. Koumas,Delantero,42
1213,Luis Díaz,Delantero,42
1214,M. Salah,Delantero,42
1215,Emiliano Martínez,Portero,43
1216,James Wright,Portero,43
1217,Joe Gauci,Portero,43
1218,Lander Emery,Portero,43
1219,Robin Olsen,Portero,43
1220,Sam Proctor,Portero,43
1221,Álex Moreno,Defensa,43
1222,C. Chambers,Defensa,43
1223,C. Lenglet,Defensa,43
1224,Diego Carlos,Defensa,43
1225,E. Konsa,Defensa,43
