id_dato_jugador_partido,id_jugador,id_partido,titular,amarilla,roja,lesion,cambio,asistencias,goles,sustituido_por
0,1707,760,1,0,0,0,-1,0,0,-1
1,1711,760,1,0,0,0,-1,0,0,-1
2,1709,760,1,0,0,0,-1,0,0,-1
3,1714,760,1,0,0,1,74,0,0,1724
4,648,760,1,0,0,0,-1,0,0,-1
5,1717,760,1,0,0,0,-1,0,0,-1
6,1721,760,1,0,0,0,-1,0,0,-1
7,1723,760,1,0,0,0,91,0,0,1732
8,1729,760,1,0,0,0,91,0,0,1720
9,1730,760,1,0,0,0,61,0,0,649
10,1734,760,1,0,0,0,61,0,0,1725
11,1706,760,0,0,0,0,-1,0,0,-1
12,1712,760,0,0,0,0,-1,0,0,-1
13,1720,760,0,0,0,0,91,0,0,-1
14,1722,760,0,0,0,0,-1,0,0,-1
15,649,760,0,0,1,0,61,0,0,-1
16,1725,760,0,0,0,0,61,0,0,-1
17,1727,760,0,0,0,0,-1,0,0,-1
18,1732,760,0,0,0,0,91,0,0,-1
19,1724,760,0,0,0,0,74,0,0,-1
20,1124,760,1,0,0,0,-1,0,0,-1
21,1131,760,1,0,0,0,79,0,0,650
22,1130,760,1,0,0,0,-1,0,0,-1
23,1132,760,1,0,0,0,79,0,0,1128
24,1129,760,1,0,0,1,95,0,0,653
25,1141,760,1,0,0,0,-1,1,1,-1
26,1137,760,1,0,0,1,23,0,0,1139
27,1135,760,1,0,0,0,-1,0,0,-1
28,1145,760,1,0,0,0,-1,1,0,-1
29,1148,760,1,0,0,0,-1,0,0,-1
30,1142,760,1,0,0,0,80,0,2,651
31,1126,760,0,0,0,0,-1,0,0,-1
32,1128,760,0,0,0,0,79,0,0,-1
33,1134,760,0,0,0,0,-1,0,0,-1
34,650,760,0,0,0,0,79,0,0,-1
35,1139,760,0,0,0,0,23,0,0,-1
36,651,760,0,0,0,0,80,0,0,-1
37,652,760,0,0,0,0,-1,0,0,-1
38,653,760,0,0,0,0,95,0,0,-1
39,1143,760,0,0,0,0,-1,0,0,-1
40,1149,761,1,0,0,0,-1,0,0,-1
41,1161,761,1,0,0,0,-1,1,0,-1
42,1152,761,1,1,0,0,-1,0,0,-1
43,1157,761,1,1,0,1,50,0,0,1160
