id_datos_partido_jugado,id_partido,resultado_local,resultado_visitante,cambios_local,cambios_visitante,amarillas_local,amarillas_visitante,rojas_local,rojas_visitante,corners_local,corners_visitante,posesion_local,posesion_visitante,total_tiros_local,total_tiros_visitante
0,760,0,3,5,5,0,0,1,0,6,5,34,65,6,17
1,761,2,1,3,5,2,2,0,0,8,3,78,21,15,6
2,762,1,1,5,3,1,4,0,0,10,4,63,36,14,16
3,763,4,1,5,5,2,2,0,0,6,7,71,28,27,9
4,764,0,1,2,3,0,2,0,0,10,4,40,59,19,9
5,765,5,1,5,5,4,4,0,0,6,5,52,47,17,16
6,766,0,1,5,1,3,0,0,0,5,5,32,67,8,24
7,768,1,1,4,4,3,3,0,0,4,4,65,34,10,13
8,767,2,2,5,3,1,4,0,0,3,6,30,69,11,18
9,769,1,0,5,4,2,3,0,0,8,7,51,49,15,23
10,776,2,1,5,4,2,3,0,0,6,7,50,49,16,7
11,775,1,0,0,5,1,5,0,0,3,0,59,40,14,7
12,779,1,4,4,5,5,6,1,0,5,3,45,54,16,16
13,772,0,3,5,5,4,2,1,0,5,5,54,45,10,17
14,773,3,1,5,5,1,3,1,0,10,2,64,35,26,13
15,777,2,0,5,5,1,3,0,0,5,6,55,44,17,22
16,778,3,1,3,4,4,3,1,0,3,9,24,75,12,17
17,770,4,0,5,4,3,4,0,0,7,6,60,39,13,9
18,771,0,1,2,4,2,3,0,1,1,8,46,53,14,14
19,785,3,0,3,5,2,3,0,0,6,4,67,32,19,11
20,786,0,1,3,4,3,4,0,0,7,0,47,53,15,11
21,787,3,2,3,4,4,4,0,1,11,3,66,33,18,9
22,783,1,3,4,4,1,3,0,0,17,4,78,21,25,12
23,781,0,2,5,5,1,3,0,0,6,2,42,57,11,17
24,780,2,2,5,4,0,6,0,1,8,3,71,28,19,8
25,782,1,1,2,2,0,0,0,0,8,6,59,40,12,15
26,784,1,3,5,4,2,0,0,0,4,6,56,43,9,16
27,788,1,2,5,5,1,2,0,1,5,9,60,39,23,9
28,789,1,2,4,1,4,0,0,0,1,12,20,79,6,30
29,797,1,2,5,3,1,1,0,0,9,6,38,61,16,9
30,792,3,1,5,5,4,4,0,0,5,3,56,43,15,9
31,799,2,2,3,2,1,2,0,0,4,6,45,54,13,16
32,798,5,1,5,5,2,4,0,0,4,5,67,32,7,6
33,791,2,2,5,3,1,2,0,0,5,2,61,39,21,12
34,793,2,5,5,5,4,3,0,0,7,4,46,53,16,20
35,794,0,1,4,5,3,4,0,0,7,0,75,24,21,7
36,795,3,2,2,4,1,3,0,0,4,2,43,57,16,12
37,790,3,1,5,4,2,3,0,0,12,3,55,45,17,10
38,796,3,0,5,4,0,1,0,0,7,3,64,36,17,9
39,804,1,3,5,5,2,2,0,0,8,1,43,56,14,10
40,805,1,0,1,5,3,5,0,0,8,3,56,43,9,11
41,803,1,0,5,5,2,2,0,0,6,2,77,22,13,7
42,808,1,3,4,5,3,2,0,0,4,11,31,69,6,29
43,800,3,1,4,3,5,3,0,0,4,2,66,33,16,6
44,809,1,3,5,5,1,3,0,0,4,4,33,66,11,16
45,807,2,1,5,3,6,7,0,1,15,2,70,29,28,7
46,801,0,0,4,3,1,5,0,0,1,7,35,64,13,14
47,802,0,1,4,4,1,1,0,0,1,11,25,74,8,13
48,806,1,1,4,4,2,3,0,1,5,4,46,54,14,10
49,818,2,0,3,5,3,7,1,0,6,6,57,42,7,10
50,811,1,3,4,2,2,2,0,0,1,4,56,44,12,18
51,813,0,1,5,2,1,2,0,0,9,5,61,38,12,11
52,815,0,0,2,3,3,2,0,0,3,2,50,49,7,10
53,817,1,1,4,5,0,2,0,1,10,1,56,43,20,3
