id_partido,fecha,temporada,liga,jornada,id_equipo_local,id_equipo_visitante,finalizado
6,2018-08-17,2019,primera,1,17,15,1
9,2018-08-17,2019,primera,1,9,14,1
1,2018-08-18,2019,primera,1,13,8,1
4,2018-08-18,2019,primera,1,0,10,1
8,2018-08-18,2019,primera,1,16,6,1
2,2018-08-19,2019,primera,1,2,4,1
5,2018-08-19,2019,primera,1,19,5,1
7,2018-08-19,2019,primera,1,11,18,1
0,2018-08-20,2019,primera,1,7,12,1
3,2018-08-20,2019,primera,1,3,1,1
19,2018-08-24,2019,primera,2,4,11,1
15,2018-08-24,2019,primera,2,12,8,1
17,2018-08-25,2019,primera,2,15,0,1
12,2018-08-25,2019,primera,2,1,19,1
10,2018-08-25,2019,primera,2,10,9,1
14,2018-08-26,2019,primera,2,17,2,1
16,2018-08-26,2019,primera,2,5,13,1
13,2018-08-26,2019,primera,2,6,3,1
11,2018-08-27,2019,primera,2,7,18,1
18,2018-08-27,2019,primera,2,14,16,1
23,2018-08-31,2019,primera,3,11,8,1
28,2018-08-31,2019,primera,3,13,17,1
24,2018-08-31,2019,primera,3,4,15,1
29,2018-09-01,2019,primera,3,2,12,1
27,2018-09-01,2019,primera,3,16,1,1
20,2018-09-02,2019,primera,3,10,6,1
22,2018-09-02,2019,primera,3,9,5,1
21,2018-09-02,2019,primera,3,0,18,1
25,2018-09-02,2019,primera,3,14,3,1
33,2018-09-14,2019,primera,4,18,19,1
30,2018-09-15,2019,primera,4,7,2,1
31,2018-09-15,2019,primera,4,1,11,1
36,2018-09-15,2019,primera,4,8,0,1
37,2018-09-15,2019,primera,4,3,9,1
32,2018-09-16,2019,primera,4,6,14,1
34,2018-09-16,2019,primera,4,12,13,1
35,2018-09-16,2019,primera,4,15,10,1
39,2018-09-16,2019,primera,4,5,4,1
38,2018-09-17,2019,primera,4,17,16,1
43,2018-09-21,2019,primera,5,18,8,1
47,2018-09-22,2019,primera,5,4,1,1
45,2018-09-22,2019,primera,5,19,10,1
48,2018-09-22,2019,primera,5,2,6,1
41,2018-09-22,2019,primera,5,16,15,1
42,2018-09-22,2019,primera,5,11,12,1
44,2018-09-23,2019,primera,5,14,5,1
40,2018-09-23,2019,primera,5,0,17,1
46,2018-09-23,2019,primera,5,9,7,1
49,2018-09-23,2019,primera,5,13,3,1
58,2018-09-25,2019,primera,6,8,19,1
56,2018-09-25,2019,primera,6,6,11,1
52,2018-09-25,2019,primera,6,1,18,1
59,2018-09-26,2019,primera,6,5,2,1
55,2018-09-26,2019,primera,6,3,16,1
53,2018-09-26,2019,primera,6,12,0,1
51,2018-09-26,2019,primera,6,7,13,1
57,2018-09-27,2019,primera,6,15,14,1
50,2018-09-27,2019,primera,6,10,4,1
54,2018-09-27,2019,primera,6,17,9,1
67,2018-09-28,2019,primera,7,19,6,1
63,2018-09-29,2019,primera,7,8,3,1
66,2018-09-29,2019,primera,7,0,7,1
62,2018-09-29,2019,primera,7,11,5,1
64,2018-09-29,2019,primera,7,2,1,1
68,2018-09-30,2019,primera,7,18,17,1
69,2018-09-30,2019,primera,7,13,15,1
60,2018-09-30,2019,primera,7,9,12,1
65,2018-09-30,2019,primera,7,14,10,1
61,2018-10-01,2019,primera,7,16,4,1
71,2018-10-05,2019,primera,8,7,8,1
78,2018-10-06,2019,primera,8,17,11,1
74,2018-10-06,2019,primera,8,4,14,1
75,2018-10-06,2019,primera,8,12,19,1
70,2018-10-06,2019,primera,8,10,2,1
73,2018-10-07,2019,primera,8,6,13,1
76,2018-10-07,2019,primera,8,3,0,1
77,2018-10-07,2019,primera,8,5,16,1
79,2018-10-07,2019,primera,8,15,18,1
72,2018-10-07,2019,primera,8,1,9,1
82,2018-10-19,2019,primera,9,16,10,1
88,2018-10-20,2019,primera,9,3,12,1
80,2018-10-20,2019,primera,9,0,5,1
89,2018-10-20,2019,primera,9,2,14,1
84,2018-10-20,2019,primera,9,13,1,1
86,2018-10-21,2019,primera,9,19,4,1
81,2018-10-21,2019,primera,9,9,15,1
83,2018-10-21,2019,primera,9,11,7,1
85,2018-10-21,2019,primera,9,18,6,1
